TIMESTAMP,HIPP_OPEN_PRICE_USD,HIPP_HIGH_PRICE_USD,HIPP_LOW_PRICE_USD,HIPP_CLOSE_PRICE_USD,HIPP_VOLUME_USD,HIPP_DIVIDENDS_USD,HIPP_STOCK_SPLITS_USD
2023-08-23 00:00:00+00:00,,,,0.0,179753,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,303835,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,231711,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,119846,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,60674,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,119865,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,58959,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,114213,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,71628,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,240637,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,310497,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,91183,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,991173,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,1572545,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,1461423,0.0,0.0
2023-09-07 00:00:00+00:00,,,,0.0,563012,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,1014671,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,330458,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,297874,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,573541,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,556889,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,466170,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,262129,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,927147,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,1151809,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,185991,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,138197,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,608909,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,234944,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,185547,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,266976,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,318049,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,212096,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,233382,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,211688,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,334640,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,249741,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,211300,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,248504,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,292610,0.0,0.0
2023-10-05 00:00:00+00:00,,,,0.0,254246,0.0,0.0
2023-10-06 00:00:00+00:00,,,,0.0,301591,0.0,0.0
2023-10-07 00:00:00+00:00,,,,0.0,240155,0.0,0.0
2023-10-08 00:00:00+00:00,,,,0.0,318981,0.0,0.0
2023-10-09 00:00:00+00:00,,,,0.0,292180,0.0,0.0
2023-10-10 00:00:00+00:00,,,,0.0,297545,0.0,0.0
2023-10-11 00:00:00+00:00,,,,0.0,203619,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,332931,0.0,0.0
2023-10-13 00:00:00+00:00,,,,0.0,332023,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,174200,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,263176,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,359249,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,386078,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,362671,0.0,0.0
