TIMESTAMP,GENSLR_OPEN_PRICE_USD,GENSLR_HIGH_PRICE_USD,GENSLR_LOW_PRICE_USD,GENSLR_CLOSE_PRICE_USD,GENSLR_VOLUME_USD,GENSLR_DIVIDENDS_USD,GENSLR_STOCK_SPLITS_USD
2023-04-21 00:00:00+00:00,,,,0.0,409941,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,12310093,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,8016897,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,5176869,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,3710770,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,1855148,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,882835,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,933724,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,763004,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,1666707,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,1608219,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,1412120,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,1130586,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,1143580,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,851591,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,5880994,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,7742187,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,2291698,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,1042333,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,817230,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,663039,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,567111,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,472066,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,334242,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,300186,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,234218,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,228484,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,425996,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,258815,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,329495,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,237290,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,315669,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,200533,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,202856,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,251888,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,205540,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,231786,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,184417,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,281378,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,163225,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,166726,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,144431,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,169385,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,126864,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,116495,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,1030433,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,1530050,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,835115,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,435876,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,413176,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,435731,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,648463,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,1804223,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,807039,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,724822,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,590989,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,627010,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,512200,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,419777,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,368416,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,342522,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,337969,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,383361,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,325256,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,222795,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,240693,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,288574,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,256882,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,210036,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,203366,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,497794,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,221580,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,393621,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,256111,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,301843,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,228210,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,210985,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,249841,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,180738,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,186397,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,212960,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,183413,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,142183,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,355081,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,217587,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,121540,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,179937,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,152935,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,77425,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,70031,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,110777,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,97375,0.0,0.0
