,ETH
TAJ,7.626641455144652e-07
ZET,6.15152987600442e-05
PPC,0.00016814516733825
KOBO,0.0002093362610157
XRP,0.00034120980007164997
IMS,0.00036258934814005
UNIT,0.00048215457579699997
VIDZ,0.0005324796070075
BCN,0.0007701147996807
SKULL,0.0012241149673343499
XEM,0.00167504933527685
PXI,0.00212213272877385
EVIL,0.0022116747260322502
COOL,0.002558993584849
CJ,0.00317482542430045
CETI,0.0037539432277405504
SWING,0.0038686003234456
ACES,0.005798999805028951
GAS,0.0070221345319546
XMS,0.00783173446508385
FOREX,0.008173720496664
EUC,0.0083310730591938
ZCL,0.008900888937156699
FIRO,0.0096439787211356
GBYTE,0.0101816072645409
HBD,0.012083758357510799
WYZ,0.012878407994163
BTC,0.0147943358739334
SC,0.016506761015400252
XTO,0.016922420880747698
INF,0.01767821739599665
SPR,0.017876887128133748
DEM,0.0179119147602562
LTCR,0.01830115746867755
RBT,0.018797282325408303
TRST,0.0235426799190713
OPAL,0.026064477864863697
ARK,0.02845571955484495
QBC,0.0303437649674096
MOTO,0.03287230557095055
USDT,0.038901746863302195
ETC,0.039923781636737196
NMC,0.0414155225082167
PIVX,0.04492517650676365
ZEN,0.04584126979747505
VLT,0.05121685825669364
DCR,0.05220634731800235
IBANK,0.05442957464644
NXS,0.0548074096792653
XWC,0.05659615845782745
BTB,0.0615736883677496
MONA,0.06834263036864395
DOGE,0.07422497260201215
PLU,0.07749469164039655
XHI,0.07980833324629365
POST,0.0890504357252946
KURT,0.0970203844773479
NEWB,0.09855059921486226
SYS,0.10424658235409714
VEC2,0.1049673841964167
KMD,0.1114964434926622
LSK,0.1119708118146384
ICON,0.1164063176398244
ENT,0.11941087121250354
OZO,0.1204438515184168
BLK,0.12298994203318989
IOTA,0.12314249325102569
BS,0.12350223457661266
AV,0.12393626590689599
2GIVE,0.12463988581833085
GNO,0.12775543085124164
BTS,0.1373137929785036
NETKO,0.1390576977834265
PZM,0.1424714515971337
XDN,0.14451446529663642
IRL,0.1471977513027872
IFC,0.1514329512948494
PXC,0.1530596684320778
AGRS,0.16066011092937393
C2,0.16125612447646936
QTUM,0.17176097264840876
XPY,0.1825708192242736
CAB,0.1969597011141594
CREVA,0.20372446774426145
XPM,0.21414287937314708
START,0.2141762052417877
SNRG,0.21461592619843783
CYT,0.2213260637024309
LAMB,0.2262408998988359
BCDN,0.2263611482034957
XMR,0.2273386437276777
DGB,0.2324167561214619
TAB,0.2368864639589514
FRN,0.24058740662658956
ADZ,0.24959551603390884
ZER,0.2554436114588795
SXC,0.2570135268051247
ACOIN,0.2578876819193648
KIN,0.258115422044385
CSC,0.2649922888440135
WAVES,0.26589797909667456
ZOOM,0.27074314306013536
BERN,0.28130191001966615
CARBON,0.2884548300128136
BTCS,0.2886263083820124
WGR,0.28889161000345476
MAID,0.2923345675611098
GRS,0.3006229807626478
MST,0.3040575038216834
LTC,0.30880255282849445
ARGUS,0.3141803017919991
QTZ,0.3201884730543953
EFL,0.3205467923962573
WBB,0.3229410749880641
RLC,0.32341916472311016
JLP,0.3254559759671588
ZUR,0.3315286071473914
TECH,0.34250267193893513
