TIMESTAMP,DEGEN28773_OPEN_PRICE_USD,DEGEN28773_HIGH_PRICE_USD,DEGEN28773_LOW_PRICE_USD,DEGEN28773_CLOSE_PRICE_USD,DEGEN28773_VOLUME_USD,DEGEN28773_DIVIDENDS_USD,DEGEN28773_STOCK_SPLITS_USD
2023-12-20 00:00:00+00:00,2.700000004551839e-05,6.500000017695129e-05,2.700000004551839e-05,6.399999983841553e-05,56947,0.0,0.0
2023-12-21 00:00:00+00:00,6.399999983841553e-05,0.00020900000527035445,6.299999949987978e-05,0.00020399999630171806,97806,0.0,0.0
2023-12-22 00:00:00+00:00,0.00020399999630171806,0.0003980000037699938,9.600000339560211e-05,0.00011000000085914508,586099,0.0,0.0
2023-12-23 00:00:00+00:00,0.00011000000085914508,0.0001140000022132881,9.200000204145908e-05,0.0001049999991664663,51364,0.0,0.0
2023-12-24 00:00:00+00:00,0.0001049999991664663,0.0001049999991664663,8.70000003487803e-05,8.70000003487803e-05,25010,0.0,0.0
2023-12-25 00:00:00+00:00,8.70000003487803e-05,8.70000003487803e-05,7.699999696342275e-05,7.79999973019585e-05,15803,0.0,0.0
2023-12-26 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,3.199999991920777e-05,3.300000025774352e-05,70107,0.0,0.0
2023-12-27 00:00:00+00:00,3.300000025774352e-05,9.000000136438757e-05,3.199999991920777e-05,5.400000009103678e-05,33757,0.0,0.0
2023-12-28 00:00:00+00:00,5.400000009103678e-05,6.0999998822808266e-05,4.600000102072954e-05,5.2999999752501026e-05,36273,0.0,0.0
2023-12-29 00:00:00+00:00,5.2999999752501026e-05,0.00010299999848939478,5.0999999075429514e-05,7.200000254670158e-05,35126,0.0,0.0
2023-12-30 00:00:00+00:00,7.200000254670158e-05,0.00015900000289548188,7.000000186963007e-05,0.00011500000255182385,15731,0.0,0.0
2023-12-31 00:00:00+00:00,0.00011500000255182385,0.00012799999967683107,7.100000220816582e-05,7.200000254670158e-05,2488,0.0,0.0
2024-01-01 00:00:00+00:00,7.200000254670158e-05,0.00013800000306218863,6.800000119255856e-05,6.800000119255856e-05,8069,0.0,0.0
2024-01-02 00:00:00+00:00,6.800000119255856e-05,0.00014000000373926014,6.800000119255856e-05,0.00010699999984353781,2040,0.0,0.0
2024-01-03 00:00:00+00:00,0.00010699999984353781,0.00012099999730708078,6.70000008540228e-05,6.70000008540228e-05,1863,0.0,0.0
2024-01-04 00:00:00+00:00,6.70000008540228e-05,6.800000119255856e-05,6.600000051548705e-05,6.800000119255856e-05,5136,0.0,0.0
2024-01-05 00:00:00+00:00,6.800000119255856e-05,6.800000119255856e-05,5.999999848427251e-05,5.999999848427251e-05,13579,0.0,0.0
2024-01-06 00:00:00+00:00,5.999999848427251e-05,6.0999998822808266e-05,5.500000042957254e-05,5.500000042957254e-05,754,0.0,0.0
