TIMESTAMP,TRUTH36475_OPEN_PRICE_USD,TRUTH36475_HIGH_PRICE_USD,TRUTH36475_LOW_PRICE_USD,TRUTH36475_CLOSE_PRICE_USD,TRUTH36475_VOLUME_USD,TRUTH36475_DIVIDENDS_USD,TRUTH36475_STOCK_SPLITS_USD
2025-05-12 00:00:00+00:00,,,,0.0,554179,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,1048101,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,6213,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,4682,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,321,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,971,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-06-01 00:00:00+00:00,1.2735400570489802e-13,1.292899977616696e-13,1.2735400570489802e-13,1.2928961829090924e-13,94,0.0,0.0
