TIMESTAMP,SLISBNB_OPEN_PRICE_USD,SLISBNB_HIGH_PRICE_USD,SLISBNB_LOW_PRICE_USD,SLISBNB_CLOSE_PRICE_USD,SLISBNB_VOLUME_USD,SLISBNB_DIVIDENDS_USD,SLISBNB_STOCK_SPLITS_USD
2024-01-31 00:00:00+00:00,311.8044128417969,311.8044128417969,302.0908508300781,302.2512512207031,151236,0.0,0.0
2024-02-01 00:00:00+00:00,302.2512512207031,302.7133483886719,299.4916687011719,301.4393310546875,61660,0.0,0.0
2024-02-02 00:00:00+00:00,301.4393310546875,305.091552734375,300.9061584472656,301.65435791015625,191169,0.0,0.0
2024-02-03 00:00:00+00:00,301.65435791015625,304.2230529785156,296.9869689941406,297.2077331542969,819163,0.0,0.0
2024-02-04 00:00:00+00:00,297.2077331542969,307.2970886230469,295.82965087890625,305.0146484375,2572718,0.0,0.0
2024-02-05 00:00:00+00:00,304.9676208496094,306.56512451171875,299.77056884765625,300.7873229980469,981571,0.0,0.0
2024-02-06 00:00:00+00:00,300.7873229980469,304.3011169433594,300.7873229980469,303.9897155761719,2106635,0.0,0.0
2024-02-07 00:00:00+00:00,303.9897155761719,311.5470275878906,302.090576171875,310.85626220703125,5072376,0.0,0.0
2024-02-08 00:00:00+00:00,310.85626220703125,319.07366943359375,310.85626220703125,316.7307434082031,4420537,0.0,0.0
2024-02-09 00:00:00+00:00,316.7307434082031,323.3346862792969,315.9445495605469,321.1020812988281,953530,0.0,0.0
2024-02-10 00:00:00+00:00,321.1020812988281,322.5473937988281,315.6781921386719,319.66400146484375,1292668,0.0,0.0
2024-02-11 00:00:00+00:00,319.66400146484375,321.4313659667969,316.7577819824219,317.3854675292969,1055390,0.0,0.0
2024-02-12 00:00:00+00:00,317.3854675292969,327.5184020996094,313.0498352050781,324.4649963378906,1380450,0.0,0.0
2024-02-13 00:00:00+00:00,324.4649963378906,325.8976135253906,318.9915466308594,323.99493408203125,1780805,0.0,0.0
2024-02-14 00:00:00+00:00,323.99493408203125,333.00408935546875,323.0511474609375,332.3778991699219,1114681,0.0,0.0
2024-02-15 00:00:00+00:00,332.3778991699219,362.6335144042969,332.3778991699219,352.27197265625,3413769,0.0,0.0
2024-02-16 00:00:00+00:00,352.3039245605469,364.5599060058594,350.1504821777344,360.0621643066406,3541712,0.0,0.0
2024-02-17 00:00:00+00:00,360.0621643066406,362.5865173339844,349.1425476074219,351.4273376464844,2069098,0.0,0.0
2024-02-18 00:00:00+00:00,351.4273376464844,355.9805908203125,349.0537414550781,349.33599853515625,1220065,0.0,0.0
