Lag,BAT,BTC,DASH,DCR,DOGE,ETC,GNO,IOTA,LTC,QTUM,USDT,XLM,XMR,XRP,ZEC
1,0.0011952671160567125,0.7928373760584968,0.8662941525700343,2.1576665017421043e-07,0.039954836759945114,8.167782336974785e-05,0.07538733731866923,0.8705460782558949,0.8717711019686949,0.171680478726501,0.014159825859860396,0.18487823868621303,0.13070070333013775,0.006730686904244953,0.027802471726235106
2,0.00264228674702182,0.41182437303561514,0.6957789356228762,3.7333079058618256e-07,0.11421110693244557,0.0004036287450006423,0.20544817804671095,0.5595879486894239,0.5694155869223897,0.3713378377765119,0.0037675304075695725,0.31296531222129703,0.3443885320469622,0.027060858398333477,0.08095013978524783
3,0.003036379605388942,0.5910310126615819,0.8312800432665478,2.0903090156320282e-07,0.2197595227909962,0.0013223860625459,0.030890657463061477,0.5251186202999947,0.6771773961858716,0.48866629751293755,0.00508506215630717,0.38542731691777954,0.508396261962464,0.035341295811733946,0.11302915466991328
4,0.004203553853172454,0.7614190084572796,0.9206675562741522,7.027276478843294e-07,0.22889512093145967,0.0015276386066749889,0.06777933505983925,0.5224789831049277,0.6480498260843757,0.571015348948177,0.008659322470103686,0.48810604088514253,0.22322447976141074,0.06963612354088748,0.19352071834634405
5,0.004638189048019736,0.345535475424386,0.9618602588351356,4.073062034184656e-06,0.01225173137070456,0.002561085839761031,0.001463775446091969,0.5122618169218743,0.6969640964499881,0.6047177260839469,0.004592818927996559,0.5947842843690311,0.3251782887027568,0.06848435200993902,0.31307900118821375
6,0.004902353211285623,0.2126234590655918,0.9789297979100844,1.0059755566292513e-05,0.018759883533595756,0.0015999640790297256,0.002863802968418293,0.30430980327055296,0.7871916641737947,0.5142594641713631,0.013443614712861282,0.404863655767155,0.38826839833734145,0.11870765759622254,0.36051786568448285
7,0.008824470896107864,0.14481615798126293,0.9911829745021988,1.0145837734916605e-05,0.030947567581315824,0.001231043680276669,0.0037751290123661653,0.16957311221000831,0.8583090097182762,0.5619642348947262,0.020513792628665612,0.4834369604254867,0.4770575055912364,0.11327070749933679,0.31002670723350706
8,0.012880613858269606,0.2157818018599836,0.994506131639472,2.3480057127699295e-05,0.04321051585892536,0.0016040135683158944,0.00588620732080782,0.18344204879387835,0.8419440808173506,0.1579943774187891,0.04644648812600487,0.5252099272694676,0.554651744521527,0.030873568257897437,0.39816396556488304
9,0.008224254937812342,0.128293958168091,0.9773392977294205,6.3940398117519965e-06,0.05871889931171358,0.0027209305139573843,0.004009540407958903,0.26112258669404187,0.694548913004222,0.21020836688898054,0.07602629378829869,0.20437824232075583,0.5928474483380678,8.601890334708529e-07,0.48645253180427184
10,0.025648613818410843,0.12991385507684747,0.9333972369077672,8.013475963573043e-06,0.09809977130593758,0.0048405980097981005,0.007006922390719156,0.24460934776444654,0.6252084359242045,0.1631574198385186,0.09685615972595894,0.27973919515929846,0.7086133319898896,1.0091988423271195e-06,0.44750112097145167
11,0.026911905624826562,0.3301830607309237,0.9134706886653137,0.00011737834437035152,0.09087986793651481,0.00996598632378881,0.009348830456942795,0.3081653475580287,0.6173171089833065,0.17971472489532778,0.07463223803179891,0.5192274621893043,0.6327577361630796,2.3541564012981166e-05,0.47192399383677863
12,0.02087088787001158,0.2614249334701724,0.6612195770595766,0.00023497353514448366,0.06977828797983618,0.014691337983418446,0.006761942209215512,0.3662069384074521,0.5529262364536247,0.10510587017633725,0.07237745622264229,0.507552415366505,0.45841264576623164,2.696826058750481e-05,0.5561413218621967
13,0.01524684733289515,0.23973914338224514,0.7475863868398225,0.0001742120162472871,0.07234801838966526,0.00741999987023948,0.01788597731702948,0.3221369684346194,0.533960585185042,0.07349408664249597,0.060302636847865285,0.18446775630054443,0.5928859894186826,9.296431274102304e-06,0.5970546032221576
14,0.026310983679816276,0.18939072644655525,0.663452622081926,0.0002927030813524424,0.04750858256371243,0.004231922935217661,0.023537579268827335,0.052518872525421936,0.4447262540192189,0.014862038354202599,0.08602360585919047,0.20436888508435264,0.4364785221156317,1.6577744739673045e-05,0.6063919002587765
15,0.033182476913983495,0.26310041161702713,0.5358779481482268,0.0005796362573971126,0.06145077464656416,0.0014624076749407827,0.005323665748736569,0.06381099150251107,0.570928665433259,0.021908654027729204,0.09151482283124535,0.3557736744332762,0.5032450597372478,4.3651650526988254e-05,0.7637143380553542
16,0.04538857942086677,0.24483719665892031,0.60705767564907,0.0002583187211874836,0.06954161641500536,0.0015311699575256096,0.005511247007393071,0.06950202614985268,0.599629369555122,0.01597849855043022,0.05074584687909968,0.3016757967399277,0.5507295349714311,4.155640322773163e-05,0.8240312548868461
17,0.07251585030148566,0.01495818151998224,0.48417402217826744,0.00038506074041943275,0.012123428711129484,0.0026693280703770205,0.008404463986347005,0.12340448848924455,0.2060943392410246,0.011410849610415238,0.010074927651891174,0.34596134615029644,0.5239556711666478,6.662701749750221e-05,0.7860736144742341
18,0.09554452141412878,0.01616799448827408,0.39022357982125905,0.0003767826866643967,0.012915986521067908,0.0012820980838682456,0.00470000056372459,0.12316301949815757,0.27834021691776967,0.0774275713863592,0.013249486186606175,0.4261557754979784,0.6257780095484866,9.232247190659818e-05,0.7815450607741943
19,0.11682176245242855,0.016950635199132497,0.4525209542999613,0.0005135448634615094,0.016478700016176826,0.001469419642615892,0.005850263704078038,0.12210172024840275,0.2830855320136495,0.004110653511163813,0.023261376739100524,0.5389620659894994,0.5532201726780189,8.429010530473166e-05,0.8461907510947102
20,0.060159905487786616,0.008049377662759443,0.41384806083269154,0.0008008574080624297,0.004156381387329308,0.0021061285154746,0.00782283911794893,0.15668483784030518,0.27997390731653693,0.003121848330032962,0.02637478518235848,0.6099507886007883,0.641913066945611,0.0001291944019637985,0.6988359873019848
21,0.11067822109457173,0.0012616783534032284,0.4510403278636099,0.001247671779803072,0.0063869478626159566,0.0024843517389117682,0.009197418429410154,0.2036766174152371,0.3220669630636816,0.0017036912921015322,0.03292469478417431,0.4814084301428706,0.599984391342909,0.0001553858647006666,0.750781870437081
22,0.054827882890521915,0.0006004333036470226,0.5606574651816325,4.118351250157855e-05,0.006404932893340217,0.002736594534250018,0.009405748147428622,0.2431097365780698,0.2924602332771335,0.00122338750889482,0.02945493769096016,0.5656714695439273,0.5439653887675595,0.00038164299228360003,0.7800245986046273
23,0.050894751188480046,0.0009314048414985836,0.5465830253434556,5.348561878722807e-05,0.008258439230996811,0.003777847479026667,0.033112688709851276,0.27549752783039666,0.30560688038119427,0.0016190073342300642,0.04221993708997449,0.5791477480181242,0.5993377598935411,0.0004862922637858708,0.7332885574828537
24,0.021847118838220804,0.0011566066950202535,0.5818440042382664,8.454409409009453e-05,0.009414615189020592,0.005683993644684155,0.045431466169709445,0.31703973090417703,0.3239759041376636,0.0015262489835760383,0.027000338157250715,0.6367795286317852,0.6234894673088445,0.0007681205171705083,0.7698995589782189
25,0.020268831106718527,0.001465504006216202,0.6921929530939375,0.00015325453685556962,0.0013270565673202434,0.0025899005277125425,0.05326913824933811,0.19139483353943387,0.3530257952823533,0.0002428109823295258,0.013975044142728465,0.7077576930026878,0.6780773290527521,0.0014618531761571513,0.8180665832722187
26,0.02241186518094763,0.0009175940714261417,0.6167336223902267,0.00011728654342162202,0.001450145592865231,0.0005391071364460225,0.05860142856183702,0.23296978696760495,0.2673267628938894,0.00015079955686245328,0.00526710273683792,0.6902473748533233,0.7320258728524167,0.0011742565749716855,0.8241681180325517
27,0.030250921748904886,0.000393644282558961,0.6623209482781105,0.0002155400566260847,0.002441908131381343,0.0014312172871015836,0.06561435371022162,0.2800302502731265,0.22263894192630948,0.00015009685146768803,0.008046645309056603,0.6654227717181904,0.8035106278432238,0.0017380402601762251,0.8313257916320134
28,0.02832899508477382,0.0001446854137792411,0.6569434558412222,0.0004252199641068278,0.0016474937076556512,0.00014636578153929763,0.08634833122162895,0.09514144222795831,0.006155641553231564,0.00040936942085534426,0.010074161733291905,0.196271001748791,0.7242909082785625,0.000619001984616906,0.8551431456598524
