,XMR
STEEM,0.0036781573759224
XEM,0.0137431770251575
RLC,0.0168950057672436
XRP,0.02231932125108825
DOGE,0.02658744882586085
BTS,0.05777660288518235
ETC,0.06598509795298654
GAS,0.06851929340932715
LSK,0.0954299466382236
DASH,0.09864615591986314
QTUM,0.1050565370190305
GNO,0.11503447218744645
SYS,0.12286393819126015
DGB,0.1299398421151273
ZEN,0.1375649423180306
PIVX,0.21248121334948628
LUNC,0.2253500801647348
MIOTA,0.28237046903758034
ANT,0.30508514613277377
ARK,0.3117026703067628
SC,0.3213379222060714
DCR,0.3696951555005213
KMD,0.42852710634618507
LTC,0.4289205236182893
BTC,0.4370777358151664
FIRO,0.4501187814069158
ZEC,0.4685029011895909
BAT,0.4997519596485843
WAVES,0.5076642611395572
XLM,0.6545330861938906
ETH,0.7562716998728845
