,XMR
STEEM,0.008868324331775734
DOGE,0.06625940016425107
BTS,0.09626804590084449
XRP,0.10027113403624026
ETC,0.10935681314092748
XEM,0.10980697735819851
GAS,0.12949484003635756
DASH,0.16310773453082197
GNO,0.16432247713197512
SYS,0.17522108234288009
DGB,0.19474853402900957
RLC,0.20964200849168266
LSK,0.21374732865495752
ZEN,0.24285552518867728
QTUM,0.27688068726715537
PIVX,0.29944151979608036
LUNC,0.3059592414880671
MIOTA,0.3322135855669926
ANT,0.3384778040061048
DCR,0.3955950147385174
ARK,0.3974963957329877
KMD,0.4218608808769562
FIRO,0.435241708256986
SC,0.44209056241140215
ZEC,0.44308355912240965
LTC,0.45600986197057014
BTC,0.46054116570662007
BAT,0.4847330998205167
WAVES,0.5129784666978385
XLM,0.6199290607698312
ETH,0.7253426057934091
