TIMESTAMP,INU26676_OPEN_PRICE_USD,INU26676_HIGH_PRICE_USD,INU26676_LOW_PRICE_USD,INU26676_CLOSE_PRICE_USD,INU26676_VOLUME_USD,INU26676_DIVIDENDS_USD,INU26676_STOCK_SPLITS_USD
2023-06-13 00:00:00+00:00,,,,0.0,3602079,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,3080259,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,3031981,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,2269477,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,2051127,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,1857205,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,1657285,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,1897429,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,1335101,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,1138263,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,1343492,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,1085785,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,1052065,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,786849,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,665718,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,715368,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,600618,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,514616,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,661747,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,769852,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,506370,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,594551,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,539614,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,492954,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,586939,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,499613,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,528426,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,546295,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,476361,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,442594,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,525971,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,570900,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,500802,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,516702,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,536306,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,653003,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,550015,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,518804,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,548315,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,547455,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,589462,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,457862,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,423598,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,393042,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,426910,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,328820,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,159272,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,222414,0.0,0.0
