TIMESTAMP,EPOUND_OPEN_PRICE_USD,EPOUND_HIGH_PRICE_USD,EPOUND_LOW_PRICE_USD,EPOUND_CLOSE_PRICE_USD,EPOUND_VOLUME_USD,EPOUND_DIVIDENDS_USD,EPOUND_STOCK_SPLITS_USD
2025-05-20 00:00:00+00:00,1.3202329874038696,1.320585012435913,1.3193620443344116,1.3203849792480469,9507,0.0,0.0
2025-05-21 00:00:00+00:00,1.3203849792480469,1.3207639455795288,1.31952702999115,1.3206590414047241,14785,0.0,0.0
2025-05-22 00:00:00+00:00,1.3206590414047241,1.3206590414047241,1.3193360567092896,1.32007896900177,21112,0.0,0.0
2025-05-23 00:00:00+00:00,1.32007896900177,1.3205349445343018,1.3193180561065674,1.3201700448989868,0,0.0,0.0
2025-05-24 00:00:00+00:00,1.3201700448989868,1.3405749797821045,1.3201700448989868,1.3402299880981445,23591,0.0,0.0
2025-05-25 00:00:00+00:00,1.3402299880981445,1.3405799865722656,1.339432954788208,1.3404749631881714,25736,0.0,0.0
2025-05-26 00:00:00+00:00,1.3404749631881714,1.3408010005950928,1.3397550582885742,1.3403090238571167,30026,0.0,0.0
2025-05-27 00:00:00+00:00,1.3403090238571167,1.3405940532684326,1.2807940244674683,1.281599998474121,24172,0.0,0.0
2025-05-28 00:00:00+00:00,1.281599998474121,1.3406100273132324,1.2695109844207764,1.3402570486068726,10763,0.0,0.0
2025-05-29 00:00:00+00:00,1.3402570486068726,1.340559959411621,1.3394030332565308,1.3398319482803345,8574,0.0,0.0
2025-05-30 00:00:00+00:00,1.3398319482803345,1.340499997138977,1.339303970336914,1.3402260541915894,15010,0.0,0.0
2025-05-31 00:00:00+00:00,1.3402260541915894,1.340986967086792,1.3398029804229736,1.3405519723892212,11261,0.0,0.0
2025-06-01 00:00:00+00:00,1.3405522108078003,1.3408347368240356,1.340118646621704,1.3404440879821777,13403,0.0,0.0
