TIMESTAMP,FINALE_OPEN_PRICE_USD,FINALE_HIGH_PRICE_USD,FINALE_LOW_PRICE_USD,FINALE_CLOSE_PRICE_USD,FINALE_VOLUME_USD,FINALE_DIVIDENDS_USD,FINALE_STOCK_SPLITS_USD
2023-06-17 00:00:00+00:00,1.8000000636675395e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.9999999494757503e-05,69504,0.0,0.0
2023-06-18 00:00:00+00:00,1.9999999494757503e-05,1.9999999494757503e-05,1.8000000636675395e-05,1.8000000636675395e-05,49043,0.0,0.0
2023-06-19 00:00:00+00:00,1.8000000636675395e-05,1.8999999156221747e-05,1.5999999959603883e-05,1.700000029813964e-05,63513,0.0,0.0
2023-06-20 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,60745,0.0,0.0
2023-06-21 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.700000029813964e-05,1.8000000636675395e-05,30682,0.0,0.0
2023-06-22 00:00:00+00:00,1.8000000636675395e-05,3.600000127335079e-05,1.700000029813964e-05,2.5999999706982635e-05,382320,0.0,0.0
2023-06-23 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,1.9999999494757503e-05,2.099999983329326e-05,263303,0.0,0.0
2023-06-24 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.9999999494757503e-05,1.9999999494757503e-05,57044,0.0,0.0
2023-06-25 00:00:00+00:00,1.9999999494757503e-05,2.2000000171829015e-05,1.8000000636675395e-05,1.8000000636675395e-05,74169,0.0,0.0
2023-06-26 00:00:00+00:00,1.8000000636675395e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,34582,0.0,0.0
2023-06-27 00:00:00+00:00,1.700000029813964e-05,1.700000029813964e-05,1.1000000085914508e-05,1.2999999853491317e-05,173464,0.0,0.0
2023-06-28 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.1000000085914508e-05,1.2000000424450263e-05,93500,0.0,0.0
2023-06-29 00:00:00+00:00,1.2000000424450263e-05,1.2000000424450263e-05,1.9999999949504854e-06,7.999999979801942e-06,276730,0.0,0.0
2023-06-30 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.999999979801942e-06,31234,0.0,0.0
2023-07-01 00:00:00+00:00,7.999999979801942e-06,7.999999979801942e-06,7.000000096013537e-06,7.000000096013537e-06,5285,0.0,0.0
2023-07-02 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,17168,0.0,0.0
2023-07-03 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,4536,0.0,0.0
2023-07-04 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,3740,0.0,0.0
2023-07-05 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,7.000000096013537e-06,6405,0.0,0.0
2023-07-06 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,4.999999873689376e-06,18580,0.0,0.0
2023-07-07 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,24386,0.0,0.0
2023-07-08 00:00:00+00:00,4.999999873689376e-06,6.000000212225132e-06,4.999999873689376e-06,6.000000212225132e-06,4616,0.0,0.0
2023-07-09 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,5946,0.0,0.0
2023-07-10 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,1445,0.0,0.0
2023-07-11 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,12523,0.0,0.0
2023-07-12 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,2314,0.0,0.0
2023-07-13 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,3669,0.0,0.0
2023-07-14 00:00:00+00:00,6.000000212225132e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,7848,0.0,0.0
2023-07-15 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,6.000000212225132e-06,2535,0.0,0.0
2023-07-16 00:00:00+00:00,6.000000212225132e-06,7.999999979801942e-06,6.000000212225132e-06,7.999999979801942e-06,25816,0.0,0.0
2023-07-17 00:00:00+00:00,7.999999979801942e-06,2.9999999242136255e-05,7.000000096013537e-06,1.4999999621068127e-05,1165142,0.0,0.0
2023-07-18 00:00:00+00:00,1.4999999621068127e-05,1.700000029813964e-05,1.2000000424450263e-05,1.4000000192027073e-05,180852,0.0,0.0
2023-07-19 00:00:00+00:00,1.4000000192027073e-05,4.600000102072954e-05,1.2999999853491317e-05,2.8000000384054147e-05,679968,0.0,0.0
2023-07-20 00:00:00+00:00,2.8000000384054147e-05,0.00013699999544769526,2.700000004551839e-05,8.199999865610152e-05,8968545,0.0,0.0
2023-07-21 00:00:00+00:00,8.199999865610152e-05,8.600000001024455e-05,4.8000001697801054e-05,5.199999941396527e-05,1517152,0.0,0.0
2023-07-22 00:00:00+00:00,5.199999941396527e-05,6.0999998822808266e-05,4.199999966658652e-05,4.199999966658652e-05,825134,0.0,0.0
2023-07-23 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.400000059627928e-05,3.600000127335079e-05,463695,0.0,0.0
2023-07-24 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.300000051036477e-05,2.700000004551839e-05,555032,0.0,0.0
2023-07-25 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,1.8000000636675395e-05,2.4000000848900527e-05,377289,0.0,0.0
