TIMESTAMP,FOCAI_OPEN_PRICE_USD,FOCAI_HIGH_PRICE_USD,FOCAI_LOW_PRICE_USD,FOCAI_CLOSE_PRICE_USD,FOCAI_VOLUME_USD,FOCAI_DIVIDENDS_USD,FOCAI_STOCK_SPLITS_USD
2025-03-16 00:00:00+00:00,0.00020700000459328294,0.00021300000662449747,0.00020199999562464654,0.00020199999562464654,384259,0.0,0.0
2025-03-17 00:00:00+00:00,0.00020199999562464654,0.00020199999562464654,0.00014600000577047467,0.0001500000071246177,393880,0.0,0.0
2025-03-18 00:00:00+00:00,0.0001500000071246177,0.0001539999939268455,9.7999996796716e-05,0.00010199999815085903,389789,0.0,0.0
2025-03-19 00:00:00+00:00,0.00010199999815085903,0.00010199999815085903,7.200000254670158e-05,7.500000356230885e-05,388620,0.0,0.0
2025-03-20 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,6.399999983841553e-05,6.600000051548705e-05,386008,0.0,0.0
2025-03-21 00:00:00+00:00,6.600000051548705e-05,7.100000220816582e-05,4.400000034365803e-05,4.600000102072954e-05,394353,0.0,0.0
2025-03-22 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.7000001611886546e-05,4.099999932805076e-05,392583,0.0,0.0
2025-03-23 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,3.5000000934815034e-05,3.7999998312443495e-05,388804,0.0,0.0
2025-03-24 00:00:00+00:00,3.7999998312443495e-05,0.0001610000035725534,3.7999998312443495e-05,0.00012599999899975955,614489,0.0,0.0
2025-03-25 00:00:00+00:00,0.00012399999832268804,0.00016999999934341758,7.500000356230885e-05,7.999999797903001e-05,532616,0.0,0.0
2025-03-26 00:00:00+00:00,7.999999797903001e-05,8.199999865610152e-05,5.199999941396527e-05,6.299999949987978e-05,437445,0.0,0.0
2025-03-27 00:00:00+00:00,6.299999949987978e-05,0.00011000000085914508,5.999999848427251e-05,6.900000153109431e-05,498027,0.0,0.0
2025-03-28 00:00:00+00:00,6.900000153109431e-05,6.900000153109431e-05,5.0999999075429514e-05,5.6000000768108293e-05,395668,0.0,0.0
2025-03-29 00:00:00+00:00,5.6000000768108293e-05,8.399999933317304e-05,5.6000000768108293e-05,6.399999983841553e-05,426582,0.0,0.0
2025-03-30 00:00:00+00:00,6.399999983841553e-05,7.200000254670158e-05,5.8000001445179805e-05,5.8000001445179805e-05,390076,0.0,0.0
2025-03-31 00:00:00+00:00,5.8000001445179805e-05,5.900000178371556e-05,5.2999999752501026e-05,5.400000009103678e-05,388741,0.0,0.0
2025-04-01 00:00:00+00:00,5.400000009103678e-05,6.199999916134402e-05,5.199999941396527e-05,5.400000009103678e-05,388690,0.0,0.0
2025-04-02 00:00:00+00:00,5.400000009103678e-05,5.500000042957254e-05,4.8000001697801054e-05,4.999999873689376e-05,391730,0.0,0.0
2025-04-03 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,4.5000000682193786e-05,4.70000013592653e-05,387286,0.0,0.0
2025-04-04 00:00:00+00:00,4.70000013592653e-05,4.999999873689376e-05,4.400000034365803e-05,4.8000001697801054e-05,388945,0.0,0.0
2025-04-05 00:00:00+00:00,4.8000001697801054e-05,5.2999999752501026e-05,4.70000013592653e-05,5.0999999075429514e-05,388501,0.0,0.0
2025-04-06 00:00:00+00:00,5.0999999075429514e-05,5.199999941396527e-05,4.3000000005122274e-05,4.3000000005122274e-05,388691,0.0,0.0
2025-04-07 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,3.9999998989515007e-05,4.5000000682193786e-05,385828,0.0,0.0
2025-04-08 00:00:00+00:00,4.5000000682193786e-05,5.2999999752501026e-05,4.5000000682193786e-05,5.0999999075429514e-05,392714,0.0,0.0
2025-04-09 00:00:00+00:00,5.0999999075429514e-05,5.999999848427251e-05,4.8999998398358e-05,5.700000110664405e-05,392145,0.0,0.0
2025-04-10 00:00:00+00:00,5.700000110664405e-05,0.0001289999927394092,5.6000000768108293e-05,7.599999662488699e-05,117862,0.0,0.0
2025-04-11 00:00:00+00:00,7.599999662488699e-05,0.00014000000373926014,7.400000322377309e-05,0.00011999999696854502,137003,0.0,0.0
2025-04-12 00:00:00+00:00,0.00011999999696854502,0.00014099999680183828,9.000000136438757e-05,9.500000305706635e-05,106392,0.0,0.0
2025-04-13 00:00:00+00:00,9.500000305706635e-05,9.999999747378752e-05,9.100000170292333e-05,9.40000027185306e-05,68781,0.0,0.0
2025-04-14 00:00:00+00:00,9.40000027185306e-05,0.0001429999974789098,9.40000027185306e-05,9.699999645818025e-05,122995,0.0,0.0
2025-04-15 00:00:00+00:00,9.699999645818025e-05,9.699999645818025e-05,7.300000288523734e-05,7.599999662488699e-05,43346,0.0,0.0
2025-04-16 00:00:00+00:00,7.599999662488699e-05,7.899999764049426e-05,6.299999949987978e-05,7.000000186963007e-05,55985,0.0,0.0
2025-04-17 00:00:00+00:00,7.000000186963007e-05,7.599999662488699e-05,5.999999848427251e-05,6.600000051548705e-05,74868,0.0,0.0
2025-04-18 00:00:00+00:00,6.600000051548705e-05,8.900000102585182e-05,6.600000051548705e-05,7.300000288523734e-05,79636,0.0,0.0
2025-04-19 00:00:00+00:00,7.300000288523734e-05,7.79999973019585e-05,6.299999949987978e-05,6.500000017695129e-05,79220,0.0,0.0
2025-04-20 00:00:00+00:00,6.500000017695129e-05,7.100000220816582e-05,5.900000178371556e-05,5.900000178371556e-05,80634,0.0,0.0
2025-04-21 00:00:00+00:00,5.900000178371556e-05,6.600000051548705e-05,5.700000110664405e-05,6.299999949987978e-05,78246,0.0,0.0
2025-04-22 00:00:00+00:00,6.299999949987978e-05,7.599999662488699e-05,6.199999916134402e-05,7.500000356230885e-05,78659,0.0,0.0
2025-04-23 00:00:00+00:00,7.500000356230885e-05,0.00013899999612476677,7.300000288523734e-05,0.00010699999984353781,117797,0.0,0.0
2025-04-24 00:00:00+00:00,0.00010699999984353781,0.00010699999984353781,7.79999973019585e-05,8.299999899463728e-05,24307,0.0,0.0
2025-04-25 00:00:00+00:00,8.299999899463728e-05,9.300000237999484e-05,8.299999899463728e-05,8.600000001024455e-05,17691,0.0,0.0
2025-04-26 00:00:00+00:00,8.600000001024455e-05,9.100000170292333e-05,7.000000186963007e-05,7.100000220816582e-05,27987,0.0,0.0
2025-04-27 00:00:00+00:00,7.100000220816582e-05,7.79999973019585e-05,6.900000153109431e-05,6.900000153109431e-05,18971,0.0,0.0
2025-04-28 00:00:00+00:00,6.900000153109431e-05,7.500000356230885e-05,6.70000008540228e-05,7.100000220816582e-05,29264,0.0,0.0
2025-04-29 00:00:00+00:00,7.100000220816582e-05,9.000000136438757e-05,7.100000220816582e-05,8.099999831756577e-05,29263,0.0,0.0
2025-04-30 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,7.200000254670158e-05,7.300000288523734e-05,23476,0.0,0.0
2025-05-01 00:00:00+00:00,7.300000288523734e-05,8.299999899463728e-05,7.300000288523734e-05,7.999999797903001e-05,26365,0.0,0.0
2025-05-02 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.200000254670158e-05,7.200000254670158e-05,19754,0.0,0.0
2025-05-03 00:00:00+00:00,7.200000254670158e-05,7.400000322377309e-05,6.600000051548705e-05,6.600000051548705e-05,25310,0.0,0.0
2025-05-04 00:00:00+00:00,6.600000051548705e-05,6.800000119255856e-05,6.299999949987978e-05,6.399999983841553e-05,18650,0.0,0.0
2025-05-05 00:00:00+00:00,6.399999983841553e-05,6.70000008540228e-05,6.399999983841553e-05,6.70000008540228e-05,16247,0.0,0.0
2025-05-06 00:00:00+00:00,6.70000008540228e-05,6.70000008540228e-05,6.399999983841553e-05,6.500000017695129e-05,15759,0.0,0.0
2025-05-07 00:00:00+00:00,6.500000017695129e-05,7.400000322377309e-05,6.500000017695129e-05,7.400000322377309e-05,30015,0.0,0.0
2025-05-08 00:00:00+00:00,7.400000322377309e-05,7.899999764049426e-05,6.70000008540228e-05,7.100000220816582e-05,27558,0.0,0.0
2025-05-09 00:00:00+00:00,7.100000220816582e-05,7.999999797903001e-05,6.900000153109431e-05,7.500000356230885e-05,21920,0.0,0.0
2025-05-10 00:00:00+00:00,7.500000356230885e-05,7.899999764049426e-05,7.000000186963007e-05,7.79999973019585e-05,14799,0.0,0.0
2025-05-11 00:00:00+00:00,7.79999973019585e-05,7.999999797903001e-05,7.100000220816582e-05,7.300000288523734e-05,21049,0.0,0.0
2025-05-12 00:00:00+00:00,7.300000288523734e-05,8.800000068731606e-05,7.300000288523734e-05,8.099999831756577e-05,30390,0.0,0.0
2025-05-13 00:00:00+00:00,8.099999831756577e-05,8.70000003487803e-05,7.699999696342275e-05,8.499999967170879e-05,25637,0.0,0.0
2025-05-14 00:00:00+00:00,8.499999967170879e-05,8.499999967170879e-05,7.500000356230885e-05,7.79999973019585e-05,29044,0.0,0.0
2025-05-15 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,7.200000254670158e-05,7.300000288523734e-05,26351,0.0,0.0
2025-05-16 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,7.100000220816582e-05,7.100000220816582e-05,27697,0.0,0.0
2025-05-17 00:00:00+00:00,7.100000220816582e-05,7.300000288523734e-05,7.000000186963007e-05,7.100000220816582e-05,26025,0.0,0.0
2025-05-18 00:00:00+00:00,7.100000220816582e-05,7.500000356230885e-05,7.000000186963007e-05,7.200000254670158e-05,25876,0.0,0.0
2025-05-19 00:00:00+00:00,7.200000254670158e-05,0.00017800000205170363,6.70000008540228e-05,9.899999713525176e-05,148188,0.0,0.0
2025-05-20 00:00:00+00:00,9.899999713525176e-05,9.899999713525176e-05,7.000000186963007e-05,8.600000001024455e-05,79957,0.0,0.0
2025-05-21 00:00:00+00:00,8.600000001024455e-05,9.200000204145908e-05,7.500000356230885e-05,8.099999831756577e-05,33197,0.0,0.0
2025-05-22 00:00:00+00:00,8.099999831756577e-05,8.199999865610152e-05,7.400000322377309e-05,7.400000322377309e-05,24232,0.0,0.0
2025-05-23 00:00:00+00:00,7.400000322377309e-05,9.300000237999484e-05,7.200000254670158e-05,7.200000254670158e-05,90848,0.0,0.0
2025-05-24 00:00:00+00:00,7.200000254670158e-05,7.599999662488699e-05,7.200000254670158e-05,7.200000254670158e-05,93382,0.0,0.0
2025-05-25 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,6.600000051548705e-05,6.800000119255856e-05,92973,0.0,0.0
2025-05-26 00:00:00+00:00,6.800000119255856e-05,7.999999797903001e-05,6.800000119255856e-05,7.899999764049426e-05,101202,0.0,0.0
2025-05-27 00:00:00+00:00,7.899999764049426e-05,9.000000136438757e-05,7.79999973019585e-05,8.299999899463728e-05,96615,0.0,0.0
2025-05-28 00:00:00+00:00,8.299999899463728e-05,8.900000102585182e-05,7.79999973019585e-05,7.999999797903001e-05,117535,0.0,0.0
2025-05-29 00:00:00+00:00,7.999999797903001e-05,0.00012399999832268804,7.400000322377309e-05,9.000000136438757e-05,122355,0.0,0.0
2025-05-30 00:00:00+00:00,9.000000136438757e-05,9.000000136438757e-05,7.000000186963007e-05,7.100000220816582e-05,90298,0.0,0.0
2025-05-31 00:00:00+00:00,7.100000220816582e-05,8.900000102585182e-05,6.70000008540228e-05,7.400000322377309e-05,101994,0.0,0.0
2025-06-01 00:00:00+00:00,7.445250230375677e-05,7.599360105814412e-05,7.094113243510947e-05,7.459873449988663e-05,96777,0.0,0.0
