"Date","Price","Open","High","Low","Vol.","Change %"
"08/15/2024","4,407.66","4,397.97","4,464.97","4,375.80","551.22M","0.08%"
"08/14/2024","4,403.96","4,487.42","4,487.42","4,403.96","479.14M","-1.85%"
"08/13/2024","4,486.87","4,497.12","4,499.06","4,444.15","498.61M","-0.15%"
"08/12/2024","4,493.75","4,487.26","4,519.66","4,470.86","537.93M","0.19%"
"08/09/2024","4,485.09","4,533.04","4,567.43","4,485.09","495.58M","-0.69%"
"08/08/2024","4,516.39","4,498.73","4,551.36","4,460.78","575.02M","0.18%"
"08/07/2024","4,508.15","4,486.67","4,537.45","4,466.36","533.69M","0.32%"
"08/06/2024","4,493.96","4,466.46","4,521.27","4,441.92","642.98M","1.55%"
"08/05/2024","4,425.49","4,469.56","4,566.94","4,424.47","781.37M","-1.51%"
"08/02/2024","4,493.22","4,514.49","4,579.45","4,488.33","670.15M","-1.19%"
"08/01/2024","4,547.35","4,604.44","4,638.66","4,524.70","777.91M","-1.20%"
"07/31/2024","4,602.79","4,400.89","4,603.34","4,382.80","991.21M","4.42%"
"07/30/2024","4,407.76","4,421.52","4,430.05","4,357.14","643.93M","-0.56%"
"07/29/2024","4,432.55","4,492.00","4,492.00","4,424.54","606.06M","-1.38%"
"07/26/2024","4,494.71","4,446.74","4,509.44","4,439.81","634.86M","1.21%"
"07/25/2024","4,440.88","4,412.97","4,480.49","4,403.83","613.79M","0.07%"
"07/24/2024","4,437.89","4,498.85","4,520.47","4,430.35","664.13M","-1.65%"
"07/23/2024","4,512.13","4,690.41","4,690.41","4,512.13","742.71M","-3.83%"
"07/22/2024","4,691.80","4,706.56","4,728.41","4,669.25","719.94M","-0.45%"
"07/19/2024","4,713.03","4,697.81","4,741.10","4,682.08","677.27M","-0.09%"
"07/18/2024","4,717.49","4,635.18","4,720.02","4,620.06","700.99M","1.36%"
"07/17/2024","4,654.29","4,657.19","4,672.13","4,614.07","660.45M","-0.05%"
"07/16/2024","4,656.49","4,646.91","4,661.13","4,624.84","581.35M","-0.22%"
"07/15/2024","4,666.94","4,665.54","4,691.09","4,654.20","620.37M","-0.31%"
"07/12/2024","4,681.56","4,692.54","4,698.98","4,664.81","699.55M","-0.43%"
"07/11/2024","4,702.00","4,672.35","4,707.22","4,634.98","804.39M","1.74%"
"07/10/2024","4,621.50","4,661.63","4,683.33","4,614.67","818.40M","-1.17%"
"07/09/2024","4,676.10","4,606.36","4,690.01","4,566.47","801.83M","1.33%"
"07/08/2024","4,614.70","4,685.00","4,688.02","4,602.07","674.77M","-1.77%"
"07/05/2024","4,697.96","4,659.26","4,711.06","4,610.27","580.87M","0.71%"
"07/04/2024","4,665.02","4,738.29","4,757.52","4,654.04","632.10M","-1.42%"
"07/03/2024","4,732.37","4,778.04","4,785.99","4,726.90","550.52M","-1.10%"
"07/02/2024","4,785.10","4,863.76","4,863.76","4,769.44","659.65M","-1.63%"
"07/01/2024","4,864.57","4,828.82","4,881.00","4,788.62","674.73M","0.71%"
"06/28/2024","4,830.19","4,803.66","4,884.48","4,803.66","655.37M","0.26%"
"06/27/2024","4,817.52","4,899.33","4,899.33","4,815.37","605.72M","-2.35%"
"06/26/2024","4,933.33","4,863.93","4,938.53","4,834.87","634.78M","1.21%"
"06/25/2024","4,874.32","4,935.49","4,939.79","4,844.28","583.28M","-1.12%"
"06/24/2024","4,929.31","5,010.45","5,019.51","4,924.25","692.34M","-2.09%"
"06/21/2024","5,034.68","5,028.51","5,062.21","5,012.36","592.18M","-0.13%"
"06/20/2024","5,041.42","5,074.65","5,115.17","5,037.24","698.13M","-0.87%"
"06/19/2024","5,085.68","5,180.09","5,180.09","5,085.68","705.35M","-1.67%"
"06/18/2024","5,172.05","5,155.68","5,197.10","5,150.51","665.61M","0.39%"
"06/17/2024","5,151.95","5,132.68","5,171.61","5,122.41","750.51M","-0.18%"
"06/14/2024","5,161.24","5,172.69","5,179.64","5,132.08","1.18B","-0.56%"
"06/13/2024","5,190.32","5,212.89","5,221.61","5,179.60","971.82M","-0.43%"
"06/12/2024","5,212.89","5,179.85","5,222.15","5,175.10","912.45M","0.67%"
"06/11/2024","5,178.20","5,149.23","5,190.87","5,112.82","874.82M","0.48%"
"06/07/2024","5,153.54","5,187.77","5,198.90","5,126.06","857.66M","-0.41%"
"06/06/2024","5,174.86","5,234.68","5,246.53","5,158.54","1.08B","-0.93%"
"06/05/2024","5,223.55","5,262.51","5,289.93","5,223.55","867.88M","-0.90%"
"06/04/2024","5,271.05","5,203.16","5,279.98","5,196.64","884.26M","1.06%"
"06/03/2024","5,215.90","5,247.70","5,265.51","5,180.29","1.05B","-0.60%"
"05/31/2024","5,247.34","5,264.24","5,288.44","5,246.28","956.85M","-0.14%"
"05/30/2024","5,254.83","5,271.39","5,303.85","5,241.27","920.26M","-0.60%"
"05/29/2024","5,286.43","5,261.98","5,313.19","5,261.98","908.24M","0.21%"
"05/28/2024","5,275.29","5,313.82","5,315.55","5,270.71","858.19M","-0.83%"
"05/27/2024","5,319.67","5,260.16","5,320.58","5,226.37","969.51M","1.29%"
"05/24/2024","5,252.05","5,294.88","5,326.81","5,249.78","848.95M","-0.96%"
"05/23/2024","5,303.00","5,387.85","5,387.89","5,291.84","1.00B","-1.91%"
"05/22/2024","5,406.35","5,401.88","5,420.06","5,390.80","1.03B","0.01%"
"05/21/2024","5,405.57","5,438.86","5,438.86","5,385.65","940.15M","-0.75%"
"05/20/2024","5,446.35","5,418.34","5,454.37","5,411.54","1.10B","0.46%"
"05/17/2024","5,421.49","5,380.56","5,423.90","5,349.86","1.12B","0.70%"
"05/16/2024","5,383.75","5,412.22","5,427.33","5,369.60","1.03B","-0.45%"
"05/15/2024","5,408.23","5,454.43","5,461.16","5,402.95","787.60M","-1.07%"
"05/14/2024","5,466.45","5,458.42","5,483.26","5,451.26","969.94M","0.13%"
"05/13/2024","5,459.50","5,458.90","5,486.85","5,414.50","1.11B","-0.40%"
"05/10/2024","5,481.16","5,514.31","5,514.31","5,451.59","1.06B","-0.46%"
"05/09/2024","5,506.62","5,431.01","5,520.10","5,431.01","1.15B","1.39%"
"05/08/2024","5,431.18","5,472.49","5,472.77","5,427.74","1.12B","-0.88%"
"05/07/2024","5,479.60","5,463.17","5,492.55","5,458.04","1.27B","0.37%"
"05/06/2024","5,459.53","5,383.97","5,462.68","5,378.31","1.40B","2.39%"
"04/30/2024","5,332.26","5,320.93","5,359.33","5,320.66","1.37B","-0.06%"
"04/29/2024","5,335.43","5,221.51","5,342.97","5,219.26","1.55B","2.22%"
"04/26/2024","5,219.59","5,154.93","5,225.55","5,153.04","1.41B","0.76%"
"04/25/2024","5,180.36","5,150.19","5,210.64","5,140.90","968.19M","0.33%"
"04/24/2024","5,163.21","5,125.61","5,163.74","5,104.23","1.05B","0.74%"
"04/23/2024","5,125.33","5,174.89","5,194.73","5,114.21","1.11B","-1.36%"
"04/22/2024","5,196.10","5,212.11","5,259.70","5,182.97","1.19B","-0.79%"
"04/19/2024","5,237.34","5,205.21","5,253.69","5,203.67","1.25B","-0.03%"
"04/18/2024","5,239.02","5,244.17","5,297.55","5,226.29","1.30B","-0.28%"
"04/17/2024","5,253.68","5,144.69","5,254.02","5,139.30","1.23B","2.53%"
"04/16/2024","5,123.95","5,231.12","5,268.78","5,120.33","1.33B","-2.25%"
"04/15/2024","5,242.10","5,167.50","5,270.27","5,138.03","1.28B","1.36%"
"04/12/2024","5,171.57","5,185.36","5,216.96","5,165.06","880.22M","-0.19%"
"04/11/2024","5,181.34","5,130.90","5,220.62","5,119.68","1.06B","0.44%"
"04/10/2024","5,158.46","5,187.09","5,205.07","5,135.16","1.14B","-0.60%"
"04/09/2024","5,189.62","5,141.15","5,193.92","5,131.71","1.06B","0.83%"
"04/08/2024","5,146.78","5,193.90","5,208.34","5,145.13","1.22B","-1.48%"
"04/03/2024","5,224.32","5,212.94","5,233.64","5,194.32","1.22B","0.09%"
"04/02/2024","5,219.64","5,206.23","5,225.09","5,185.15","1.31B","0.23%"
"04/01/2024","5,207.53","5,137.79","5,211.49","5,137.29","1.19B","1.55%"
"03/29/2024","5,128.19","5,080.27","5,130.04","5,056.35","1.12B","0.71%"
"03/28/2024","5,091.82","5,044.50","5,139.06","5,040.77","1.10B","1.03%"
"03/27/2024","5,040.05","5,139.45","5,142.02","5,040.05","1.14B","-2.02%"
"03/26/2024","5,143.70","5,137.69","5,158.91","5,097.25","1.10B","0.01%"
"03/25/2024","5,143.05","5,191.78","5,232.80","5,143.05","1.29B","-1.40%"
"03/22/2024","5,215.90","5,259.56","5,271.23","5,189.78","1.27B","-1.16%"
"03/21/2024","5,277.16","5,329.10","5,337.88","5,263.61","1.21B","-0.74%"
"03/20/2024","5,316.51","5,282.79","5,318.52","5,273.22","1.07B","0.55%"
"03/19/2024","5,287.59","5,329.39","5,340.02","5,287.59","1.20B","-0.87%"
"03/18/2024","5,333.75","5,274.51","5,334.22","5,251.80","1.21B","1.24%"
"03/15/2024","5,268.43","5,235.16","5,271.33","5,198.75","1.08B","0.42%"
"03/14/2024","5,246.26","5,262.42","5,280.86","5,209.80","1.03B","-0.42%"
"03/13/2024","5,268.20","5,252.22","5,301.15","5,234.90","1.13B","0.23%"
"03/12/2024","5,256.30","5,263.05","5,294.90","5,229.29","1.32B","-0.16%"
"03/11/2024","5,264.73","5,187.03","5,266.34","5,177.83","1.30B","1.43%"
"03/08/2024","5,190.46","5,137.15","5,203.84","5,123.03","988.87M","1.06%"
"03/07/2024","5,135.91","5,186.76","5,213.56","5,135.91","1.08B","-0.96%"
"03/06/2024","5,185.83","5,152.40","5,229.24","5,143.59","936.68M","0.39%"
"03/05/2024","5,165.59","5,171.48","5,193.00","5,146.59","956.31M","-0.60%"
"03/04/2024","5,196.75","5,159.63","5,198.24","5,126.56","1.12B","0.76%"
"03/01/2024","5,157.62","5,142.45","5,169.31","5,118.50","1.12B","0.44%"
"02/29/2024","5,134.79","4,950.47","5,141.70","4,950.47","1.22B","3.09%"
"02/28/2024","4,981.07","5,116.42","5,167.49","4,981.07","1.39B","-2.60%"
"02/27/2024","5,114.21","5,003.73","5,114.21","4,990.64","980.72M","1.94%"
"02/26/2024","5,016.88","5,018.07","5,067.77","4,982.67","1.11B","0.18%"
"02/23/2024","5,007.70","4,998.67","5,008.98","4,933.13","977.92M","0.23%"
"02/22/2024","4,995.97","4,930.99","4,995.97","4,921.94","931.89M","1.14%"
"02/21/2024","4,939.89","4,893.23","5,046.81","4,865.05","1.22B","0.27%"
"02/20/2024","4,926.62","4,903.88","4,937.01","4,862.42","1.02B","0.02%"
"02/19/2024","4,925.41","4,958.33","4,958.33","4,866.75","1.34B","0.31%"
"02/08/2024","4,910.17","4,878.98","5,054.95","4,876.78","1.63B","0.89%"
"02/07/2024","4,866.88","4,654.31","4,867.85","4,642.07","1.70B","4.72%"
"02/06/2024","4,647.59","4,365.38","4,668.30","4,325.60","1.47B","5.56%"
"02/05/2024","4,402.60","4,426.04","4,500.31","4,225.01","1.45B","-1.20%"
"02/02/2024","4,455.90","4,563.57","4,591.08","4,343.92","1.25B","-2.18%"
"02/01/2024","4,555.28","4,541.80","4,643.34","4,506.23","978.20M","-0.12%"
"01/31/2024","4,560.54","4,634.04","4,687.41","4,551.52","1.07B","-1.97%"
"01/30/2024","4,652.12","4,742.92","4,763.31","4,649.73","933.80M","-2.33%"
"01/29/2024","4,763.27","4,873.98","4,888.44","4,763.27","1.01B","-1.84%"
"01/26/2024","4,852.40","4,884.38","4,915.80","4,834.05","953.80M","-0.97%"
"01/25/2024","4,899.89","4,783.54","4,900.50","4,761.22","1.10B","2.53%"
"01/24/2024","4,778.80","4,766.11","4,787.52","4,637.75","926.05M","0.62%"
"01/23/2024","4,749.20","4,654.67","4,772.29","4,613.75","889.47M","1.65%"
"01/22/2024","4,672.27","4,881.87","4,881.87","4,645.62","950.92M","-4.54%"
"01/19/2024","4,894.50","4,931.45","4,959.83","4,887.34","689.91M","-0.90%"
"01/18/2024","4,938.74","4,908.74","4,943.16","4,801.44","1.03B","0.14%"
"01/17/2024","4,931.65","5,035.68","5,041.74","4,931.65","700.13M","-2.24%"
"01/16/2024","5,044.68","5,025.39","5,056.59","4,984.77","768.59M","0.40%"
"01/15/2024","5,024.57","5,019.49","5,065.68","5,000.12","756.24M","-0.31%"
