"Date","Price","Open","High","Low","Vol.","Change %"
"05/16/2025","8,468.29","8,431.66","8,482.79","8,406.20","2.48B","-0.49%"
"05/15/2025","8,509.67","8,579.20","8,614.25","8,481.14","2.74B","-0.97%"
"05/14/2025","8,593.07","8,468.92","8,593.07","8,449.07","3.25B","2.47%"
"05/13/2025","8,386.21","8,544.91","8,544.91","8,369.70","2.99B","-2.02%"
"05/12/2025","8,559.23","8,429.25","8,605.46","8,334.85","4.74B","3.01%"
"05/09/2025","8,308.83","8,320.17","8,337.48","8,248.41","2.26B","0.10%"
"05/08/2025","8,300.25","8,216.24","8,374.34","8,216.24","2.52B","0.70%"
"05/07/2025","8,242.25","8,444.82","8,456.08","8,242.25","3.18B","-0.23%"
"05/06/2025","8,261.61","8,222.49","8,296.04","8,165.28","2.88B","0.37%"
"05/02/2025","8,231.04","8,100.22","8,241.15","8,059.49","1.54B","1.92%"
"04/30/2025","8,076.26","8,051.34","8,080.19","7,951.22","4.51B","0.10%"
"04/29/2025","8,067.94","8,114.41","8,169.57","8,042.62","2.60B","-0.15%"
"04/28/2025","8,080.19","8,113.17","8,113.17","8,011.20","2.19B","0.00%"
"04/25/2025","8,080.54","8,117.98","8,180.79","8,057.88","2.50B","0.29%"
"04/24/2025","8,056.85","8,092.70","8,121.93","7,978.82","2.50B","-0.73%"
"04/23/2025","8,116.28","8,152.86","8,152.86","8,035.30","3.04B","2.08%"
"04/22/2025","7,950.79","7,866.10","7,963.99","7,810.28","3.43B","0.68%"
"04/17/2025","7,897.44","7,776.47","7,912.44","7,757.96","2.46B","1.52%"
"04/16/2025","7,779.01","7,911.81","7,922.53","7,717.27","3.01B","-2.55%"
"04/15/2025","7,982.88","8,031.40","8,031.40","7,914.07","2.55B","0.21%"
"04/14/2025","7,965.81","7,970.12","8,010.57","7,901.83","3.97B","2.11%"
"04/11/2025","7,801.51","7,638.24","7,886.16","7,600.59","4.49B","1.74%"
"04/10/2025","7,668.38","7,719.14","7,882.72","7,605.66","5.59B","1.76%"
"04/09/2025","7,535.68","7,198.03","7,610.90","7,100.61","7.56B","1.41%"
"04/08/2025","7,430.62","7,387.68","7,531.90","7,277.23","7.34B","2.31%"
"04/07/2025","7,262.72","7,656.84","7,805.66","7,214.90","11.03B","-13.75%"
"04/03/2025","8,420.14","8,312.46","8,471.26","8,312.46","3.57B","-1.31%"
"04/02/2025","8,531.51","8,516.04","8,604.56","8,450.54","3.05B","-0.07%"
"04/01/2025","8,537.34","8,561.06","8,648.81","8,506.73","3.46B","0.24%"
"03/31/2025","8,516.55","8,528.71","8,629.76","8,470.50","4.28B","-1.05%"
"03/28/2025","8,606.51","8,709.37","8,744.79","8,536.92","3.15B","-0.82%"
"03/27/2025","8,677.68","8,674.65","8,794.33","8,589.85","3.35B","0.27%"
"03/26/2025","8,654.26","8,643.08","8,707.82","8,603.29","2.72B","0.44%"
"03/25/2025","8,616.05","8,738.13","8,782.60","8,605.00","3.89B","-2.65%"
"03/24/2025","8,850.69","8,770.59","8,880.27","8,683.99","2.97B","1.24%"
"03/21/2025","8,742.44","8,911.13","8,965.93","8,706.07","4.04B","-2.32%"
"03/20/2025","8,950.18","9,158.29","9,158.29","8,934.79","3.39B","-2.33%"
"03/19/2025","9,163.67","9,141.21","9,211.13","9,100.15","3.03B","-0.15%"
"03/18/2025","9,177.80","9,130.36","9,177.84","9,051.06","3.26B","2.79%"
"03/17/2025","8,928.45","8,956.69","8,991.91","8,879.86","2.65B","0.57%"
"03/14/2025","8,877.99","8,737.57","8,937.06","8,667.47","3.65B","2.75%"
"03/13/2025","8,640.61","8,690.90","8,724.67","8,530.79","2.79B","-0.48%"
"03/12/2025","8,682.13","8,803.67","8,849.80","8,590.34","3.13B","-0.84%"
"03/11/2025","8,755.37","8,547.46","8,784.35","8,539.02","2.89B","0.35%"
"03/10/2025","8,725.01","8,873.70","8,934.24","8,661.08","3.00B","-2.12%"
"03/07/2025","8,914.03","8,875.14","9,083.51","8,838.07","4.18B","-0.27%"
"03/06/2025","8,938.09","8,802.64","8,956.49","8,795.66","4.16B","3.57%"
"03/05/2025","8,630.40","8,462.60","8,652.20","8,429.22","3.42B","3.14%"
"03/04/2025","8,367.47","8,262.57","8,419.42","8,209.09","3.55B","-0.62%"
"03/03/2025","8,419.69","8,480.76","8,587.14","8,359.83","3.71B","0.03%"
"02/28/2025","8,417.43","8,712.63","8,712.63","8,364.42","6.20B","-3.63%"
"02/27/2025","8,734.58","8,795.89","8,911.67","8,624.12","5.67B","-0.66%"
"02/26/2025","8,792.89","8,568.80","8,869.55","8,568.80","4.52B","3.46%"
"02/25/2025","8,499.19","8,379.82","8,595.56","8,379.82","3.96B","-1.39%"
"02/24/2025","8,618.88","8,670.53","8,766.12","8,560.59","4.44B","-0.55%"
"02/21/2025","8,666.72","8,526.51","8,666.72","8,449.17","5.10B","4.14%"
"02/20/2025","8,322.56","8,390.63","8,440.26","8,262.14","3.58B","-1.66%"
"02/19/2025","8,463.10","8,394.10","8,477.23","8,334.69","3.56B","-0.15%"
"02/18/2025","8,475.40","8,343.97","8,537.32","8,321.18","4.30B","1.82%"
"02/17/2025","8,323.67","8,376.13","8,468.64","8,207.35","5.05B","-0.09%"
"02/14/2025","8,331.40","8,083.00","8,331.40","8,083.00","4.66B","4.11%"
"02/13/2025","8,002.63","8,082.41","8,293.53","7,973.44","5.35B","-0.69%"
"02/12/2025","8,058.08","7,934.05","8,058.08","7,879.69","4.34B","2.75%"
"02/11/2025","7,842.72","7,990.65","7,997.81","7,837.21","3.15B","-1.31%"
"02/10/2025","7,946.81","7,816.61","7,954.49","7,814.58","3.39B","2.09%"
"02/07/2025","7,784.07","7,669.65","7,805.14","7,650.46","3.77B","1.22%"
"02/06/2025","7,690.35","7,566.61","7,690.35","7,533.99","2.68B","1.64%"
"02/05/2025","7,566.27","7,652.33","7,652.33","7,472.37","2.76B","-1.01%"
"02/04/2025","7,643.63","7,499.20","7,676.17","7,444.42","2.63B","3.51%"
"02/03/2025","7,384.11","7,313.88","7,384.38","7,195.39","1.91B","0.03%"
"01/28/2025","7,382.13","7,428.93","7,428.93","7,347.18","809.34M","-0.01%"
"01/27/2025","7,382.81","7,345.29","7,417.69","7,340.07","2.62B","0.97%"
"01/24/2025","7,312.16","7,202.83","7,342.33","7,174.22","3.02B","2.06%"
"01/23/2025","7,164.22","7,221.05","7,294.10","7,140.14","2.98B","-0.18%"
"01/22/2025","7,177.14","7,269.74","7,280.43","7,161.22","2.06B","-1.96%"
"01/21/2025","7,320.88","7,307.58","7,353.99","7,232.92","2.21B","1.18%"
"01/20/2025","7,235.71","7,196.25","7,295.82","7,180.40","2.55B","1.79%"
"01/17/2025","7,108.81","7,085.37","7,123.88","7,045.41","2.30B","0.14%"
"01/16/2025","7,098.76","7,076.38","7,146.95","7,018.73","2.48B","1.24%"
"01/15/2025","7,011.60","6,962.87","7,024.39","6,959.89","2.18B","0.35%"
"01/14/2025","6,987.36","6,847.65","7,028.13","6,847.65","2.66B","2.10%"
"01/13/2025","6,843.71","6,850.81","6,863.43","6,762.65","2.55B","-0.79%"
"01/10/2025","6,898.15","7,011.65","7,030.18","6,891.02","2.41B","-1.16%"
"01/09/2025","6,978.97","6,990.41","7,048.45","6,970.28","2.32B","-0.17%"
"01/08/2025","6,990.65","7,032.18","7,076.62","6,930.02","3.03B","-0.84%"
"01/07/2025","7,049.71","7,069.66","7,125.96","6,959.99","3.44B","-1.20%"
"01/06/2025","7,135.48","7,189.42","7,195.20","7,117.37","2.29B","-0.33%"
"01/03/2025","7,159.28","7,122.33","7,204.28","7,087.58","3.24B","0.97%"
"01/02/2025","7,090.56","7,226.70","7,226.70","7,066.52","3.91B","-2.73%"
"12/31/2024","7,289.89","7,266.62","7,336.59","7,266.62","1.68B","0.13%"
"12/30/2024","7,280.48","7,321.49","7,348.72","7,254.98","2.69B","-0.34%"
"12/27/2024","7,305.36","7,301.38","7,343.17","7,263.79","2.83B","0.02%"
"12/24/2024","7,303.92","7,225.69","7,332.49","7,221.07","2.22B","1.25%"
"12/23/2024","7,213.85","7,194.20","7,232.36","7,144.38","3.48B","0.98%"
"12/20/2024","7,143.88","7,134.41","7,201.95","7,123.79","3.16B","-0.12%"
"12/19/2024","7,152.13","7,091.28","7,186.68","7,083.11","2.16B","-0.40%"
"12/18/2024","7,180.79","7,180.49","7,215.53","7,160.51","2.18B","1.06%"
"12/17/2024","7,105.44","7,095.14","7,196.68","7,079.17","2.64B","-0.38%"
"12/16/2024","7,132.69","7,180.87","7,226.83","7,110.72","2.57B","-0.75%"
"12/13/2024","7,186.59","7,295.33","7,295.33","7,169.10","2.83B","-2.36%"
"12/12/2024","7,360.10","7,279.96","7,415.37","7,244.17","2.70B","1.53%"
"12/11/2024","7,249.38","7,343.75","7,382.74","7,228.36","2.09B","-0.78%"
"12/10/2024","7,306.16","7,615.07","7,615.07","7,304.33","4.11B","-0.74%"
"12/09/2024","7,360.67","7,087.96","7,372.35","7,074.41","3.46B","3.14%"
"12/06/2024","7,136.55","7,041.21","7,160.43","7,021.04","3.23B","1.75%"
"12/05/2024","7,014.13","7,026.81","7,054.05","6,981.57","1.89B","-1.00%"
"12/04/2024","7,085.00","7,073.45","7,122.67","7,028.85","2.44B","0.18%"
"12/03/2024","7,072.13","7,018.20","7,089.40","6,932.24","2.38B","0.90%"
"12/02/2024","7,009.05","6,947.57","7,053.57","6,927.56","2.19B","0.90%"
"11/29/2024","6,946.68","6,919.39","7,042.29","6,899.74","2.27B","0.32%"
"11/28/2024","6,924.51","7,016.38","7,016.38","6,906.47","2.08B","-1.46%"
"11/27/2024","7,027.40","6,858.62","7,052.30","6,802.46","2.21B","2.57%"
