TIMESTAMP,OGGY_OPEN_PRICE_USD,OGGY_HIGH_PRICE_USD,OGGY_LOW_PRICE_USD,OGGY_CLOSE_PRICE_USD,OGGY_VOLUME_USD,OGGY_DIVIDENDS_USD,OGGY_STOCK_SPLITS_USD
2023-04-07 00:00:00+00:00,,,,0.0,190692,0.0,0.0
2023-04-08 00:00:00+00:00,,,,0.0,49582,0.0,0.0
2023-04-09 00:00:00+00:00,,,,0.0,39181,0.0,0.0
2023-04-10 00:00:00+00:00,,,,0.0,126750,0.0,0.0
2023-04-11 00:00:00+00:00,,,,0.0,114295,0.0,0.0
2023-04-12 00:00:00+00:00,,,,0.0,70431,0.0,0.0
2023-04-13 00:00:00+00:00,,,,0.0,123499,0.0,0.0
2023-04-14 00:00:00+00:00,,,,0.0,187539,0.0,0.0
2023-04-15 00:00:00+00:00,,,,0.0,111531,0.0,0.0
2023-04-16 00:00:00+00:00,,,,0.0,105716,0.0,0.0
2023-04-17 00:00:00+00:00,,,,0.0,113677,0.0,0.0
2023-04-18 00:00:00+00:00,,,,0.0,114818,0.0,0.0
2023-04-19 00:00:00+00:00,,,,0.0,211492,0.0,0.0
2023-04-20 00:00:00+00:00,,,,0.0,161122,0.0,0.0
2023-04-21 00:00:00+00:00,,,,0.0,80417,0.0,0.0
2023-04-22 00:00:00+00:00,,,,0.0,86704,0.0,0.0
2023-04-23 00:00:00+00:00,,,,0.0,81450,0.0,0.0
2023-04-24 00:00:00+00:00,,,,0.0,113421,0.0,0.0
2023-04-25 00:00:00+00:00,,,,0.0,147617,0.0,0.0
2023-04-26 00:00:00+00:00,,,,0.0,184742,0.0,0.0
2023-04-27 00:00:00+00:00,,,,0.0,625366,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,763717,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,1271194,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,853144,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,616008,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,1350877,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,1210564,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,2452754,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,2236452,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,5040688,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,7396977,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,8639124,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,5111557,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,3317142,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,2769692,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,2122525,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,1643901,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,1244542,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,1474430,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,1953984,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,2095881,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,1549524,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1273270,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1606782,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,1101454,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,1121276,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,1639593,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,1006332,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,1170416,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,1009022,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,1044567,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,948214,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,1350344,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,1052366,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,986345,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1241949,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,1217700,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,850592,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,757282,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,920707,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,945950,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,786938,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,673340,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,556415,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,594446,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,588500,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,665576,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,682961,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,854581,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,726099,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,1126590,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,896387,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,2090522,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,1036887,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,1529283,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,1413634,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,644476,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,561205,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,640128,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,286241,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,481703,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,331036,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,310076,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,257731,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,432422,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,286790,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,228759,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,378211,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,293355,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,352112,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,362711,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,305074,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,242249,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,300201,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,243906,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,220766,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,332294,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,517213,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,415357,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,326418,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,360935,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,479235,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,366152,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,440042,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,338211,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,373672,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,379619,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,295882,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,350461,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,354746,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,309533,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,294896,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,298888,0.0,0.0
