,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.01171202767784416,0.10822212194299352,0.10421820471760755,0.05332126522713612,3460277.1438557906,1860.1820190120618,1791.3605416666667,0.05043463034542527,0.36976709111128747
1,0.0006174448892540053,0.024848438366505153,0.020336666769566372,0.010491316002022279,182422.62335041532,427.10961514629395,349.55874495967754,0.00991540464380566,0.9809305369187175
2,0.0016396382106803142,0.04049244634101914,0.03470591406455555,0.013352142713975593,484426.9635279018,696.0078760530672,596.5455241935485,0.01280078433690264,0.9529126621909942
3,0.022229527682650553,0.14909569974566855,0.14255966017430963,0.0569272625354265,6567632.237712339,2562.7392059498247,2450.3940572916667,0.0544934024242546,0.3112024184909239
4,0.00627011231389088,0.07918404077774056,0.07542319799867321,0.023607540958194964,1852479.445235349,1361.0582078792036,1296.4146975806448,0.02280605973940444,0.9250574511607182
5,0.014223740432462785,0.11926332392006683,0.1147306231027712,0.04093997990739787,6388673.786554204,2527.582597375248,2431.519770833334,0.03965752041483884,0.5049657294741583
6,0.00045665780922925193,0.02136955332311024,0.01784681790416595,0.014351909307397222,682825.3848238017,826.3324904805581,690.1128175403223,0.013800479494915353,0.9039052975343823
7,0.012101004677364198,0.1100045666205008,0.10849863462035453,0.10860089880152556,18094263.234860707,4253.7352097727835,4195.502741935484,0.10343692645225064,-0.5515942851055624
8,0.004417980425716884,0.06646789018553909,0.06243350426201794,0.09077053324555122,13605769.928181311,3688.599995686888,3464.7138113839287,0.08642046223442049,-1.1792986152327845
9,0.0016941372114262262,0.04115989809786008,0.03677129930272325,0.05607696580361675,5952252.292757261,2439.7238148522592,2179.592767137097,0.05343431499638687,0.28885417167198
10,0.002998782921031189,0.05476114426334779,0.0535413753542175,0.0844320454105651,11401562.639191614,3376.620002190299,3301.407984374999,0.08047958048144052,-0.8233847856520189
11,0.0036191526628169134,0.060159393803602385,0.05822368042749943,0.1222742335271696,13760249.520133493,3709.4810311057654,3590.12324344758,0.11472659750234301,-0.21066316879210323
Mean,0.006831683909530612,0.07291904311566284,0.06910746489153853,0.056262174453331565,6869402.933348683,2310.764338792021,2194.770558528746,0.05353384692219903,0.2060545419808911
