,nMSE,nRMSE,nMAE,nMAPE,MSE,RMSE,MAE,MAPE,R2
0,0.0010568621729123578,0.03250941668059207,0.02657506603754207,0.1816110117699324,35619.149975161046,188.73036315113964,154.27905585939405,0.28722953433787846,0.9799669605522214
1,0.003215310633108969,0.05670370916535328,0.0442590849747946,0.4528745331472989,108364.79749447049,329.18808832409246,256.94198587493514,0.32769449927517924,0.9576364092516454
2,0.003267871114073119,0.057165296413760676,0.0507640544547877,0.061479279934617374,110136.2647973186,331.8678423669859,294.70604225413996,0.13926018210763122,0.8236848579403844
3,0.016408234735443693,0.12809463195405066,0.0979181202707735,0.2983173232182015,553002.530028577,743.6413988130146,568.454492533928,0.23584957305599194,0.954150099379251
4,0.0013736959023528872,0.03706340381498827,0.03022677401154373,0.07038798979299528,46297.31109796168,215.1680996290149,175.4786814837726,0.07734043535254705,0.9945855567920391
5,0.001642409013277186,0.04052664571954094,0.034400695464905345,0.04427964339227824,68272.47587019498,261.29002252323943,221.79379246037175,0.23224115445799237,0.9743468495722403
6,0.002367703073470927,0.04865904924544793,0.04049172366571698,3.625046465215964,176652.16673890626,420.3000912906233,349.7535437800563,0.21000593697185238,0.9569163337030735
7,0.0017402261750807497,0.041716018207407446,0.03624289917603699,0.10652868522251042,247813.031910551,497.80822804625376,432.4960567238687,1.0138150047898644,0.9040904358442464
8,0.003649626829175847,0.060412141405315596,0.0484863028581896,0.0870500800077109,519716.98199456837,720.9139907052494,578.5998178561042,0.843937420631519,0.7697824605181147
9,0.002523382613833731,0.05023328193373126,0.042752611327149345,0.07982338343662455,359336.6914596643,599.4469880311889,510.17816914686836,0.49598479077619273,0.9238286441518895
10,0.0014290050848671358,0.037802183599193524,0.028747070883320087,0.044889115454011023,203494.26596343,451.1033872222974,343.0463544173699,0.43836750898709115,0.829161005007188
11,0.0021505250553289943,0.04637375394907117,0.03525276117815682,0.0968929928985953,344034.04081569915,586.5441507812512,445.883690646699,0.7493969288203438,0.8224584085777549
Mean,0.0034020710335771333,0.05310496100737106,0.04300976369190973,0.429098375290895,231061.64234554194,445.5002209070292,360.96764025312564,0.4209269141303403,0.9075506684408374
