TIMESTAMP,CAT30136_OPEN_PRICE_USD,CAT30136_HIGH_PRICE_USD,CAT30136_LOW_PRICE_USD,CAT30136_CLOSE_PRICE_USD,CAT30136_VOLUME_USD,CAT30136_DIVIDENDS_USD,CAT30136_STOCK_SPLITS_USD
2024-03-26 00:00:00+00:00,,,,0.0,721034,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,626623,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,255966,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,86203,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,43709,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,14811,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,18469,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,20082,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,6114,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,3669,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,12290,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,4662,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,5155,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,3793,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,2825,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,2358,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,1077,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,1513,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,1219,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,475,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,487,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,416,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,203,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,192,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,190,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,131,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,301,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,607,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,285,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,233,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,72,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,235,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,198,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,550,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,1319,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,445,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,151,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,194,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,94,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,84,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,547,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,1060,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,1418,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,290,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,1450,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,215,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,300,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,1332,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,699,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,95,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,117,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,119,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,329,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,1150,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,10,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,130,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,9,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,142,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,46,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,209,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,89,0.0,0.0
