TIMESTAMP,PLPA_OPEN_PRICE_USD,PLPA_HIGH_PRICE_USD,PLPA_LOW_PRICE_USD,PLPA_CLOSE_PRICE_USD,PLPA_VOLUME_USD,PLPA_DIVIDENDS_USD,PLPA_STOCK_SPLITS_USD
2024-12-07 00:00:00+00:00,0.03560800105333328,0.03621499985456467,0.03514600172638893,0.035937000066041946,1700491,0.0,0.0
2024-12-08 00:00:00+00:00,0.036058999598026276,0.036414001137018204,0.034866999834775925,0.03638700023293495,1578936,0.0,0.0
2024-12-09 00:00:00+00:00,0.03638700023293495,0.03643700107932091,0.0345349982380867,0.036336999386548996,5694685,0.0,0.0
2024-12-10 00:00:00+00:00,0.036336999386548996,0.03669000044465065,0.03532399982213974,0.03628600016236305,5792050,0.0,0.0
2024-12-11 00:00:00+00:00,0.03628600016236305,0.03665100038051605,0.03568100184202194,0.03606100007891655,2690913,0.0,0.0
2024-12-12 00:00:00+00:00,0.03606100007891655,0.036403000354766846,0.03505299985408783,0.03530900180339813,3688133,0.0,0.0
2024-12-13 00:00:00+00:00,0.03530900180339813,0.03624400123953819,0.0353039987385273,0.03622400015592575,2426815,0.0,0.0
2024-12-14 00:00:00+00:00,0.03622400015592575,0.03623399883508682,0.03549100086092949,0.03589100018143654,1712206,0.0,0.0
2024-12-15 00:00:00+00:00,0.03589100018143654,0.03686600178480148,0.03568999841809273,0.036056999117136,1571231,0.0,0.0
2024-12-16 00:00:00+00:00,0.036056999117136,0.036600999534130096,0.03519099950790405,0.03569899871945381,4136370,0.0,0.0
2024-12-17 00:00:00+00:00,0.03569899871945381,0.03647400066256523,0.0353580005466938,0.03616400063037872,2910409,0.0,0.0
2024-12-18 00:00:00+00:00,0.03616400063037872,0.03677299991250038,0.03510399907827377,0.03583899885416031,4473853,0.0,0.0
2024-12-19 00:00:00+00:00,0.03583899885416031,0.03645600005984306,0.034832000732421875,0.03613299876451492,6799671,0.0,0.0
2024-12-20 00:00:00+00:00,0.03613299876451492,0.03646999970078468,0.034511998295784,0.0363599993288517,8320740,0.0,0.0
2024-12-21 00:00:00+00:00,0.0363599993288517,0.036479998379945755,0.034967999905347824,0.03575199842453003,2945975,0.0,0.0
2024-12-22 00:00:00+00:00,0.03575199842453003,0.03591199964284897,0.03495100140571594,0.03545499965548515,2329542,0.0,0.0
2024-12-23 00:00:00+00:00,0.03545499965548515,0.03640900179743767,0.034825000911951065,0.03602299839258194,3148934,0.0,0.0
2024-12-24 00:00:00+00:00,0.03602299839258194,0.03642300143837929,0.035443998873233795,0.03620800003409386,2029901,0.0,0.0
2024-12-25 00:00:00+00:00,0.03620800003409386,0.0364530012011528,0.035624001175165176,0.035969000309705734,1067568,0.0,0.0
2024-12-26 00:00:00+00:00,0.035969000309705734,0.03647400066256523,0.035805001854896545,0.03590900078415871,35,0.0,0.0
2024-12-27 00:00:00+00:00,0.03590900078415871,0.03593499958515167,0.03587000072002411,0.03590000048279762,16,0.0,0.0
2024-12-28 00:00:00+00:00,0.03590000048279762,0.03642499819397926,0.035631999373435974,0.036302998661994934,402143,0.0,0.0
2024-12-29 00:00:00+00:00,0.036302998661994934,0.036302998661994934,0.03473300114274025,0.035280998796224594,967232,0.0,0.0
2024-12-30 00:00:00+00:00,0.035280998796224594,0.03638400137424469,0.03363899886608124,0.03540299832820892,2552267,0.0,0.0
2024-12-31 00:00:00+00:00,0.03540299832820892,0.03633600100874901,0.03438900038599968,0.034570999443531036,1985249,0.0,0.0
2025-01-01 00:00:00+00:00,0.034570999443531036,0.036416999995708466,0.034286998212337494,0.036021001636981964,1199403,0.0,0.0
2025-01-02 00:00:00+00:00,0.036021001636981964,0.036410000175237656,0.0354980006814003,0.035656001418828964,2257075,0.0,0.0
2025-01-03 00:00:00+00:00,0.035656001418828964,0.03642699867486954,0.03526199981570244,0.035764001309871674,2099196,0.0,0.0
2025-01-04 00:00:00+00:00,0.035764001309871674,0.03619299829006195,0.035227999091148376,0.03583100065588951,1518994,0.0,0.0
2025-01-05 00:00:00+00:00,0.03583100065588951,0.03641200065612793,0.0351330004632473,0.036056000739336014,984454,0.0,0.0
2025-01-06 00:00:00+00:00,0.036056000739336014,0.03647699952125549,0.035606998950242996,0.03602200001478195,2169491,0.0,0.0
2025-01-07 00:00:00+00:00,0.036125000566244125,0.03639800101518631,0.03474000096321106,0.03554400056600571,3255526,0.0,0.0
