TIMESTAMP,FXB_OPEN_PRICE_USD,FXB_HIGH_PRICE_USD,FXB_LOW_PRICE_USD,FXB_CLOSE_PRICE_USD,FXB_VOLUME_USD,FXB_DIVIDENDS_USD,FXB_STOCK_SPLITS_USD
2024-02-26 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.2999999853491317e-05,1.4999999621068127e-05,20639,0.0,0.0
2024-02-27 00:00:00+00:00,1.4999999621068127e-05,1.8999999156221747e-05,1.4999999621068127e-05,1.5999999959603883e-05,5192,0.0,0.0
2024-02-28 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.5999999959603883e-05,1.700000029813964e-05,3550,0.0,0.0
2024-02-29 00:00:00+00:00,1.700000029813964e-05,1.8999999156221747e-05,1.700000029813964e-05,1.700000029813964e-05,3370,0.0,0.0
2024-03-01 00:00:00+00:00,1.700000029813964e-05,2.099999983329326e-05,1.5999999959603883e-05,2.099999983329326e-05,2969,0.0,0.0
2024-03-02 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.8999999156221747e-05,1621,0.0,0.0
2024-03-03 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8000000636675395e-05,2.2000000171829015e-05,6270,0.0,0.0
2024-03-04 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.8999999156221747e-05,2.099999983329326e-05,1500,0.0,0.0
2024-03-05 00:00:00+00:00,2.099999983329326e-05,2.2000000171829015e-05,1.8999999156221747e-05,1.8999999156221747e-05,3385,0.0,0.0
2024-03-06 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8999999156221747e-05,2.2000000171829015e-05,4096,0.0,0.0
2024-03-07 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.9999999494757503e-05,2.300000051036477e-05,3940,0.0,0.0
2024-03-08 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,287,0.0,0.0
2024-03-09 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,2.300000051036477e-05,2.499999936844688e-05,7436,0.0,0.0
2024-03-10 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.099999983329326e-05,2.5999999706982635e-05,5427,0.0,0.0
2024-03-11 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.2000000171829015e-05,2.4000000848900527e-05,2248,0.0,0.0
2024-03-12 00:00:00+00:00,2.4000000848900527e-05,2.700000004551839e-05,2.4000000848900527e-05,2.499999936844688e-05,1288,0.0,0.0
2024-03-13 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.5999999706982635e-05,97549,0.0,0.0
2024-03-14 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.700000004551839e-05,60951,0.0,0.0
2024-03-15 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,67763,0.0,0.0
2024-03-16 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.4000000848900527e-05,93253,0.0,0.0
2024-03-17 00:00:00+00:00,2.4000000848900527e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.499999936844688e-05,114523,0.0,0.0
2024-03-18 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.499999936844688e-05,2.499999936844688e-05,112731,0.0,0.0
2024-03-19 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.300000051036477e-05,2.300000051036477e-05,113285,0.0,0.0
2024-03-20 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.300000051036477e-05,2.499999936844688e-05,112223,0.0,0.0
2024-03-21 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.4000000848900527e-05,2.4000000848900527e-05,114577,0.0,0.0
2024-03-22 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,107838,0.0,0.0
2024-03-23 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.300000051036477e-05,2.4000000848900527e-05,108413,0.0,0.0
2024-03-24 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.499999936844688e-05,113643,0.0,0.0
2024-03-25 00:00:00+00:00,2.499999936844688e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,119186,0.0,0.0
2024-03-26 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,118332,0.0,0.0
2024-03-27 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,119285,0.0,0.0
2024-03-28 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,118848,0.0,0.0
2024-03-29 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,118356,0.0,0.0
2024-03-30 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,2.5999999706982635e-05,119655,0.0,0.0
2024-03-31 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,119330,0.0,0.0
2024-04-01 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.499999936844688e-05,2.5999999706982635e-05,117669,0.0,0.0
