TIMESTAMP,PBTC_OPEN_PRICE_USD,PBTC_HIGH_PRICE_USD,PBTC_LOW_PRICE_USD,PBTC_CLOSE_PRICE_USD,PBTC_VOLUME_USD,PBTC_DIVIDENDS_USD,PBTC_STOCK_SPLITS_USD
2020-04-12 00:00:00+00:00,7544.92333984375,7600.64013671875,7025.26025390625,7025.26025390625,1899,0.0,0.0
2020-04-13 00:00:00+00:00,7044.46728515625,7730.11767578125,6735.70849609375,7454.50537109375,2536,0.0,0.0
2020-04-14 00:00:00+00:00,7454.50537109375,8459.28515625,7100.638671875,7259.46240234375,4383,0.0,0.0
2020-04-15 00:00:00+00:00,7262.861328125,7301.28759765625,6538.5126953125,6545.1337890625,2065,0.0,0.0
2020-04-16 00:00:00+00:00,6662.0791015625,14882.7607421875,6532.76123046875,14730.3310546875,354,0.0,0.0
2020-04-17 00:00:00+00:00,14741.5419921875,23319.541015625,7001.37939453125,7061.916015625,795,0.0,0.0
2020-04-18 00:00:00+00:00,7061.916015625,7560.728515625,7061.916015625,7355.2587890625,362,0.0,0.0
2020-04-19 00:00:00+00:00,7356.1025390625,7400.978515625,7024.8935546875,7076.44140625,116,0.0,0.0
2020-04-20 00:00:00+00:00,7079.166015625,7258.0673828125,6758.32958984375,6832.53759765625,122,0.0,0.0
2020-04-21 00:00:00+00:00,6827.16943359375,7025.634765625,6770.63330078125,6908.02392578125,4951,0.0,0.0
2020-04-22 00:00:00+00:00,6908.52099609375,7326.390625,6872.45068359375,7173.1982421875,138,0.0,0.0
2020-04-23 00:00:00+00:00,7173.95166015625,7407.044921875,6997.8310546875,7246.74365234375,191,0.0,0.0
2020-04-24 00:00:00+00:00,7251.97412109375,7642.75830078125,7251.97412109375,7530.7001953125,1755,0.0,0.0
2020-04-25 00:00:00+00:00,7528.34423828125,7764.1513671875,7496.64697265625,7656.8955078125,347,0.0,0.0
2020-04-26 00:00:00+00:00,7652.8408203125,7751.7119140625,7520.169921875,7740.78662109375,2298,0.0,0.0
2020-04-27 00:00:00+00:00,7737.076171875,7825.5361328125,7597.90869140625,7806.2490234375,24484,0.0,0.0
2020-04-28 00:00:00+00:00,7806.837890625,7827.326171875,7686.5830078125,7787.7958984375,3948,0.0,0.0
2020-04-29 00:00:00+00:00,7783.724609375,8699.3017578125,7772.69091796875,8639.31640625,1186,0.0,0.0
2020-04-30 00:00:00+00:00,8642.892578125,9262.1708984375,8569.873046875,8715.0302734375,10246,0.0,0.0
2020-05-01 00:00:00+00:00,8715.0302734375,8993.5732421875,8710.0810546875,8834.9921875,2296,0.0,0.0
2020-05-02 00:00:00+00:00,8841.591796875,9101.970703125,8786.4453125,9022.1435546875,11840,0.0,0.0
2020-05-03 00:00:00+00:00,9019.8916015625,9242.3212890625,8794.6484375,9033.1435546875,2890,0.0,0.0
2020-05-04 00:00:00+00:00,9030.9990234375,9116.873046875,8610.8330078125,9049.5283203125,2646,0.0,0.0
2020-05-05 00:00:00+00:00,9044.5986328125,9199.3251953125,8769.23828125,9072.34765625,12395,0.0,0.0
2020-05-06 00:00:00+00:00,9078.330078125,9455.98828125,8998.24609375,9211.3701171875,479,0.0,0.0
2020-05-07 00:00:00+00:00,9211.3701171875,10021.1923828125,9119.9521484375,9942.55078125,13590,0.0,0.0
2020-05-08 00:00:00+00:00,9942.55078125,10164.044921875,9779.8408203125,9991.8515625,5566,0.0,0.0
2020-05-09 00:00:00+00:00,9987.353515625,10068.87890625,9594.384765625,9703.0712890625,1778,0.0,0.0
2020-05-10 00:00:00+00:00,9704.7216796875,9705.845703125,8364.8896484375,8782.6865234375,1297,0.0,0.0
2020-05-11 00:00:00+00:00,8775.0625,9017.1318359375,8524.279296875,8621.65625,10731,0.0,0.0
2020-05-12 00:00:00+00:00,8626.6328125,8902.529296875,8605.0888671875,8875.5634765625,808,0.0,0.0
2020-05-13 00:00:00+00:00,8877.150390625,9200.802734375,8808.4609375,9154.6005859375,9423,0.0,0.0
2020-05-14 00:00:00+00:00,9154.6005859375,9889.0302734375,9138.01171875,9835.4140625,601,0.0,0.0
2020-05-15 00:00:00+00:00,9831.0126953125,9862.392578125,9219.0908203125,9415.9384765625,7971,0.0,0.0
2020-05-16 00:00:00+00:00,9415.7275390625,9639.8779296875,9286.130859375,9429.630859375,1293,0.0,0.0
2020-05-17 00:00:00+00:00,9428.486328125,9870.12890625,9404.3173828125,9725.1220703125,2300,0.0,0.0
2020-05-18 00:00:00+00:00,9726.2138671875,10135.625,9523.3759765625,9812.763671875,2616,0.0,0.0
2020-05-19 00:00:00+00:00,9818.6240234375,9818.6240234375,9500.15625,9673.7509765625,1412,0.0,0.0
