TIMESTAMP,SHORK_OPEN_PRICE_USD,SHORK_HIGH_PRICE_USD,SHORK_LOW_PRICE_USD,SHORK_CLOSE_PRICE_USD,SHORK_VOLUME_USD,SHORK_DIVIDENDS_USD,SHORK_STOCK_SPLITS_USD
2024-04-16 00:00:00+00:00,0.00748400017619133,0.0082590002566576,0.0053610000759363174,0.0059710000641644,1458093,0.0,0.0
2024-04-17 00:00:00+00:00,0.006386999972164631,0.007513999938964844,0.00494900019839406,0.005204999819397926,849907,0.0,0.0
2024-04-18 00:00:00+00:00,0.005251999944448471,0.005369999911636114,0.0023070001043379307,0.0042860000394284725,1276636,0.0,0.0
2024-04-19 00:00:00+00:00,0.0035470000002533197,0.003625999903306365,0.0025820001028478146,0.0027830000035464764,458053,0.0,0.0
2024-04-20 00:00:00+00:00,0.0027779999654740095,0.0032709999941289425,0.0023719999007880688,0.002652999944984913,281869,0.0,0.0
2024-04-21 00:00:00+00:00,0.0025859999004751444,0.003599999938160181,0.002073999959975481,0.002515000058338046,438270,0.0,0.0
2024-04-22 00:00:00+00:00,0.002400999888777733,0.0024029999040067196,0.0015650000423192978,0.002125999890267849,321201,0.0,0.0
2024-04-23 00:00:00+00:00,0.002125999890267849,0.0021879998967051506,0.0015650000423192978,0.001879999996162951,205178,0.0,0.0
2024-04-24 00:00:00+00:00,0.0018520000157877803,0.0021899999119341373,0.001307999948039651,0.0014459999511018395,195546,0.0,0.0
2024-04-25 00:00:00+00:00,0.001484000007621944,0.0026759998872876167,0.001462999964132905,0.0025190000887960196,294778,0.0,0.0
2024-04-26 00:00:00+00:00,0.0025190000887960196,0.0027920000720769167,0.0018360000103712082,0.0018500000005587935,212832,0.0,0.0
2024-04-27 00:00:00+00:00,0.0019369999645277858,0.0021810000762343407,0.0016949999844655395,0.0021460000425577164,179096,0.0,0.0
2024-04-28 00:00:00+00:00,0.0021460000425577164,0.0022589999716728926,0.001769999973475933,0.0017709999810904264,101520,0.0,0.0
2024-04-29 00:00:00+00:00,0.0017709999810904264,0.0017800000496208668,0.0013859999598935246,0.0014600000577047467,74403,0.0,0.0
2024-04-30 00:00:00+00:00,0.0014489999739453197,0.001567999948747456,0.0010939999483525753,0.0011449999874457717,55698,0.0,0.0
2024-05-01 00:00:00+00:00,0.0011449999874457717,0.001382000045850873,0.0010779999429360032,0.0013810000382363796,31754,0.0,0.0
2024-05-02 00:00:00+00:00,0.0013810000382363796,0.0015369999455288053,0.0011889999732375145,0.00145800004247576,64358,0.0,0.0
2024-05-03 00:00:00+00:00,0.0013849999522790313,0.0014260000316426158,0.0011520000407472253,0.0012120000319555402,71061,0.0,0.0
2024-05-04 00:00:00+00:00,0.001272000023163855,0.0014949999749660492,0.0012710000155493617,0.0013010000111535192,55024,0.0,0.0
2024-05-05 00:00:00+00:00,0.0013539999490603805,0.0016420000465586782,0.001231999951414764,0.001297999988310039,75311,0.0,0.0
2024-05-06 00:00:00+00:00,0.0013089999556541443,0.005636999849230051,0.0013089999556541443,0.0030539999715983868,1779984,0.0,0.0
2024-05-07 00:00:00+00:00,0.0030539999715983868,0.0032770000398159027,0.0024190000258386135,0.0024530000519007444,255534,0.0,0.0
2024-05-08 00:00:00+00:00,0.001930000027641654,0.002382999984547496,0.001820000004954636,0.001863999990746379,119610,0.0,0.0
2024-05-09 00:00:00+00:00,0.001863999990746379,0.0018840000266209245,0.0013920000055804849,0.0016169999726116657,110362,0.0,0.0
2024-05-10 00:00:00+00:00,0.0016169999726116657,0.001728000002913177,0.0014049999881535769,0.0015089999651536345,52422,0.0,0.0
2024-05-11 00:00:00+00:00,0.001505000051110983,0.001521000056527555,0.0013729999773204327,0.0015020000282675028,68135,0.0,0.0
2024-05-12 00:00:00+00:00,0.00204299995675683,0.002463999902829528,0.001567999948747456,0.001597000053152442,221856,0.0,0.0
2024-05-13 00:00:00+00:00,0.001598999951966107,0.0017269999952986836,0.0012450000504031777,0.0013249999610707164,128229,0.0,0.0
