TIMESTAMP,SPACEPI28304_OPEN_PRICE_USD,SPACEPI28304_HIGH_PRICE_USD,SPACEPI28304_LOW_PRICE_USD,SPACEPI28304_CLOSE_PRICE_USD,SPACEPI28304_VOLUME_USD,SPACEPI28304_DIVIDENDS_USD,SPACEPI28304_STOCK_SPLITS_USD
2023-10-27 00:00:00+00:00,,,,0.0,201219,0.0,0.0
2023-10-28 00:00:00+00:00,,,,0.0,99811,0.0,0.0
2023-10-29 00:00:00+00:00,,,,0.0,245483,0.0,0.0
2023-10-30 00:00:00+00:00,,,,0.0,77288,0.0,0.0
2023-10-31 00:00:00+00:00,,,,0.0,382480,0.0,0.0
2023-11-01 00:00:00+00:00,,,,0.0,105205,0.0,0.0
2023-11-02 00:00:00+00:00,,,,0.0,43943,0.0,0.0
2023-11-03 00:00:00+00:00,,,,0.0,45567,0.0,0.0
2023-11-04 00:00:00+00:00,,,,0.0,34909,0.0,0.0
2023-11-05 00:00:00+00:00,,,,0.0,70555,0.0,0.0
2023-11-06 00:00:00+00:00,,,,0.0,150079,0.0,0.0
2023-11-07 00:00:00+00:00,,,,0.0,92292,0.0,0.0
2023-11-08 00:00:00+00:00,,,,0.0,59567,0.0,0.0
2023-11-09 00:00:00+00:00,,,,0.0,54497,0.0,0.0
2023-11-10 00:00:00+00:00,,,,0.0,81969,0.0,0.0
2023-11-11 00:00:00+00:00,,,,0.0,33667,0.0,0.0
2023-11-12 00:00:00+00:00,,,,0.0,24824,0.0,0.0
2023-11-13 00:00:00+00:00,,,,0.0,96071,0.0,0.0
2023-11-14 00:00:00+00:00,,,,0.0,24246,0.0,0.0
2023-11-15 00:00:00+00:00,,,,0.0,50615,0.0,0.0
2023-11-16 00:00:00+00:00,,,,0.0,166982,0.0,0.0
2023-11-17 00:00:00+00:00,,,,0.0,96945,0.0,0.0
2023-11-18 00:00:00+00:00,,,,0.0,16570,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,23095,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,23940,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,59701,0.0,0.0
2023-11-22 00:00:00+00:00,,,,0.0,41496,0.0,0.0
2023-11-23 00:00:00+00:00,,,,0.0,25416,0.0,0.0
2023-11-24 00:00:00+00:00,,,,0.0,56052,0.0,0.0
2023-11-25 00:00:00+00:00,,,,0.0,11103,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,216242,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,71212,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,48949,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,55835,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,17168,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,3954,0.0,0.0
2023-12-02 00:00:00+00:00,,,,0.0,26474,0.0,0.0
2023-12-03 00:00:00+00:00,,,,0.0,33692,0.0,0.0
2023-12-04 00:00:00+00:00,,,,0.0,10977,0.0,0.0
2023-12-05 00:00:00+00:00,,,,0.0,33074,0.0,0.0
2023-12-06 00:00:00+00:00,,,,0.0,7831,0.0,0.0
2023-12-07 00:00:00+00:00,,,,0.0,3620,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,14744,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,40159,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,14459,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,33387,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,31740,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,29140,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,38846,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,19375,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,42908,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,40354,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,25074,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,68956,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,17841,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,38426,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,21905,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,25760,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,16231,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,26559,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,41157,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,27424,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,59155,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,67377,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,39373,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,40393,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,26483,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,60266,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,88991,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,227467,0.0,0.0
2024-01-05 00:00:00+00:00,,,,0.0,47482,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,133673,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,140543,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,118905,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,48854,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,153089,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,145030,0.0,0.0
