TIMESTAMP,COT19621_OPEN_PRICE_USD,COT19621_HIGH_PRICE_USD,COT19621_LOW_PRICE_USD,COT19621_CLOSE_PRICE_USD,COT19621_VOLUME_USD,COT19621_DIVIDENDS_USD,COT19621_STOCK_SPLITS_USD
2022-04-20 00:00:00+00:00,0.19531600177288055,0.19546900689601898,0.1871740072965622,0.19252699613571167,122069,0.0,0.0
2022-04-21 00:00:00+00:00,0.19260099530220032,0.19471700489521027,0.18418200314044952,0.1869630068540573,72932,0.0,0.0
2022-04-22 00:00:00+00:00,0.1869640052318573,0.19120199978351593,0.18664699792861938,0.18755599856376648,63387,0.0,0.0
2022-04-23 00:00:00+00:00,0.18755599856376648,0.1890760064125061,0.18360699713230133,0.18584699928760529,44120,0.0,0.0
2022-04-24 00:00:00+00:00,0.1858460009098053,0.1874459981918335,0.18059200048446655,0.18537099659442902,57526,0.0,0.0
2022-04-25 00:00:00+00:00,0.18536999821662903,0.1927260011434555,0.17908300459384918,0.19210399687290192,115555,0.0,0.0
2022-04-26 00:00:00+00:00,0.19210200011730194,0.19267499446868896,0.1688919961452484,0.16978299617767334,101314,0.0,0.0
2022-04-27 00:00:00+00:00,0.16978199779987335,0.17609499394893646,0.16833500564098358,0.1739490032196045,49532,0.0,0.0
2022-04-28 00:00:00+00:00,0.17395000159740448,0.18132199347019196,0.16087499260902405,0.16741099953651428,152176,0.0,0.0
2022-04-29 00:00:00+00:00,0.1674100011587143,0.1688700020313263,0.1414249986410141,0.15013399720191956,304914,0.0,0.0
2022-04-30 00:00:00+00:00,0.15013399720191956,0.15138599276542664,0.13513700664043427,0.1370140016078949,112051,0.0,0.0
2022-05-01 00:00:00+00:00,0.13701499998569489,0.14014600217342377,0.13097000122070312,0.1342419981956482,38800,0.0,0.0
2022-05-02 00:00:00+00:00,0.1342419981956482,0.18151000142097473,0.1262030005455017,0.14717300236225128,301054,0.0,0.0
2022-05-03 00:00:00+00:00,0.14717300236225128,0.1699569970369339,0.14131499826908112,0.15229499340057373,71838,0.0,0.0
2022-05-04 00:00:00+00:00,0.15229499340057373,0.19164800643920898,0.15211699903011322,0.1553100049495697,143201,0.0,0.0
2022-05-05 00:00:00+00:00,0.1553100049495697,0.16440699994564056,0.15227900445461273,0.1543319970369339,39167,0.0,0.0
2022-05-06 00:00:00+00:00,0.1543329954147339,0.16494199633598328,0.14953599870204926,0.15546000003814697,80816,0.0,0.0
2022-05-07 00:00:00+00:00,0.15546000003814697,0.1726129949092865,0.14746199548244476,0.15407100319862366,159643,0.0,0.0
2022-05-08 00:00:00+00:00,0.15407100319862366,0.16630299389362335,0.14236800372600555,0.15102699398994446,200317,0.0,0.0
2022-05-09 00:00:00+00:00,0.15102699398994446,0.20071999728679657,0.10178200155496597,0.12454500049352646,2612326,0.0,0.0
2022-05-10 00:00:00+00:00,0.12454599887132645,0.1494089961051941,0.12235700339078903,0.135235995054245,621386,0.0,0.0
2022-05-11 00:00:00+00:00,0.135235995054245,0.1422239989042282,0.09174799919128418,0.1012130007147789,248614,0.0,0.0
2022-05-12 00:00:00+00:00,0.10121399909257889,0.1016559973359108,0.06746599823236465,0.07990200072526932,226869,0.0,0.0
2022-05-13 00:00:00+00:00,0.07989700138568878,0.09408500045537949,0.0755079984664917,0.08213599771261215,131894,0.0,0.0
2022-05-14 00:00:00+00:00,0.08213499933481216,0.08458700031042099,0.07138200104236603,0.07830200344324112,91757,0.0,0.0
2022-05-15 00:00:00+00:00,0.07830200344324112,0.08118599653244019,0.07429400086402893,0.07950200140476227,34802,0.0,0.0
2022-05-16 00:00:00+00:00,0.07950299978256226,0.08018399775028229,0.07460000365972519,0.07844000309705734,30376,0.0,0.0
2022-05-17 00:00:00+00:00,0.07844000309705734,0.08199699968099594,0.07568500190973282,0.08052299916744232,53240,0.0,0.0
2022-05-18 00:00:00+00:00,0.08052200078964233,0.08453799784183502,0.07526899874210358,0.0763539969921112,48810,0.0,0.0
2022-05-19 00:00:00+00:00,0.07635299861431122,0.07948599755764008,0.07134400308132172,0.07399299740791321,60257,0.0,0.0
2022-05-20 00:00:00+00:00,0.07399199903011322,0.07596100121736526,0.0707779973745346,0.07219800353050232,80263,0.0,0.0
2022-05-21 00:00:00+00:00,0.07220199704170227,0.07258900254964828,0.06543300300836563,0.06744600087404251,55182,0.0,0.0
2022-05-22 00:00:00+00:00,0.06744500249624252,0.07002799957990646,0.05781099945306778,0.06547799706459045,50204,0.0,0.0
