TIMESTAMP,AR_OPEN_PRICE_USD,AR_HIGH_PRICE_USD,AR_LOW_PRICE_USD,AR_CLOSE_PRICE_USD
2022-01-29,31.5363,35.7507,31.5363,35.3706
2022-01-30,35.3006,37.8414,33.8001,35.3741
2022-01-31,35.3842,41.3407,34.2371,38.9695
2022-02-01,39.0295,41.8209,37.7889,41.1847
2022-02-02,41.2806,41.7851,34.998,35.3718
2022-02-03,35.3918,35.7314,33.3967,34.7574
2022-02-04,34.7174,39.4076,34.3737,39.0712
2022-02-05,39.0712,41.2889,38.4669,38.7632
2022-02-06,38.7632,40.024,36.3181,36.6883
2022-02-07,36.6783,42.5983,36.5556,41.0187
2022-02-08,41.0087,41.419,35.3818,36.9832
2022-02-09,36.9332,41.0269,35.4884,40.6706
2022-02-10,40.6006,41.5373,35.7321,36.5956
2022-02-11,36.692,36.8658,31.7495,31.8727
2022-02-12,31.9096,34.3806,31.6995,33.27
2022-02-13,33.31,34.1605,31.3388,32.4094
2022-02-14,32.3794,32.7496,30.4752,32.4662
2022-02-15,32.4094,35.011,32.076,34.6608
2022-02-16,34.6808,35.6614,33.2766,33.8669
2022-02-17,33.8869,34.3506,29.978,30.4313
2022-02-18,30.4213,31.4789,28.5571,28.6272
2022-02-19,28.6372,29.2776,27.0735,27.994
2022-02-20,27.994,28.5871,25.5628,26.4032
2022-02-21,26.3932,27.7139,24.1797,24.5698
2022-02-22,24.4822,27.401,23.387,25.7829
2022-02-23,25.7729,28.6572,25.6954,26.616
2022-02-24,26.636,27.7911,22.2211,26.8507
2022-02-25,26.8908,29.935,26.8707,29.7849
2022-02-26,29.7849,30.2351,27.4837,27.5338
2022-02-27,27.551,31.0124,26.4306,29.2146
2022-02-28,29.1946,32.1829,28.0612,31.4426
2022-03-01,31.4926,33.8902,30.4922,33.5201
2022-03-02,33.5501,34.7004,31.3594,31.7363
2022-03-03,31.7095,31.9264,29.869,31.8864
2022-03-04,31.8896,32.3165,28.1656,28.7286
2022-03-05,28.6886,29.2588,27.9984,29.0087
2022-03-06,28.8758,29.6489,28.2285,28.7486
2022-03-07,28.7486,31.1462,27.2554,29.8189
2022-03-08,29.7989,33.2266,29.5059,32.1064
2022-03-09,32.1064,38.7978,31.9064,38.1238
2022-03-10,38.1176,38.5577,31.7495,32.3029
2022-03-11,32.2929,34.1036,30.052,31.5632
2022-03-12,31.5263,32.6765,30.5769,30.7631
2022-03-13,30.7531,31.8996,29.5559,30.3291
2022-03-14,30.2721,31.9464,29.6059,30.5461
2022-03-15,30.5131,31.3063,29.6359,30.049
2022-03-16,30.099,33.9702,29.7089,33.6401
2022-03-17,33.5701,34.8605,32.5398,33.7769
2022-03-18,33.7635,35.044,33.1166,33.7769
2022-03-19,33.777,36.6146,33.5534,33.7869
2022-03-20,33.8169,34.3537,32.2429,32.8864
2022-03-21,32.8364,33.4634,31.3757,32.7263
2022-03-22,32.7031,34.2171,32.453,32.4862
2022-03-23,32.4762,33.5034,31.4726,32.8932
2022-03-24,32.9132,33.5468,32.1428,32.7864
2022-03-25,32.8264,34.7739,32.3229,33.3867
2022-03-26,33.3533,35.5042,33.2566,35.3641
2022-03-27,35.4377,37.0011,34.047,36.9548
2022-03-28,36.9448,40.2961,36.5646,38.7316
2022-03-29,38.7394,40.4621,36.2045,38.6193
2022-03-30,38.5293,41.2682,36.5146,39.0478
2022-03-31,39.0217,40.7281,35.6771,37.1774
2022-04-01,37.1611,39.8559,34.6504,39.4958
2022-04-02,39.4918,41.3866,38.5354,39.906
2022-04-03,39.916,41.7667,38.2253,40.3661
2022-04-04,40.3721,41.3365,37.0574,38.7578
2022-04-05,38.7716,39.5919,36.8037,37.2237
2022-04-06,37.2074,37.4075,32.75,33.9934
2022-04-07,33.8734,34.59,32.0332,34.1034
2022-04-08,34.1134,35.5142,33.5034,33.8435
2022-04-09,33.8435,34.8905,32.9199,33.9902
2022-04-10,33.9402,35.3906,33.8401,34.5869
2022-04-11,34.5969,34.987,29.2558,29.4088
2022-04-12,29.3959,32.6765,29.1887,30.9562
2022-04-13,30.8993,32.0196,30.099,31.6395
2022-04-14,31.6995,32.3197,29.796,30.4761
2022-04-15,30.4961,30.7061,29.836,30.173
2022-04-16,30.163,30.5761,29.3329,29.6859
2022-04-17,29.6859,30.3761,29.5859,30.106
2022-04-18,30.106,30.106,27.7628,29.999
2022-04-19,30.029,31.3563,29.5429,30.7761
2022-04-20,30.7862,31.7964,29.5329,29.976
2022-04-21,29.966,30.5961,28.3057,28.3257
2022-04-22,28.2828,29.1958,27.6728,28.4729
2022-04-23,28.4657,28.7057,27.7928,28.2928
2022-04-24,28.3257,28.7858,27.0254,27.3927
2022-04-25,27.3955,27.6528,25.4425,27.6428
2022-04-26,27.6328,28.4057,24.8125,25.45
2022-04-27,25.4725,28.2,25.2925,26.1
2022-04-28,26.1126,27.4527,25.93,26.4627
2022-04-29,26.4627,26.6727,24.17,24.6625
2022-04-30,24.6725,26.0126,23.81,23.95
2022-05-01,23.95,25.67,22.03,24.43
2022-05-02,24.42,25.3925,22.93,24.9725
2022-05-03,25.0825,25.62,24.1876,24.3376
2022-05-04,24.3751,26.57,23.78,26.03
2022-05-05,26.0222,26.9846,22.1578,22.6055
2022-05-06,22.5955,22.9554,21.1758,22.1778
2022-05-07,22.2378,22.5077,20.218,20.218
2022-05-08,20.246,20.5638,19.3642,20.3539
2022-05-09,20.3439,20.4359,16.5334,17.4565
2022-05-10,17.5665,20.4039,15.9136,16.9832
2022-05-11,17.0232,19.3303,13.5768,14.6157
2022-05-12,14.6257,16.5967,9.46852,13.9309
2022-05-13,13.9622,16.2576,13.2914,14.2358
2022-05-14,14.2358,15.0059,12.9228,14.4597
2022-05-15,14.4398,19.1351,14.2215,18.9853
2022-05-16,18.9953,19.6664,15.698,15.8094
2022-05-17,15.8394,16.4619,14.7308,15.6297
2022-05-18,15.6297,16.0807,14.0717,14.5511
2022-05-19,14.5097,15.7027,13.6422,15.0964
2022-05-20,15.0964,15.8873,14.2329,14.4512
2022-05-21,14.4926,15.3001,14.0218,14.8507
2022-05-22,14.8507,15.9892,14.8192,15.4399
2022-05-23,15.4514,16.4036,14.9121,15.1618
2022-05-24,15.1318,15.2932,13.6136,14.5511
2022-05-25,14.5411,15.7626,14.3713,14.7338
2022-05-26,14.7523,14.972,12.8858,14.3057
2022-05-27,14.2957,14.4256,12.3164,13.0856
2022-05-28,13.0751,13.5425,12.8464,13.1246
2022-05-29,13.1343,13.4958,12.6467,13.2554
2022-05-30,13.2353,15.5675,13.1462,15.1479
2022-05-31,15.2493,16.4169,14.3285,15.1763
2022-06-01,15.2281,15.508,13.0083,13.0183
2022-06-02,12.977,13.2268,12.6886,13.0882
2022-06-03,13.1082,13.3793,12.1503,12.619
2022-06-04,12.629,12.9577,11.9875,12.7503
2022-06-05,12.7503,12.9583,12.37,12.8579
2022-06-06,12.8579,13.9585,12.6582,12.9191
2022-06-07,12.9092,14.0288,12.2597,13.9685
2022-06-08,14.0084,14.7201,13.342,14.1808
2022-06-09,14.2108,14.2309,13.0998,13.4087
2022-06-10,13.4087,13.5587,12.437,12.7536
2022-06-11,12.7837,12.8435,10.7965,11.377
2022-06-12,11.407,11.557,9.93607,10.567
2022-06-13,10.557,10.577,8.41468,9.10732
2022-06-14,9.12739,9.20525,8.07795,8.33998
2022-06-15,8.32999,9.4867,7.69612,9.47577
2022-06-16,9.48575,9.57753,8.26008,8.9175
2022-06-17,8.69689,9.16315,8.03598,8.15121
2022-06-18,8.14322,8.35105,7.1698,7.71748
2022-06-19,7.71748,8.78944,7.52877,8.57969
2022-06-20,8.59967,9.52855,8.20931,9.14901
2022-06-21,9.13902,10.4785,8.98011,9.64035
2022-06-22,9.65034,9.94005,8.94105,9.16083
2022-06-23,9.1699,9.73026,8.96103,9.51048
2022-06-24,9.55044,10.8118,9.54948,10.7915
2022-06-25,10.7992,10.9722,9.92335,10.5226
2022-06-26,10.5226,10.9226,10.1439,10.3737
2022-06-27,10.3637,10.383,9.60106,9.83105
2022-06-28,9.84123,10.1708,9.33038,9.46834
2022-06-29,9.44827,9.44827,8.76841,9.12894
2022-06-30,9.12903,9.57753,8.27864,9.14901
2022-07-01,9.159,10.5384,9.07909,10.2787
2022-07-02,10.2687,10.807,9.86913,10.3875
2022-07-03,10.3775,11.551,9.97701,11.2543
2022-07-04,11.2554,12.1554,11.0456,11.7759
2022-07-05,11.7659,12.4763,11.2065,12.2765
2022-07-06,12.2765,12.3764,11.5461,11.807
2022-07-07,11.807,12.2027,11.4574,12.1027
2022-07-08,12.1027,12.5512,11.3732,11.4031
2022-07-09,11.4131,12.0728,11.3032,11.7629
2022-07-10,11.7618,11.9928,11.2621,11.8529
2022-07-11,11.8329,12.3401,11.3432,12.0891
2022-07-12,12.0815,12.2577,10.7881,10.8991
2022-07-13,10.898,12.4176,10.5885,12.259
2022-07-14,12.269,14.6897,12.219,14.0815
2022-07-15,14.1015,14.8111,13.7331,14.0358
2022-07-16,14.0358,16.3967,13.8458,15.7353
2022-07-17,15.7857,16.0855,15.1355,15.9759
2022-07-18,15.9858,17.4279,15.3754,16.1163
2022-07-19,16.1463,16.7263,15.4212,15.8225
2022-07-20,15.8325,15.9711,13.7792,14.1107
2022-07-21,14.1007,14.6226,13.4607,14.5035
2022-07-22,14.5035,14.853,13.1326,13.443
2022-07-23,13.43,14.1113,13.0804,13.4727
2022-07-24,13.4914,14.161,13.382,13.6426
2022-07-25,13.6326,13.7528,12.51,13.151
2022-07-26,13.1411,13.2418,11.6101,11.9718
2022-07-27,11.9718,13.733,11.9617,13.7133
2022-07-28,13.7033,14.6601,13.1718,14.1728
2022-07-29,14.173,15.1409,13.1045,13.4354
2022-07-30,13.3954,15.8059,13.3954,14.9649
2022-07-31,14.9651,18.2033,14.174,16.2837
2022-08-01,16.2665,16.4272,14.1823,14.3043
2022-08-02,14.3143,14.6055,13.2741,14.0725
2022-08-03,14.0828,14.8724,13.6822,14.2836
2022-08-04,14.2733,14.4333,13.5511,13.8004
2022-08-05,13.8004,14.8928,13.8004,14.6229
2022-08-06,14.6328,15.6709,14.3513,15.0435
2022-08-07,15.0433,15.1636,14.2824,14.8727
2022-08-08,14.8728,15.6831,14.5125,15.1218
2022-08-09,15.1618,15.3921,14.2431,14.4729
2022-08-10,14.4729,15.7019,13.8835,15.5445
2022-08-11,15.5447,16.156,14.7753,14.937
2022-08-12,14.927,14.9675,14.3071,14.7268
2022-08-13,14.7366,15.3189,14.4245,14.6157
2022-08-14,14.6357,14.8459,13.6131,13.8043
2022-08-15,13.8041,14.3239,13.5632,13.9632
2022-08-16,13.9535,14.0827,13.533,13.9312
2022-08-17,13.9411,14.432,13.0905,13.2011
2022-08-18,13.2009,13.5004,13.0803,13.3901
2022-08-19,13.3913,13.43,11.6,11.7112
2022-08-20,11.7412,12.2722,11.7005,12.1399
2022-08-21,12.1398,12.7696,11.8981,12.6997
2022-08-22,12.6897,12.8101,11.5693,11.858
2022-08-23,11.8782,12.4299,11.67,12.4102
2022-08-24,12.4099,12.9908,12.1994,12.6911
2022-08-25,12.7011,12.8886,12.3106,12.4004
2022-08-26,12.3904,12.42,11.4292,11.6312
2022-08-27,11.6412,11.6608,10.9013,10.9303
2022-08-28,10.9202,11.0801,10.5593,10.68
2022-08-29,10.68,10.9713,10.0802,10.9008
2022-08-30,10.9011,11.0209,9.9711,10.2008
2022-08-31,10.2209,10.6401,9.9102,10.1199
2022-09-01,10.1199,10.2992,9.82951,10.0994
2022-09-02,10.1094,10.5518,9.82059,10.0016
2022-09-03,9.9816,10.261,9.90089,10.071
2022-09-04,10.08,10.25,9.9,10.21
2022-09-05,10.19,10.39,9.94,10.111
2022-09-06,10.121,10.481,9.34906,9.41
2022-09-07,9.4,9.8099,9.26954,9.75068
2022-09-08,9.76068,10.071,9.54086,9.92149
2022-09-09,9.93139,11.6022,9.90099,10.9737
2022-09-10,10.9538,11.3833,10.7743,11.252
2022-09-11,11.293,11.7635,10.8742,11.0828
2022-09-12,11.0927,11.6521,10.6518,10.7919
2022-09-13,10.7932,11.0222,9.68039,9.8501
2022-09-14,9.8102,9.9904,9.5201,9.76244
2022-09-15,9.77254,9.84226,9.30814,9.73912
2022-09-16,9.72932,10.26,9.58914,10.109
2022-09-17,10.119,10.34,9.94,10.14
2022-09-18,10.15,10.6389,9.37906,9.48
2022-09-19,9.48,9.961,9.13,9.67193
2022-09-20,9.67193,10.03,9.49095,9.52
2022-09-21,9.49,9.71097,8.98,9.01
2022-09-22,9.0,10.28,8.93,9.99
2022-09-23,9.99,10.38,9.75902,10.149
2022-09-24,10.139,10.3391,9.75107,9.78078
2022-09-25,9.78,9.9203,9.39972,9.4
2022-09-26,9.4,9.64,9.12091,9.34
2022-09-27,9.33,10.1,9.26,9.40906
2022-09-28,9.40906,9.48905,8.9791,9.36
2022-09-29,9.38,9.38,8.90089,9.0009
2022-09-30,9.0,9.87099,8.96,9.34
2022-10-01,9.32,9.44,9.19,9.29
2022-10-02,9.29,9.43094,9.13,9.28
2022-10-03,9.28,9.53095,8.95,9.51095
2022-10-04,9.51285,9.72292,9.44094,9.69291
2022-10-05,9.6829,9.74292,9.29,9.45094
2022-10-06,9.44189,9.70165,9.17119,9.17156
2022-10-07,9.17156,9.22157,8.97018,9.06127
2022-10-08,9.06091,9.15128,8.77088,8.82221
2022-10-09,8.7922,8.9818,8.76219,8.88178
2022-10-10,8.86177,9.0118,8.61086,8.93911
2022-10-11,8.92,8.92,8.4,8.65922
2022-10-12,8.63888,8.90991,8.5888,8.89027
2022-10-13,8.89036,9.9708,8.51991,9.9408
2022-10-14,9.9508,10.0007,9.42019,9.52038
2022-10-15,9.52038,9.9805,9.39066,9.66048
2022-10-16,9.66,10.1899,9.64039,9.9104
2022-10-17,9.9105,10.3,9.8101,9.9802
2022-10-18,9.98,10.3709,9.84059,10.2205
2022-10-19,10.2305,10.3008,9.9402,10.12
2022-10-20,10.0999,10.23,9.71961,10.0993
2022-10-21,10.1193,10.4408,9.74971,10.3606
2022-10-22,10.3807,10.5803,10.2205,10.2908
2022-10-23,10.2808,10.9507,10.2406,10.7014
2022-10-24,10.7014,10.7811,10.1309,10.2605
2022-10-25,10.2307,10.9237,10.0391,10.6635
2022-10-26,10.6536,11.0335,10.5228,10.653
2022-10-27,10.643,11.1023,10.1104,10.2606
2022-10-28,10.2406,10.502,10.0307,10.2722
2022-10-29,10.2819,10.6736,10.1222,10.1323
2022-10-30,10.1324,11.3327,10.0326,10.3921
2022-10-31,10.3821,10.4721,9.93139,10.3392
2022-11-01,10.3794,10.4784,10.1088,10.1689
2022-11-02,10.1689,10.4994,9.9,10.2694
2022-11-03,10.2694,17.778,10.1394,14.2899
2022-11-04,14.33,17.6605,13.7604,14.9612
2022-11-05,14.9512,16.3702,14.7113,15.1108
2022-11-06,15.0909,17.3895,14.2517,14.431
2022-11-07,14.3712,14.541,13.2012,13.4516
2022-11-08,13.5041,14.1956,10.4436,11.5546
2022-11-09,11.5044,12.0215,8.99876,9.19607
2022-11-10,9.1503,11.8363,8.85918,10.6747
2022-11-11,10.6556,11.8223,9.23,9.61
2022-11-12,9.58383,9.72973,8.74423,9.06366
2022-11-13,9.08362,9.19434,8.49894,8.75772
2022-11-14,8.73775,9.33784,8.2967,8.92659
2022-11-15,8.90617,9.51048,8.80765,9.25074
2022-11-16,9.22077,10.6672,9.16999,9.42142
2022-11-17,9.42142,10.0722,9.32254,10.032
2022-11-18,10.0122,10.3718,9.8627,10.1483
2022-11-19,10.1582,10.5586,9.68962,10.3991
2022-11-20,10.4106,11.187,9.35941,9.45561
2022-11-21,9.47567,9.76435,8.81083,9.01916
2022-11-22,9.01916,9.28875,8.58959,9.06892
2022-11-23,9.06892,9.62853,8.97858,9.38975
2022-11-24,9.41982,9.78129,8.93195,9.07237
2022-11-25,9.09226,9.38371,8.83434,9.27471
2022-11-26,9.28461,9.52438,9.11453,9.17458
2022-11-27,9.15469,9.60385,9.15469,9.40407
2022-11-28,9.39408,9.64489,8.85513,9.16652
2022-11-29,9.17651,9.4448,9.03602,9.12662
2022-11-30,9.16652,9.68058,9.05982,9.68039
2022-12-01,9.65029,9.8801,9.28991,9.36056
2022-12-02,9.39047,9.59125,9.20092,9.54057
2022-12-03,9.56057,9.62135,9.12091,9.20092
2022-12-04,9.20092,9.31093,9.14091,9.23185
2022-12-05,9.23185,9.48284,9.18064,9.37028
2022-12-06,9.38094,9.86,9.29009,9.49981
2022-12-07,9.51981,9.61981,8.78009,8.9
2022-12-08,8.89,9.19138,8.8,9.18064
2022-12-09,9.19064,9.26065,8.92036,8.95045
2022-12-10,8.95036,9.00018,8.86991,8.89982
2022-12-11,8.89982,9.00036,8.65086,8.70087
2022-12-12,8.69087,8.77088,8.50085,8.73061
2022-12-13,8.75061,9.09,8.33225,8.80789
2022-12-14,8.82788,9.04855,8.73,8.75061
2022-12-15,8.76061,8.77088,8.26083,8.28166
2022-12-16,8.28083,8.41,7.52075,7.62076
2022-12-17,7.62076,7.73108,7.28044,7.711
2022-12-18,7.731,7.86039,7.63031,7.75093
2022-12-19,7.75,7.84133,7.20007,7.24007
2022-12-20,7.24986,7.64992,7.24014,7.36029
2022-12-21,7.37037,7.44067,6.99993,7.02035
2022-12-22,7.01035,7.19993,6.82932,6.96882
2022-12-23,6.96882,7.05887,6.57928,6.60934
2022-12-24,6.60934,6.61967,6.25962,6.26956
2022-12-25,6.27962,6.49981,6.16889,6.29906
2022-12-26,6.29924,6.73872,6.28925,6.61868
2022-12-27,6.63874,6.72879,6.46871,6.64741
2022-12-28,6.6574,6.75723,6.24806,6.38661
2022-12-29,6.39667,6.61729,6.29742,6.42711
2022-12-30,6.41711,6.47708,6.07702,6.19454
2022-12-31,6.19744,6.28048,6.1757,6.20729
2023-01-01,6.2016,6.39766,6.08493,6.33252
2023-01-02,6.33542,6.74237,6.23074,6.63701
2023-01-03,6.6507,6.74634,6.53868,6.6607
2023-01-04,6.662,7.03988,6.6577,6.88163
2023-01-05,6.88153,7.05111,6.58373,6.67136
2023-01-06,6.67296,6.87727,6.37849,6.86147
2023-01-07,6.8671,6.93953,6.77637,6.90274
2023-01-08,6.89914,7.25691,6.76612,7.24911
2023-01-09,7.25305,7.80385,7.23837,7.62552
2023-01-10,7.6084,7.75648,7.32243,7.47935
2023-01-11,7.47112,7.69077,7.33934,7.62992
2023-01-12,7.63947,8.10951,7.61878,7.91087
2023-01-13,7.90071,8.371,7.79008,8.22074
2023-01-14,8.23074,9.43085,8.23074,9.01045
2023-01-15,8.99045,9.53162,8.6413,9.10264
2023-01-16,9.10273,9.38366,8.62052,8.96009
2023-01-17,8.96009,9.76146,8.7607,9.40103
2023-01-18,9.41104,9.62106,8.35925,8.75956
2023-01-19,8.73948,9.30916,8.60974,8.88964
2023-01-20,8.88964,9.41188,8.67983,9.29167
2023-01-21,9.32168,9.94209,9.29223,9.42188
2023-01-22,9.41151,10.242,9.21138,9.73195
2023-01-23,9.72194,10.2712,9.65087,9.77147
2023-01-24,9.78147,10.87,9.69136,9.82029
2023-01-25,9.80029,10.6011,9.33196,10.1116
2023-01-26,10.0917,10.4719,9.81059,10.0308
2023-01-27,10.0209,10.2925,9.79196,10.155
2023-01-28,10.1439,10.5823,9.90228,10.1819
2023-01-29,10.192,10.9603,10.1023,10.9404
2023-01-30,10.9506,11.2007,9.80049,9.9407
2023-01-31,9.9307,10.7703,9.91079,10.641
2023-02-01,10.661,12.8409,10.4802,12.5308
2023-02-02,12.5506,12.7819,11.9629,12.5125
2023-02-03,12.5125,12.6903,11.7101,12.451
2023-02-04,12.441,12.611,12.0208,12.2311
2023-02-05,12.231,12.2611,11.2128,11.5329
2023-02-06,11.523,11.8629,11.1503,11.1504
2023-02-07,11.1504,12.8004,10.9608,12.6009
2023-02-08,12.6008,13.5803,11.4602,11.7508
2023-02-09,11.7907,12.1404,10.032,10.171
2023-02-10,10.201,10.682,10.1824,10.4016
2023-02-11,10.4,12.0414,10.3716,11.6512
2023-02-12,11.6612,11.7712,10.9315,11.0909
2023-02-13,11.1011,11.2618,10.0272,10.2356
2023-02-14,10.2356,11.2873,10.2051,11.1944
2023-02-15,11.2245,12.172,10.9839,12.0822
2023-02-16,12.0822,12.8812,11.6839,11.6839
2023-02-17,11.684,14.0604,11.3713,13.6212
2023-02-18,13.6014,13.7729,12.2324,12.4421
2023-02-19,12.442,13.8426,12.3518,12.7128
2023-02-20,12.7128,13.2415,12.2337,12.5604
2023-02-21,12.5305,12.7915,11.4123,11.6421
2023-02-22,11.6421,12.0417,10.7301,11.15
2023-02-23,11.1499,11.4708,10.7312,10.9214
2023-02-24,10.9015,11.1509,10.0505,10.1198
2023-02-25,10.1299,10.3407,9.40141,9.80069
2023-02-26,9.82098,10.331,9.76029,10.1406
2023-02-27,10.1705,10.7604,9.90119,10.4306
2023-02-28,10.4106,10.6498,9.74088,9.85167
2023-03-01,9.84187,10.4511,9.77137,10.0813
2023-03-02,10.0613,10.2014,9.43934,9.68087
2023-03-03,9.69078,9.89079,8.42059,9.10055
2023-03-04,9.11055,9.25046,8.59043,8.78061
2023-03-05,8.77061,9.28084,8.73061,8.75096
2023-03-06,8.71096,8.96928,8.52111,8.73948
2023-03-07,8.73913,9.0,8.13976,8.27959
2023-03-08,8.26959,8.43067,7.43918,7.5297
2023-03-09,7.53925,8.05847,7.21834,7.33066
2023-03-10,7.32073,7.66253,6.89945,7.63747
2023-03-11,7.6469,7.88574,7.0707,7.50401
2023-03-12,7.50498,8.05042,7.40235,7.96519
2023-03-13,7.97529,8.77889,7.87258,8.71463
2023-03-14,8.71463,9.3491,8.25934,8.86638
2023-03-15,8.86691,8.99136,7.53639,7.83315
2023-03-16,7.82272,8.93406,7.75706,8.67171
2023-03-17,8.69124,9.41526,8.5187,9.32781
2023-03-18,9.33793,9.79306,8.86387,9.027
2023-03-19,9.03703,9.24766,8.8249,9.12757
2023-03-20,9.11754,9.27664,8.41953,8.61132
2023-03-21,8.62144,8.96384,8.35112,8.78803
2023-03-22,8.81804,8.90895,8.24515,8.43304
2023-03-23,8.42302,8.85296,8.3123,8.48779
2023-03-24,8.48762,8.63646,7.8986,8.05837
2023-03-25,8.04892,8.1881,7.88859,7.9276
2023-03-26,7.92408,8.30757,7.90596,8.19715
2023-03-27,8.21663,8.3238,7.60795,7.80397
2023-03-28,7.79716,8.19051,7.62264,8.05076
2023-03-29,8.04574,8.66412,8.04428,8.62845
2023-03-30,8.61448,8.62454,8.07163,8.16789
2023-03-31,8.17101,8.73615,8.06244,8.73463
2023-04-01,8.73033,9.01926,8.54175,8.6583
2023-04-02,8.66222,8.90185,8.20558,8.24061
2023-04-03,8.24091,8.44871,8.08587,8.2157
2023-04-04,8.23321,8.75306,8.15522,8.48432
2023-04-05,8.48432,8.74176,8.29557,8.44664
2023-04-06,8.44923,8.60073,8.23973,8.33543
2023-04-07,8.33292,8.53156,8.24578,8.40131
2023-04-08,8.4006,8.64782,8.28578,8.30862
2023-04-09,8.30714,8.4754,8.1944,8.4731
2023-04-10,8.48373,8.87692,8.32799,8.7872
2023-04-11,8.79721,8.88666,8.62759,8.67858
2023-04-12,8.66857,8.71949,8.24915,8.54666
2023-04-13,8.53645,8.98208,8.43275,8.93817
2023-04-14,8.93857,9.24942,8.8167,9.05751
2023-04-15,9.05751,9.22848,8.91766,9.07816
2023-04-16,9.07807,9.45652,9.06734,9.4164
2023-04-17,9.4163,9.49721,8.925,9.06544
2023-04-18,9.09536,9.38375,8.93393,9.18156
2023-04-19,9.19147,9.23369,8.14,8.32416
2023-04-20,8.3345,8.3345,7.81851,7.89063
2023-04-21,7.88055,8.00016,7.51842,7.56924
2023-04-22,7.57917,7.85679,7.53955,7.85679
2023-04-23,7.86061,7.88246,7.54526,7.74649
2023-04-24,7.74949,7.89367,7.54893,7.73013
2023-04-25,7.73133,7.85621,7.4446,7.8472
2023-04-26,7.85781,8.08107,7.29376,7.6496
2023-04-27,7.66245,7.91537,7.59243,7.83108
2023-04-28,7.8242,7.84031,7.59652,7.74494
2023-04-29,7.74466,7.88114,7.69283,7.7991
2023-04-30,7.7982,7.81089,7.54172,7.61174
2023-05-01,7.59803,7.75029,7.34742,7.43101
2023-05-02,7.43193,7.68141,7.41463,7.65214
2023-05-03,7.65206,7.80869,7.42625,7.78532
2023-05-04,7.7944,7.93575,7.70322,7.72806
2023-05-05,7.72778,7.98034,7.6379,7.94052
2023-05-06,7.93439,8.0041,7.26447,7.3845
2023-05-07,7.37952,7.43569,7.31349,7.32273
2023-05-08,7.31255,7.33675,6.36629,6.56188
2023-05-09,6.56118,6.66208,6.4583,6.53863
2023-05-10,6.52572,7.07888,6.50194,6.94604
2023-05-11,6.94654,7.02392,6.38828,6.42912
2023-05-12,6.43893,6.52532,6.21341,6.52402
2023-05-13,6.54593,6.65599,6.4021,6.46113
2023-05-14,6.45827,6.70032,6.36118,6.62037
2023-05-15,6.6099,6.81915,6.52281,6.7205
2023-05-16,6.7199,6.72873,6.56868,6.65292
2023-05-17,6.65246,6.99179,6.54822,6.97288
2023-05-18,6.97308,6.97308,6.62745,6.88285
2023-05-19,6.88305,6.92357,6.74847,6.81187
2023-05-20,6.81911,6.87338,6.73159,6.83154
2023-05-21,6.83274,6.83825,6.57554,6.61967
2023-05-22,6.62467,6.76546,6.54447,6.74625
2023-05-23,6.74284,6.87619,6.691,6.72304
2023-05-24,6.72596,6.75244,6.40481,6.53841
2023-05-25,6.53367,6.55834,6.38877,6.43179
2023-05-26,6.43387,6.70832,6.42039,6.69054
2023-05-27,6.69824,6.80127,6.66723,6.77991
2023-05-28,6.78113,6.9489,6.7602,6.9489
2023-05-29,6.9571,7.08763,6.74189,6.78197
2023-05-30,6.79197,7.0431,6.73215,6.88268
2023-05-31,6.87268,6.94208,6.46136,6.53124
2023-06-01,6.53104,6.72188,6.47155,6.70194
2023-06-02,6.69194,6.97202,6.60132,6.96181
2023-06-03,6.96181,6.9823,6.81204,6.84267
2023-06-04,6.84253,6.95209,6.78217,6.90221
2023-06-05,6.91228,6.95222,6.07182,6.24181
2023-06-06,6.23187,6.53131,6.09104,6.45181
2023-06-07,6.46181,6.50156,6.01144,6.07067
2023-06-08,6.07067,6.2305,6.01,6.19111
2023-06-09,6.17111,6.28981,6.06073,6.13877
2023-06-10,6.14895,6.14895,4.2008,4.90284
2023-06-11,4.90284,5.12241,4.79216,5.03206
2023-06-12,5.03836,5.16014,4.87015,5.16014
2023-06-13,5.16371,5.31805,5.06724,5.16803
2023-06-14,5.16813,5.28218,4.93846,5.02225
2023-06-15,5.02865,5.1001,4.79797,5.00179
2023-06-16,5.00264,5.1966,4.92014,5.10566
2023-06-17,5.10482,5.27727,5.03513,5.03838
2023-06-18,5.04038,5.09832,4.92631,4.94416
2023-06-19,4.94386,4.96991,4.81481,4.87449
2023-06-20,4.87514,5.16063,4.83932,5.08356
2023-06-21,5.08076,5.49887,5.08076,5.41267
2023-06-22,5.41334,5.58108,5.1866,5.21694
2023-06-23,5.21109,5.46348,5.11967,5.3431
2023-06-24,5.34375,5.47047,5.17269,5.246
2023-06-25,5.24975,5.71223,5.24975,5.55178
2023-06-26,5.57178,5.59151,5.32085,5.36113
2023-06-27,5.33112,5.61918,5.31117,5.52715
2023-06-28,5.53595,5.54015,4.94249,5.1439
2023-06-29,5.15145,5.31992,5.11579,5.19623
2023-06-30,5.20312,5.52085,5.01479,5.39816
2023-07-01,5.39816,5.80965,5.37785,5.74994
2023-07-02,5.76,5.76,5.51945,5.70051
2023-07-03,5.70301,6.15945,5.70277,5.89035
2023-07-04,5.90047,6.12171,5.78069,6.02132
2023-07-05,6.03127,6.27075,5.70954,5.78087
2023-07-06,5.78092,6.05994,5.55056,5.62949
