,0
0,0.004172325134277344
1,0.004514571159116684
2,0.004329989033360635
3,0.004347165425618489
4,0.00449918931530368
5,0.00457763671875
6,0.005045244770665322
7,0.0048298989572832665
8,0.005849770137241909
9,0.004814517113470262
10,0.006922086079915364
11,0.005283663349766885
