TIMESTAMP,WEXO_OPEN_PRICE_USD,WEXO_HIGH_PRICE_USD,WEXO_LOW_PRICE_USD,WEXO_CLOSE_PRICE_USD,WEXO_VOLUME_USD,WEXO_DIVIDENDS_USD,WEXO_STOCK_SPLITS_USD
2024-01-09 00:00:00+00:00,1.4047369956970215,1.4061139822006226,1.3900309801101685,1.3900309801101685,1235,0.0,0.0
2024-01-10 00:00:00+00:00,1.3900309801101685,1.5550730228424072,1.3900309801101685,1.5541659593582153,4962,0.0,0.0
2024-01-11 00:00:00+00:00,1.5541659593582153,1.6939430236816406,1.5541659593582153,1.6754809617996216,655,0.0,0.0
2024-01-12 00:00:00+00:00,1.6754809617996216,1.706115961074829,1.6598069667816162,1.6621899604797363,545,0.0,0.0
2024-01-13 00:00:00+00:00,1.6621899604797363,1.6621899604797363,1.6296279430389404,1.6363840103149414,161,0.0,0.0
2024-01-14 00:00:00+00:00,1.6363840103149414,1.6463840007781982,1.6290910243988037,1.6290910243988037,231,0.0,0.0
2024-01-15 00:00:00+00:00,1.6290910243988037,1.6290910243988037,1.6041439771652222,1.6163740158081055,1689,0.0,0.0
2024-01-16 00:00:00+00:00,1.6163740158081055,1.6697369813919067,1.6163740158081055,1.6697369813919067,142,0.0,0.0
2024-01-17 00:00:00+00:00,1.6697369813919067,1.6697369813919067,1.6276730298995972,1.6276730298995972,13,0.0,0.0
2024-01-18 00:00:00+00:00,1.6276730298995972,1.6303069591522217,1.6144939661026,1.616294026374817,89,0.0,0.0
2024-01-19 00:00:00+00:00,1.616294026374817,1.616294026374817,1.555920958518982,1.5949139595031738,412,0.0,0.0
2024-01-20 00:00:00+00:00,1.5949139595031738,1.5949139595031738,1.5850520133972168,1.5901679992675781,372,0.0,0.0
2024-01-21 00:00:00+00:00,1.5901679992675781,1.5964139699935913,1.5880450010299683,1.5880450010299683,174,0.0,0.0
2024-01-22 00:00:00+00:00,1.5880450010299683,1.5880450010299683,1.4380840063095093,1.4380840063095093,15361,0.0,0.0
2024-01-23 00:00:00+00:00,1.4380840063095093,1.4380840063095093,1.3669159412384033,1.3977619409561157,753,0.0,0.0
2024-01-24 00:00:00+00:00,1.3977619409561157,1.4089690446853638,1.38372802734375,1.38372802734375,638,0.0,0.0
2024-01-25 00:00:00+00:00,1.38372802734375,1.3949869871139526,1.3767019510269165,1.3918499946594238,375,0.0,0.0
2024-01-26 00:00:00+00:00,1.3918499946594238,1.4283970594406128,1.3908400535583496,1.4235190153121948,284,0.0,0.0
2024-01-27 00:00:00+00:00,1.4235190153121948,1.425497055053711,1.4235190153121948,1.425497055053711,28,0.0,0.0
2024-01-28 00:00:00+00:00,1.425497055053711,1.4427770376205444,1.425497055053711,1.4269390106201172,263,0.0,0.0
2024-01-29 00:00:00+00:00,1.4269390106201172,1.4659149646759033,1.4217050075531006,1.4659149646759033,1244,0.0,0.0
2024-01-30 00:00:00+00:00,1.4659149646759033,1.6748110055923462,1.4659149646759033,1.6748110055923462,53190,0.0,0.0
2024-01-31 00:00:00+00:00,1.6748110055923462,1.6748110055923462,1.6118309497833252,1.6118309497833252,83,0.0,0.0
2024-02-01 00:00:00+00:00,1.6118309497833252,1.627912998199463,1.6118309497833252,1.618237018585205,852,0.0,0.0
2024-02-02 00:00:00+00:00,1.618237018585205,1.621778964996338,1.618237018585205,1.6192539930343628,73,0.0,0.0
2024-02-03 00:00:00+00:00,1.6192539930343628,1.6299710273742676,1.3563940525054932,1.4176340103149414,39654,0.0,0.0
2024-02-04 00:00:00+00:00,1.4176340103149414,1.4354909658432007,1.4147770404815674,1.4354909658432007,8452,0.0,0.0
2024-02-05 00:00:00+00:00,1.4354909658432007,1.4443140029907227,1.3082239627838135,1.3111809492111206,10742,0.0,0.0
2024-02-06 00:00:00+00:00,1.3111809492111206,1.4439669847488403,1.3111809492111206,1.4439669847488403,7046,0.0,0.0
2024-02-07 00:00:00+00:00,1.4439669847488403,1.4739830493927002,1.4439669847488403,1.4739830493927002,6,0.0,0.0
2024-02-08 00:00:00+00:00,1.4739830493927002,1.4739830493927002,1.3982000350952148,1.40630304813385,6595,0.0,0.0
2024-02-09 00:00:00+00:00,1.40630304813385,1.4603760242462158,1.40630304813385,1.4603760242462158,217,0.0,0.0
2024-02-10 00:00:00+00:00,1.4603760242462158,1.4603760242462158,1.4420520067214966,1.4420520067214966,17,0.0,0.0
2024-02-11 00:00:00+00:00,1.4420520067214966,1.4575059413909912,1.4420520067214966,1.4555410146713257,238,0.0,0.0
2024-02-12 00:00:00+00:00,1.4555410146713257,1.5297919511795044,1.4401190280914307,1.5297919511795044,754,0.0,0.0
2024-02-13 00:00:00+00:00,1.5297919511795044,1.5700839757919312,1.52852201461792,1.5375430583953857,505,0.0,0.0
2024-02-14 00:00:00+00:00,1.5375430583953857,1.634842038154602,1.5375430583953857,1.634842038154602,547,0.0,0.0
2024-02-15 00:00:00+00:00,1.634842038154602,1.665531039237976,1.634842038154602,1.6618809700012207,466,0.0,0.0
