TIMESTAMP,MEPAD_OPEN_PRICE_USD,MEPAD_HIGH_PRICE_USD,MEPAD_LOW_PRICE_USD,MEPAD_CLOSE_PRICE_USD,MEPAD_VOLUME_USD,MEPAD_DIVIDENDS_USD,MEPAD_STOCK_SPLITS_USD
2021-05-01 00:00:00+00:00,0.0730540007352829,0.2269420027732849,0.07280600070953369,0.1413400024175644,19290620,0.0,0.0
2021-05-02 00:00:00+00:00,0.1411300003528595,0.2081409990787506,0.12801200151443481,0.18021999299526215,9276202,0.0,0.0
2021-05-03 00:00:00+00:00,0.18032999336719513,0.1920430064201355,0.10782899707555771,0.11816400289535522,6865081,0.0,0.0
2021-05-04 00:00:00+00:00,0.1177000030875206,0.17217899858951569,0.11372999846935272,0.1499210000038147,4794592,0.0,0.0
2021-05-05 00:00:00+00:00,0.15003199875354767,0.19046999514102936,0.13649499416351318,0.17197799682617188,4434873,0.0,0.0
2021-05-06 00:00:00+00:00,0.1720149964094162,0.1931850016117096,0.12634900212287903,0.143668994307518,4545936,0.0,0.0
2021-05-07 00:00:00+00:00,0.14537100493907928,0.18617400527000427,0.10784400254487991,0.13302700221538544,8379865,0.0,0.0
2021-05-08 00:00:00+00:00,0.13299700617790222,0.1507759988307953,0.11005599796772003,0.12871399521827698,3283655,0.0,0.0
2021-05-09 00:00:00+00:00,0.12870299816131592,0.16004200279712677,0.10718999803066254,0.14587199687957764,6148297,0.0,0.0
2021-05-10 00:00:00+00:00,0.14587800204753876,0.14836299419403076,0.1100659966468811,0.11257000267505646,2145433,0.0,0.0
2021-05-11 00:00:00+00:00,0.11257600039243698,0.14989900588989258,0.11001099646091461,0.14179299771785736,1324624,0.0,0.0
2021-05-12 00:00:00+00:00,0.14178000390529633,0.1641169935464859,0.10448800027370453,0.12479700148105621,430665,0.0,0.0
2021-05-13 00:00:00+00:00,0.12479899823665619,0.15052099525928497,0.11058700084686279,0.1134129986166954,376666,0.0,0.0
2021-05-14 00:00:00+00:00,0.11338499933481216,0.14939799904823303,0.11338499933481216,0.1426749974489212,489153,0.0,0.0
2021-05-15 00:00:00+00:00,0.14269499480724335,0.15661999583244324,0.1398099958896637,0.15512199699878693,496116,0.0,0.0
2021-05-16 00:00:00+00:00,0.15507200360298157,0.39403900504112244,0.15048600733280182,0.2561900019645691,927195,0.0,0.0
2021-05-17 00:00:00+00:00,0.25619399547576904,0.446835994720459,0.2304600030183792,0.44008201360702515,861280,0.0,0.0
2021-05-18 00:00:00+00:00,0.43990999460220337,0.6540939807891846,0.39117899537086487,0.4870010018348694,912466,0.0,0.0
2021-05-19 00:00:00+00:00,0.48702898621559143,0.5504360198974609,0.18114599585533142,0.3078010082244873,651825,0.0,0.0
2021-05-20 00:00:00+00:00,0.3077940046787262,0.4331569969654083,0.1827010065317154,0.3977139890193939,738431,0.0,0.0
2021-05-21 00:00:00+00:00,0.39773398637771606,0.435824990272522,0.21349699795246124,0.28543099761009216,552005,0.0,0.0
2021-05-22 00:00:00+00:00,0.28543099761009216,0.2888210117816925,0.21098099648952484,0.23153400421142578,17782734,0.0,0.0
2021-05-23 00:00:00+00:00,0.23149900138378143,0.2323489934206009,0.07103800028562546,0.13556499779224396,11165756,0.0,0.0
2021-05-24 00:00:00+00:00,0.13556599617004395,0.17294900119304657,0.10134699940681458,0.14012299478054047,17520636,0.0,0.0
2021-05-25 00:00:00+00:00,0.14012299478054047,0.3001849949359894,0.09441699832677841,0.2321069985628128,43988944,0.0,0.0
2021-05-26 00:00:00+00:00,0.23213599622249603,0.28494998812675476,0.21660800278186798,0.2355480045080185,40491253,0.0,0.0
2021-05-27 00:00:00+00:00,0.23552000522613525,0.25994399189949036,0.17551100254058838,0.19665199518203735,16656760,0.0,0.0
2021-05-28 00:00:00+00:00,0.1966560035943985,0.20290100574493408,0.15032699704170227,0.1620980054140091,15674358,0.0,0.0
2021-05-29 00:00:00+00:00,0.16208100318908691,0.17078900337219238,0.13551299273967743,0.1413239985704422,8503789,0.0,0.0
2021-05-30 00:00:00+00:00,0.14132599532604218,0.17604400217533112,0.13905900716781616,0.17339399456977844,4056189,0.0,0.0
2021-05-31 00:00:00+00:00,0.1734129935503006,0.17412400245666504,0.10967300087213516,0.11478199809789658,11905296,0.0,0.0
2021-06-01 00:00:00+00:00,0.11478900164365768,0.1398880034685135,0.09778100252151489,0.10364300012588501,15162344,0.0,0.0
2021-06-02 00:00:00+00:00,0.10365699976682663,0.12032599747180939,0.102462999522686,0.10967499762773514,9447981,0.0,0.0
2021-06-03 00:00:00+00:00,0.10968799889087677,0.1109900027513504,0.09259899705648422,0.10342200100421906,7795341,0.0,0.0
2021-06-04 00:00:00+00:00,0.10343000292778015,0.10563299804925919,0.0861549973487854,0.09705500304698944,7362525,0.0,0.0
2021-06-05 00:00:00+00:00,0.0970430001616478,0.10684400051832199,0.09633400291204453,0.09648100286722183,5705893,0.0,0.0
2021-06-06 00:00:00+00:00,0.09646099805831909,0.10108199715614319,0.09406500309705734,0.09410300105810165,3895412,0.0,0.0
2021-06-07 00:00:00+00:00,0.09410399943590164,0.09774100035429001,0.07614599913358688,0.07793299853801727,3401118,0.0,0.0
2021-06-08 00:00:00+00:00,0.07793799787759781,0.09356900304555893,0.06838200241327286,0.08292700350284576,6473594,0.0,0.0
2021-06-09 00:00:00+00:00,0.08292700350284576,0.10255900025367737,0.08116699755191803,0.09923499822616577,6431681,0.0,0.0
2021-06-10 00:00:00+00:00,0.09923700243234634,0.10240399837493896,0.09192699939012527,0.09544599801301956,3107017,0.0,0.0
2021-06-11 00:00:00+00:00,0.0954430028796196,0.10201899707317352,0.09152399748563766,0.0931050032377243,3115768,0.0,0.0
2021-06-12 00:00:00+00:00,0.0931050032377243,0.09395600110292435,0.08099599927663803,0.08971399813890457,3148911,0.0,0.0
2021-06-13 00:00:00+00:00,0.0897120013833046,0.10933399945497513,0.08222399652004242,0.08339899778366089,2915654,0.0,0.0
2021-06-14 00:00:00+00:00,0.08340000361204147,0.09460999816656113,0.079585000872612,0.09020800143480301,2154866,0.0,0.0
2021-06-15 00:00:00+00:00,0.08165799826383591,0.08432400226593018,0.077285997569561,0.08128800243139267,560900,0.0,0.0
2021-06-16 00:00:00+00:00,0.07949800044298172,0.08015300333499908,0.056313998997211456,0.05825800076127052,491696,0.0,0.0
2021-06-17 00:00:00+00:00,0.05825100094079971,0.0693420022726059,0.05825100094079971,0.06554000079631805,533535,0.0,0.0
2021-06-18 00:00:00+00:00,0.06554199755191803,0.06786199659109116,0.05974699929356575,0.06410899758338928,488646,0.0,0.0
2021-06-19 00:00:00+00:00,0.06411200016736984,0.06851699948310852,0.060798000544309616,0.067392997443676,494702,0.0,0.0
2021-06-20 00:00:00+00:00,0.06738399714231491,0.0735659971833229,0.06263899803161621,0.06264299899339676,2271986,0.0,0.0
2021-06-21 00:00:00+00:00,0.06264100223779678,0.07242599874734879,0.04029100015759468,0.047763001173734665,2682176,0.0,0.0
2021-06-22 00:00:00+00:00,0.04775900021195412,0.04775900021195412,0.02012299932539463,0.029922999441623688,2984839,0.0,0.0
2021-06-23 00:00:00+00:00,0.02992199920117855,0.03965400159358978,0.028893999755382538,0.036090001463890076,2570071,0.0,0.0
2021-06-24 00:00:00+00:00,0.035757001489400864,0.04052700102329254,0.03509499877691269,0.037787001579999924,1353252,0.0,0.0
2021-06-25 00:00:00+00:00,0.03779099881649017,0.04872699826955795,0.0356689989566803,0.03591199964284897,1678612,0.0,0.0
2021-06-26 00:00:00+00:00,0.035909999161958694,0.04311800003051758,0.03541500121355057,0.03693399950861931,946125,0.0,0.0
2021-06-27 00:00:00+00:00,0.03692999854683876,0.03745599836111069,0.03512800112366676,0.035718001425266266,832201,0.0,0.0
2021-06-28 00:00:00+00:00,0.035714998841285706,0.03752399981021881,0.03502099961042404,0.035300999879837036,890288,0.0,0.0
2021-06-29 00:00:00+00:00,0.03529699891805649,0.037227001041173935,0.035294000059366226,0.035999998450279236,829974,0.0,0.0
2021-06-30 00:00:00+00:00,0.035996999591588974,0.036910999566316605,0.0352960005402565,0.03610499948263168,845324,0.0,0.0
