TIMESTAMP,BEPE34863_OPEN_PRICE_USD,BEPE34863_HIGH_PRICE_USD,BEPE34863_LOW_PRICE_USD,BEPE34863_CLOSE_PRICE_USD,BEPE34863_VOLUME_USD,BEPE34863_DIVIDENDS_USD,BEPE34863_STOCK_SPLITS_USD
2025-02-19 00:00:00+00:00,0.007400999777019024,0.007590000052005053,0.006951000075787306,0.007544999942183495,329706,0.0,0.0
2025-02-20 00:00:00+00:00,0.007544999942183495,0.008094999939203262,0.00747800013050437,0.007646000012755394,218867,0.0,0.0
2025-02-21 00:00:00+00:00,0.007646000012755394,0.007961000315845013,0.007174000144004822,0.007240000180900097,307309,0.0,0.0
2025-02-22 00:00:00+00:00,0.007240000180900097,0.007670000195503235,0.007207000162452459,0.007627000100910664,269047,0.0,0.0
2025-02-23 00:00:00+00:00,0.007627000100910664,0.008249999955296516,0.007482000160962343,0.007854999974370003,272299,0.0,0.0
2025-02-24 00:00:00+00:00,0.007854999974370003,0.008054000325500965,0.006486999802291393,0.00660100020468235,283322,0.0,0.0
2025-02-25 00:00:00+00:00,0.00660100020468235,0.006794999819248915,0.006107000168412924,0.006738999858498573,368636,0.0,0.0
2025-02-26 00:00:00+00:00,0.006738999858498573,0.006759000010788441,0.00419399980455637,0.004263999871909618,331851,0.0,0.0
2025-02-27 00:00:00+00:00,0.004263999871909618,0.0069599999114871025,0.0042420001700520515,0.006928999908268452,259221,0.0,0.0
2025-02-28 00:00:00+00:00,0.006928999908268452,0.006934999953955412,0.0057230000384151936,0.0057390001602470875,409917,0.0,0.0
2025-03-01 00:00:00+00:00,0.0057390001602470875,0.006583999842405319,0.005274000111967325,0.006434999871999025,225391,0.0,0.0
2025-03-02 00:00:00+00:00,0.006434999871999025,0.006765999831259251,0.0061969999223947525,0.0063680000603199005,332915,0.0,0.0
2025-03-03 00:00:00+00:00,0.0063680000603199005,0.006566000171005726,0.005932000000029802,0.005994000006467104,297090,0.0,0.0
2025-03-04 00:00:00+00:00,0.005994000006467104,0.0062420000322163105,0.005539999809116125,0.006202999968081713,315983,0.0,0.0
2025-03-05 00:00:00+00:00,0.006202999968081713,0.006519000045955181,0.006155999843031168,0.0064940000884234905,479996,0.0,0.0
2025-03-06 00:00:00+00:00,0.0064940000884234905,0.006668999791145325,0.006064999848604202,0.006064999848604202,314295,0.0,0.0
2025-03-07 00:00:00+00:00,0.006064999848604202,0.006843999959528446,0.005628000013530254,0.0067010000348091125,336841,0.0,0.0
