,XRP
XLM,0.7357130960428345
LTC,0.6172757540534429
MIOTA,0.6141437922209018
ETH,0.5979181533431147
QTUM,0.5725316268365118
ZEC,0.564620249508224
ETC,0.5555458315038012
DASH,0.5553769659046338
BTC,0.5443285480132335
BAT,0.5375249014136965
XMR,0.503776739563313
XEM,0.4965533285771104
GNO,0.4810072124181521
ZEN,0.4629104460202722
LSK,0.4606403612756818
DGB,0.4532075974321595
SC,0.4530418620445266
WAVES,0.4303054653531503
ANT,0.4096267739492867
BTS,0.4058838175816586
RLC,0.4054451067273741
SYS,0.4025395816367769
PIVX,0.40234227801863
KMD,0.4011532241915624
DCR,0.3840306570354277
STEEM,0.3464889219074967
FIRO,0.3395845237530055
LUNC,0.3017848067604364
ARK,0.2660114912729874
GAS,0.2421363716562414
DOGE,0.240511717710518
