,XRP
XLM,0.665125977886789
ETH,0.4492921150822787
LTC,0.4476826603817305
MIOTA,0.4203744951008536
ZEC,0.3839792574834302
QTUM,0.3785169132259235
BTC,0.3752999406378706
DASH,0.3695946980143471
ETC,0.3579517607203494
BAT,0.3367570456539152
XMR,0.2952045090682575
ZEN,0.2594259363646114
DGB,0.2434747005753015
WAVES,0.2292132832692316
BTS,0.2235116274602306
LUNC,0.2217536061561114
SC,0.2216111912008926
XEM,0.2090851710716698
KMD,0.2084639245500389
GNO,0.2073885476522545
RLC,0.2035998701009347
LSK,0.1918257447503244
PIVX,0.1844393567807975
ANT,0.1770033377446493
DOGE,0.1535948533880032
SYS,0.149305847376163
STEEM,0.1481776274402242
ARK,0.1379424865831512
DCR,0.1378877916243742
GAS,0.1292073272891961
FIRO,0.1127898998355824
