,XRP
XLM,0.7357576853565125
LTC,0.6359222107119011
ETH,0.6205657058736631
MIOTA,0.6162501286559573
QTUM,0.5979427849405886
BTC,0.5667108684566843
ZEC,0.5644355738100783
DASH,0.5556762396302958
ETC,0.5550621414684921
BAT,0.5374788880126317
XMR,0.503801687004534
XEM,0.4943446030569904
GNO,0.4819184895755525
ZEN,0.4624976621115479
LSK,0.4606481279304067
DGB,0.4532882444297086
SC,0.4530577673425165
WAVES,0.4305093866798761
ANT,0.4110780257874354
BTS,0.4058286418377017
RLC,0.4052553104623389
SYS,0.4024485714942301
KMD,0.4010034816025222
PIVX,0.3996534006500845
DCR,0.3839753953483754
STEEM,0.3460524067556602
FIRO,0.3435591963225636
LUNC,0.3087398858717731
ARK,0.2697268957181914
GAS,0.243002606153122
DOGE,0.240345042479121
