TIMESTAMP,IRON18079_OPEN_PRICE_USD,IRON18079_HIGH_PRICE_USD,IRON18079_LOW_PRICE_USD,IRON18079_CLOSE_PRICE_USD,IRON18079_VOLUME_USD,IRON18079_DIVIDENDS_USD,IRON18079_STOCK_SPLITS_USD
2023-04-26 00:00:00+00:00,7.588872909545898,7.636940002441406,5.5150651931762695,5.855487823486328,1575316,0.0,0.0
2023-04-27 00:00:00+00:00,5.856466770172119,6.185337066650391,5.1345977783203125,5.229825973510742,926721,0.0,0.0
2023-04-28 00:00:00+00:00,5.232789993286133,5.8611578941345215,4.640801906585693,5.765437126159668,1045795,0.0,0.0
2023-04-29 00:00:00+00:00,5.742441177368164,5.839828014373779,5.036177158355713,5.173099040985107,825757,0.0,0.0
2023-04-30 00:00:00+00:00,5.174255847930908,5.5450520515441895,4.681861877441406,4.801219940185547,587070,0.0,0.0
2023-05-01 00:00:00+00:00,4.801242828369141,4.968873023986816,4.517219066619873,4.733901023864746,511550,0.0,0.0
2023-05-02 00:00:00+00:00,4.7339911460876465,5.295870780944824,4.609463214874268,4.848300933837891,551988,0.0,0.0
2023-05-03 00:00:00+00:00,4.852960109710693,4.869409084320068,4.12346076965332,4.181917190551758,681274,0.0,0.0
2023-05-04 00:00:00+00:00,4.183013916015625,4.192503929138184,3.4943289756774902,3.6708741188049316,842684,0.0,0.0
2023-05-05 00:00:00+00:00,3.6645898818969727,3.742568016052246,3.154270887374878,3.4002060890197754,593658,0.0,0.0
2023-05-06 00:00:00+00:00,3.400315999984741,3.406981945037842,2.682353973388672,2.7646920680999756,538786,0.0,0.0
2023-05-07 00:00:00+00:00,2.7647459506988525,3.473159074783325,2.593108892440796,3.392983913421631,762822,0.0,0.0
2023-05-08 00:00:00+00:00,3.395358085632324,3.4237780570983887,2.799962043762207,2.8183159828186035,658151,0.0,0.0
2023-05-09 00:00:00+00:00,2.8185040950775146,2.9233529567718506,2.590272903442383,2.7114360332489014,456224,0.0,0.0
