TIMESTAMP,GAS_OPEN_PRICE_USDT,GAS_HIGH_PRICE_USDT,GAS_LOW_PRICE_USDT,GAS_CLOSE_PRICE_USDT,GAS_FIRST_TRADE_PRICE_USDT,GAS_HIGH_TRADE_PRICE_USDT,GAS_LOW_TRADE_PRICE_USDT,GAS_LAST_TRADE_PRICE_USDT,GAS_TOTAL_TRADE_COUNT,GAS_TOTAL_TRADES_BUY,GAS_TOTAL_TRADES_SELL,GAS_VOLUME_USDT,GAS_QUOTE_VOLUME,GAS_VOLUME_BUY,GAS_QUOTE_VOLUME_BUY,GAS_VOLUME_SELL,GAS_QUOTE_VOLUME_SELL
2024-02-09,5.736,5.937,5.719,5.91,5.737,5.937,5.719,5.91,29932,16754,13178,883818.8,5153077.5856,441300.8,2573846.6306,442518.0,2579230.955
2024-02-10,5.91,5.969,5.803,5.909,5.912,5.969,5.803,5.909,29185,13678,15507,796299.1,4694789.4043,371820.9,2193033.5809,424478.2,2501755.8234
2024-02-11,5.909,6.179,5.907,6.072,5.91,6.179,5.907,6.072,47059,23930,23129,1540042.4,9335460.2695,775551.3,4702618.7036,764491.1,4632841.5659
2024-02-12,6.072,6.117,5.833,6.079,6.072,6.117,5.833,6.079,24359,11090,13269,742196.6,4449061.9912,342187.2,2053697.583,400009.4,2395364.4082
2024-02-13,6.079,6.097,5.809,5.944,6.079,6.097,5.809,5.944,33996,16636,17360,824532.2,4920992.2412,369221.1,2203489.6381,455311.1,2717502.6031
2024-02-14,5.944,6.149,5.89,6.112,5.946,6.149,5.89,6.112,31393,13513,17880,1085137.5,6541910.6336,420691.4,2533994.3935,664446.1,4007916.2401
2024-02-15,6.112,7.074,6.019,6.546,6.112,7.074,6.019,6.546,207008,103010,103998,5471753.9,36022290.3594,2727570.6,18037543.3129,2744183.3,17984747.0465
2024-02-16,6.546,6.897,6.3,6.574,6.543,6.897,6.3,6.574,99094,54196,44898,2871089.7,18997090.4162,1512788.1,10028125.3386,1358301.6,8968965.0776
2024-02-17,6.574,6.682,6.216,6.435,6.581,6.682,6.216,6.435,37604,17505,20099,1088081.6,6992330.488,475776.0,3059930.5398,612305.6,3932399.9482
2024-02-18,6.435,6.581,6.379,6.493,6.437,6.581,6.379,6.493,33271,15737,17534,925693.0,5982929.1973,393845.4,2546981.122,531847.6,3435948.0753
2024-02-19,6.493,6.583,6.407,6.537,6.495,6.583,6.407,6.537,40924,21743,19181,1056192.7,6873976.0357,494055.8,3215419.1979,562136.9,3658556.8378
2024-02-20,6.537,6.59,6.0,6.39,6.537,6.59,6.0,6.39,60400,32434,27966,1623639.0,10340399.0285,844413.4,5368384.6406,779225.6,4972014.3879
2024-02-21,6.39,6.459,6.011,6.237,6.391,6.459,6.011,6.237,35780,17126,18654,954252.0,5913282.6458,449650.3,2785732.7036,504601.7,3127549.9422
2024-02-22,6.237,6.579,6.128,6.27,6.238,6.579,6.128,6.27,54933,26229,28704,1431107.6,9063858.4253,695634.9,4412145.452,735472.7,4651712.9733
2024-02-23,6.27,6.337,6.046,6.191,6.273,6.337,6.046,6.191,31913,15137,16776,920562.7,5716109.664,435406.2,2702831.7513,485156.5,3013277.9127
2024-02-24,6.191,6.344,6.129,6.307,6.19,6.344,6.129,6.307,30281,15140,15141,824298.1,5159488.5558,390126.4,2443049.3001,434171.7,2716439.2557
2024-02-25,6.307,6.373,6.228,6.348,6.308,6.373,6.228,6.348,22838,11630,11208,662159.3,4169431.7033,320160.0,2016686.6394,341999.3,2152745.0639
2024-02-26,6.348,6.418,6.128,6.4,6.348,6.418,6.128,6.4,36450,18882,17568,960086.4,6042043.4911,460950.0,2900437.3197,499136.4,3141606.1714
2024-02-27,6.4,6.48,6.216,6.433,6.401,6.48,6.216,6.433,48354,24740,23614,1346477.2,8612374.3267,640666.7,4097308.3922,705810.5,4515065.9345
2024-02-28,6.433,6.638,5.6,6.348,6.433,6.638,5.6,6.348,126756,63621,63135,3137097.9,19899114.7339,1571852.7,9952351.5147,1565245.2,9946763.2192
2024-02-29,6.348,6.8,6.251,6.534,6.351,6.8,6.251,6.534,160666,83098,77568,3637842.9,23825756.5314,1816207.5,11892394.8558,1821635.4,11933361.6756
2024-03-01,6.534,6.969,6.475,6.881,6.534,6.969,6.475,6.881,86112,41414,44698,2340260.4,15796804.8245,1027929.7,6944627.3156,1312330.7,8852177.5089
2024-03-02,6.881,7.949,6.854,7.671,6.88,7.949,6.854,7.671,252823,130199,122624,5574030.3,41403489.9398,2876401.2,21382895.4171,2697629.1,20020594.5227
2024-03-03,7.671,7.671,6.316,7.34,7.671,7.671,6.316,7.34,123014,60565,62449,2732477.6,19758584.8268,1328592.0,9613920.536,1403885.6,10144664.2908
2024-03-04,7.34,7.791,7.153,7.588,7.343,7.791,7.153,7.588,201841,94963,106878,3913381.7,29310792.1635,1922883.3,14408716.6853,1990498.4,14902075.4782
2024-03-05,7.588,7.635,5.749,6.788,7.587,7.635,5.749,6.788,235062,108111,126951,4746290.2,33441069.1609,2242303.5,15793708.6346,2503986.7,17647360.5263
2024-03-06,6.788,7.148,6.507,7.117,6.789,7.148,6.507,7.117,109181,52786,56395,2042665.1,13892732.9471,1023444.9,6967185.0212,1019220.2,6925547.9259
2024-03-07,7.117,7.259,6.899,7.227,7.119,7.259,6.899,7.227,87983,41959,46024,1717690.8,12198156.0653,803270.3,5706841.0279,914420.5,6491315.0374
2024-03-08,7.227,7.272,6.735,7.135,7.228,7.272,6.735,7.135,74395,37285,37110,1362184.6,9649349.1289,685941.3,4858732.2184,676243.3,4790616.9105
2024-03-09,7.135,7.204,6.994,7.176,7.138,7.204,6.994,7.176,44041,21731,22310,919220.0,6549427.4356,445832.4,3176491.0194,473387.6,3372936.4162
2024-03-10,7.176,7.25,6.839,7.064,7.17,7.25,6.839,7.064,50061,26002,24059,1091481.0,7727286.5167,544598.1,3854297.5096,546882.9,3872989.0071
2024-03-11,7.064,7.494,6.685,7.443,7.064,7.494,6.685,7.443,91786,45290,46496,2120437.1,15401354.1769,1035418.7,7519508.1292,1085018.4,7881846.0477
2024-03-12,7.443,7.603,6.84,7.571,7.443,7.603,6.84,7.571,106600,51718,54882,2067246.0,14970326.2289,1010615.6,7317417.8639,1056630.4,7652908.365
2024-03-13,7.571,8.0,7.443,7.908,7.571,8.0,7.443,7.908,200804,97261,103543,4214333.1,32625176.5293,2075867.2,16071816.3001,2138465.9,16553360.2292
2024-03-14,7.908,8.35,7.089,7.682,7.909,8.35,7.089,7.682,252268,125710,126558,4592537.3,35859594.0648,2288706.6,17895233.8003,2303830.7,17964360.2645
2024-03-15,7.682,8.273,6.755,7.374,7.684,8.273,6.755,7.374,227357,113676,113681,3826314.9,28554471.8755,1902138.5,14207186.8269,1924176.4,14347285.0486
2024-03-16,7.374,7.374,6.409,6.583,7.374,7.374,6.409,6.583,101738,48627,53111,1889742.2,13104291.6038,942814.8,6538548.8674,946927.4,6565742.7364
2024-03-17,6.583,6.783,6.141,6.742,6.582,6.783,6.141,6.742,65712,31337,34375,1387111.3,9021318.3438,674836.5,4389897.7223,712274.8,4631420.6215
2024-03-18,6.742,6.742,6.181,6.327,6.742,6.742,6.181,6.327,79273,35340,43933,1270570.3,8181086.6382,593812.6,3819294.3646,676757.7,4361792.2736
2024-03-19,6.327,6.408,5.556,5.708,6.326,6.408,5.556,5.708,87305,41548,45757,1702872.1,10054463.6692,838572.8,4950511.3758,864299.3,5103952.2934
2024-03-20,5.708,6.315,5.506,6.295,5.707,6.315,5.506,6.295,89775,44680,45095,1970498.6,11774975.8557,975857.7,5822821.9973,994640.9,5952153.8584
2024-03-21,6.295,6.627,6.197,6.515,6.295,6.627,6.197,6.515,53851,28501,25350,1138884.0,7313095.0015,588039.2,3777743.8704,550844.8,3535351.1311
2024-03-22,6.515,6.52,6.07,6.28,6.504,6.52,6.07,6.28,40477,20651,19826,849494.4,5341588.2319,450778.8,2829602.2479,398715.6,2511985.984
2024-03-23,6.28,6.449,6.18,6.324,6.281,6.449,6.18,6.324,21009,11374,9635,465158.1,2946568.2423,242140.2,1534430.2559,223017.9,1412137.9864
2024-03-24,6.324,6.572,6.291,6.55,6.323,6.572,6.291,6.55,28832,15724,13108,721131.1,4649998.1846,378367.3,2441762.5358,342763.8,2208235.6488
2024-03-25,6.55,7.09,6.498,6.864,6.551,7.09,6.498,6.864,67935,34024,33911,1499195.4,10189919.1764,773042.6,5266298.5368,726152.8,4923620.6396
2024-03-26,6.864,7.213,6.839,7.071,6.865,7.213,6.839,7.071,70305,33004,37301,1546854.8,10867457.9026,750735.4,5274563.3185,796119.4,5592894.5841
2024-03-27,7.071,7.399,6.688,7.125,7.071,7.399,6.688,7.125,118385,56704,61681,2800235.1,19960733.1324,1360865.7,9710791.2412,1439369.4,10249941.8912
2024-03-28,7.125,7.125,6.812,7.054,7.123,7.125,6.812,7.054,43438,21950,21488,839997.1,5879734.3456,409193.9,2865387.1573,430803.2,3014347.1883
2024-03-29,7.054,7.059,6.806,6.924,7.058,7.059,6.806,6.924,37056,16159,20897,714555.0,4945525.7444,324517.8,2245311.6458,390037.2,2700214.0986
2024-03-30,6.924,6.969,6.764,6.82,6.925,6.969,6.764,6.82,24654,10925,13729,503064.9,3469836.9434,222136.6,1531455.2652,280928.3,1938381.6782
2024-03-31,6.82,6.991,6.785,6.954,6.82,6.991,6.785,6.954,27764,12172,15592,567699.6,3911273.0398,250095.0,1723003.3683,317604.6,2188269.6715
2024-04-01,6.954,7.017,6.352,6.536,6.954,7.017,6.352,6.536,47041,21389,25652,998436.0,6623019.4146,464062.2,3073040.5042,534373.8,3549978.9104
2024-04-02,6.536,6.543,5.968,6.078,6.539,6.543,5.968,6.078,52931,21523,31408,1066297.8,6575077.9498,470785.9,2903073.5073,595511.9,3672004.4425
2024-04-03,6.078,6.5,5.853,6.087,6.079,6.5,5.853,6.087,89280,42640,46640,2113842.4,13210758.4433,1034836.2,6479726.6606,1079006.2,6731031.7827
2024-04-04,6.087,6.331,5.982,6.238,6.083,6.331,5.982,6.238,69888,29623,40265,1282585.2,7950072.4948,638058.3,3961770.9193,644526.9,3988301.5755
2024-04-05,6.238,6.267,5.937,6.138,6.239,6.267,5.937,6.138,27367,11992,15375,629873.7,3844355.8278,283097.1,1728130.3162,346776.6,2116225.5116
2024-04-06,6.138,6.299,6.101,6.24,6.134,6.299,6.101,6.24,18429,7784,10645,479755.8,2980774.7825,215821.0,1340758.122,263934.8,1640016.6605
2024-04-07,6.24,6.334,6.195,6.266,6.239,6.334,6.195,6.266,20006,9516,10490,541210.5,3394801.9949,250776.1,1574093.147,290434.4,1820708.8479
2024-04-08,6.266,7.141,6.154,7.018,6.266,7.141,6.154,7.018,161593,79759,81834,4015047.5,27466399.1274,2007753.8,13726184.6257,2007293.7,13740214.5017
2024-04-09,7.018,7.047,6.409,6.437,7.017,7.047,6.409,6.437,85551,37109,48442,2059778.5,13953017.2186,907428.1,6153718.1251,1152350.4,7799299.0935
2024-04-10,6.437,6.731,6.191,6.731,6.436,6.731,6.191,6.731,62597,31397,31200,1570358.2,10184654.2518,774110.6,5025539.2992,796247.6,5159114.9526
2024-04-11,6.731,7.108,6.595,7.087,6.732,7.108,6.595,7.087,140269,70451,69818,3545658.9,24515429.9845,1754011.9,12139368.0465,1791647.0,12376061.938
2024-04-12,7.087,7.327,5.507,6.005,7.084,7.327,5.507,6.005,194870,97659,97211,4842888.9,32246053.3129,2401186.5,15956677.0167,2441702.4,16289376.2962
2024-04-13,6.005,6.348,4.23,4.965,6.003,6.348,4.23,4.965,231277,118336,112941,4325961.6,24052180.9966,2207118.3,12300051.6138,2118843.3,11752129.3828
2024-04-14,4.965,5.423,4.611,5.415,4.964,5.423,4.611,5.415,122491,61157,61334,2554949.1,12772836.183,1252466.1,6266951.8459,1302483.0,6505884.3371
2024-04-15,5.415,5.878,4.994,5.38,5.407,5.878,4.994,5.38,102109,49456,52653,2166060.2,11856535.4046,1042473.4,5706417.2426,1123586.8,6150118.162
2024-04-16,5.38,5.383,4.962,5.209,5.383,5.383,4.962,5.209,48175,24326,23849,1069089.2,5528775.1211,513862.6,2658636.6563,555226.6,2870138.4648
2024-04-17,5.209,5.266,4.844,4.977,5.21,5.266,4.844,4.977,40828,19893,20935,928705.9,4700993.1248,457529.9,2316666.4176,471176.0,2384326.7072
2024-04-18,4.977,5.371,4.829,5.3,4.977,5.371,4.829,5.3,44202,20592,23610,1031415.5,5258113.51,500848.1,2554617.4465,530567.4,2703496.0635
2024-04-19,5.3,5.806,5.143,5.395,5.303,5.806,5.143,5.395,125377,55534,69843,2990525.5,16466804.6421,1398689.6,7700790.8333,1591835.9,8766013.8088
2024-04-20,5.395,5.662,5.287,5.622,5.396,5.662,5.287,5.622,32175,16410,15765,714705.0,3909241.0297,365835.9,2001708.2945,348869.1,1907532.7352
2024-04-21,5.622,5.812,5.452,5.59,5.623,5.812,5.452,5.59,46478,22529,23949,1064353.2,5986054.2681,521399.4,2936581.2835,542953.8,3049472.9846
2024-04-22,5.59,5.999,5.579,5.765,5.582,5.999,5.579,5.765,34674,16459,18215,856020.8,4902076.0279,409740.0,2346566.3406,446280.8,2555509.6873
2024-04-23,5.765,5.87,5.602,5.635,5.765,5.87,5.602,5.635,28836,13040,15796,602691.0,3440174.2562,268491.7,1533874.0165,334199.3,1906300.2397
2024-04-24,5.635,5.911,5.294,5.366,5.633,5.911,5.294,5.366,37152,17159,19993,848860.0,4710727.3365,415561.9,2306731.5629,433298.1,2403995.7736
2024-04-25,5.366,5.537,5.172,5.428,5.369,5.537,5.172,5.428,28125,12482,15643,591939.2,3155941.6278,286252.1,1525290.2598,305687.1,1630651.368
2024-04-26,5.428,5.535,5.278,5.468,5.43,5.535,5.278,5.468,28067,11090,16977,571758.4,3094294.6113,265357.4,1435985.2625,306401.0,1658309.3488
2024-04-27,5.468,5.58,5.192,5.435,5.471,5.58,5.192,5.435,36365,18064,18301,878891.0,4788198.9786,448891.3,2449613.3909,429999.7,2338585.5877
2024-04-28,5.435,5.663,5.423,5.48,5.435,5.663,5.423,5.48,23878,10128,13750,600040.5,3325333.5472,265511.6,1470682.8846,334528.9,1854650.6626
2024-04-29,5.48,5.631,5.298,5.521,5.478,5.631,5.298,5.521,28444,13470,14974,618620.5,3361911.1771,296221.3,1609109.4087,322399.2,1752801.7684
2024-04-30,5.521,5.579,4.846,4.992,5.518,5.579,4.846,4.992,48252,26534,21718,954676.1,4905469.785,498926.2,2549795.3459,455749.9,2355674.4391
2024-05-01,4.992,5.003,4.548,4.862,4.989,5.003,4.548,4.862,42167,21829,20338,947059.1,4481241.7981,476225.7,2251705.3445,470833.4,2229536.4536
2024-05-02,4.862,4.97,4.668,4.893,4.858,4.97,4.668,4.893,25211,10701,14510,456899.5,2203189.3559,200959.1,968609.3754,255940.4,1234579.9805
2024-05-03,4.893,5.212,4.825,5.116,4.893,5.212,4.825,5.116,33751,15355,18396,571534.1,2867349.5083,261631.5,1312405.8211,309902.6,1554943.6872
2024-05-04,5.116,5.24,5.064,5.077,5.117,5.24,5.064,5.077,24032,11295,12737,512806.6,2627341.3966,249410.0,1278236.8559,263396.6,1349104.5407
2024-05-05,5.077,5.245,4.998,5.181,5.08,5.245,4.998,5.181,31164,15177,15987,736475.9,3769831.0275,373923.6,1912951.2434,362552.3,1856879.7841
2024-05-06,5.181,5.33,5.067,5.114,5.181,5.33,5.067,5.114,22189,9941,12248,470326.8,2440455.122,205870.0,1067509.8861,264456.8,1372945.2359
2024-05-07,5.114,5.291,5.055,5.08,5.115,5.291,5.055,5.08,31304,15167,16137,668938.8,3468765.7701,326930.5,1695606.815,342008.3,1773158.9551
2024-05-08,5.08,5.252,5.002,5.101,5.078,5.252,5.002,5.101,27439,13315,14124,792056.6,4045262.0637,378169.0,1931042.0224,413887.6,2114220.0413
2024-05-09,5.101,5.268,5.013,5.245,5.102,5.268,5.013,5.245,19336,9856,9480,466626.3,2397473.4238,228152.5,1172513.2045,238473.8,1224960.2193
2024-05-10,5.245,5.295,4.888,4.974,5.245,5.295,4.888,4.974,27845,14314,13531,584535.2,2994707.508,279065.5,1431376.7882,305469.7,1563330.7198
2024-05-11,4.974,5.072,4.921,4.936,4.973,5.072,4.921,4.936,10381,5582,4799,213449.8,1064305.2721,112884.7,562348.201,100565.1,501957.0711
2024-05-12,4.936,4.994,4.862,4.902,4.929,4.994,4.862,4.902,8349,4028,4321,172818.5,855021.9738,86488.8,427809.0596,86329.7,427212.9142
2024-05-13,4.902,4.995,4.699,4.9,4.902,4.995,4.699,4.9,18758,9411,9347,406431.7,1981392.9528,207505.0,1012146.2377,198926.7,969246.7151
2024-05-14,4.9,4.949,4.769,4.783,4.9,4.949,4.769,4.783,19811,9686,10125,389943.6,1892843.6378,191473.9,929428.9202,198469.7,963414.7176
2024-05-15,4.783,5.083,4.751,5.044,4.784,5.083,4.751,5.044,15581,7997,7584,406382.7,1993608.0788,192963.1,948310.7363,213419.6,1045297.3425
2024-05-16,5.044,5.095,4.931,5.038,5.047,5.095,4.931,5.038,17167,9399,7768,358578.5,1807583.7216,182559.2,920571.3342,176019.3,887012.3874
2024-05-17,5.038,5.216,4.984,5.182,5.038,5.216,4.984,5.182,14452,7482,6970,342993.8,1759835.4182,170234.8,872998.5228,172759.0,886836.8954
2024-05-18,5.182,5.224,5.113,5.167,5.181,5.224,5.113,5.167,11250,6244,5006,236321.5,1224396.7725,120282.1,623212.8753,116039.4,601183.8972
2024-05-19,5.167,5.184,4.938,4.979,5.167,5.184,4.938,4.979,11887,5707,6180,265161.4,1345712.459,120305.2,611210.198,144856.2,734502.261
2024-05-20,4.979,5.376,4.91,5.366,4.98,5.376,4.91,5.366,32994,18191,14803,670765.3,3486847.3199,354015.5,1841700.3346,316749.8,1645146.9853
2024-05-21,5.366,5.398,5.234,5.292,5.368,5.398,5.234,5.292,28370,13697,14673,604134.2,3214490.9885,277532.8,1477575.3819,326601.4,1736915.6066
2024-05-22,5.292,5.303,5.118,5.191,5.294,5.303,5.118,5.191,25332,13356,11976,474401.7,2480572.0951,243182.8,1271412.2477,231218.9,1209159.8474
2024-05-23,5.191,5.25,4.793,5.004,5.192,5.25,4.793,5.004,44044,23517,20527,735754.1,3695095.0995,361158.7,1812429.7931,374595.4,1882665.3064
2024-05-24,5.004,5.138,4.89,5.138,5.002,5.138,4.89,5.138,16611,8136,8475,351010.6,1764136.6625,172801.8,867801.6856,178208.8,896334.9769
2024-05-25,5.138,5.257,5.12,5.192,5.136,5.257,5.12,5.192,17674,8110,9564,439963.4,2276731.7963,211986.2,1097631.5715,227977.2,1179100.2248
2024-05-26,5.192,5.221,5.085,5.119,5.195,5.221,5.085,5.119,18017,7029,10988,408128.3,2103211.5671,189941.9,979352.0673,218186.4,1123859.4998
2024-05-27,5.119,5.308,5.073,5.229,5.121,5.308,5.073,5.229,18028,8738,9290,503004.1,2610801.7953,246217.3,1279230.0363,256786.8,1331571.759
2024-05-28,5.229,5.337,5.089,5.236,5.232,5.337,5.089,5.236,43753,20320,23433,893924.5,4656477.8869,422066.8,2198811.6311,471857.7,2457666.2558
2024-05-29,5.236,5.307,5.106,5.128,5.237,5.307,5.106,5.128,30255,14335,15920,674934.6,3512675.1786,307576.4,1600611.9612,367358.2,1912063.2174
2024-05-30,5.128,5.152,4.911,4.99,5.126,5.152,4.911,4.99,23663,12098,11565,436268.4,2192059.6841,198997.1,999619.295,237271.3,1192440.3891
2024-05-31,4.99,5.015,4.867,4.984,4.988,5.015,4.867,4.984,17144,7472,9672,282191.7,1398371.9451,131277.6,651010.4596,150914.1,747361.4855
2024-06-01,4.984,4.99,4.942,4.962,4.983,4.99,4.942,4.962,8175,3009,5166,140688.9,698243.4014,54884.3,272460.394,85804.6,425783.0074
2024-06-02,4.962,4.997,4.832,4.902,4.96,4.997,4.832,4.902,16407,7309,9098,392412.4,1932547.3701,155560.1,765587.0206,236852.3,1166960.3495
2024-06-03,4.902,5.017,4.865,4.918,4.905,5.017,4.865,4.918,22760,11020,11740,518187.8,2565173.4477,254534.7,1261177.9917,263653.1,1303995.456
2024-06-04,4.918,5.05,4.888,5.021,4.917,5.05,4.888,5.021,27743,12769,14974,648495.8,3239598.5059,309165.6,1545529.8015,339330.2,1694068.7044
2024-06-05,5.021,5.093,5.0,5.072,5.024,5.093,5.0,5.072,20397,10214,10183,546658.2,2760652.2302,273201.3,1380135.7585,273456.9,1380516.4717
2024-06-06,5.072,5.08,4.905,4.986,5.072,5.08,4.905,4.986,12797,5219,7578,306897.3,1538125.7757,119298.9,598194.8611,187598.4,939930.9146
2024-06-07,4.986,5.057,4.096,4.574,4.981,5.057,4.096,4.574,49974,25368,24606,1148099.9,5324421.6059,568739.6,2624396.9162,579360.3,2700024.6897
2024-06-08,4.574,4.59,4.287,4.335,4.573,4.59,4.287,4.335,27484,16311,11173,562177.7,2482616.0537,322763.0,1426901.6407,239414.7,1055714.413
2024-06-09,4.335,4.481,4.263,4.427,4.335,4.481,4.263,4.427,11914,6468,5446,214989.2,939210.7082,108658.9,474168.8983,106330.3,465041.8099
2024-06-10,4.427,4.434,4.311,4.347,4.428,4.434,4.311,4.347,15315,5761,9554,229579.2,1004672.1352,112556.0,492489.156,117023.2,512182.9792
2024-06-11,4.347,4.361,4.021,4.113,4.348,4.361,4.021,4.113,23421,10701,12720,442899.1,1851889.9437,214409.9,895860.7962,228489.2,956029.1475
2024-06-12,4.113,4.417,4.041,4.324,4.115,4.417,4.041,4.324,35668,20168,15500,754613.6,3237846.9908,419108.3,1796106.6096,335505.3,1441740.3812
2024-06-13,4.324,4.425,4.114,4.142,4.326,4.425,4.114,4.142,20687,10211,10476,443315.6,1891037.8614,236549.7,1009588.9794,206765.9,881448.882
2024-06-14,4.142,4.211,3.85,4.026,4.149,4.211,3.85,4.026,18379,9164,9215,387367.6,1573146.8886,181907.0,738571.779,205460.6,834575.1096
2024-06-15,4.026,4.102,4.001,4.082,4.028,4.102,4.001,4.082,7634,3597,4037,143176.1,582228.2765,65150.4,265027.8797,78025.7,317200.3968
2024-06-16,4.082,4.132,4.006,4.11,4.084,4.132,4.006,4.11,9093,4632,4461,176715.4,721659.5104,87330.5,356855.6518,89384.9,364803.8586
2024-06-17,4.11,4.875,3.517,3.733,4.11,4.875,3.517,3.733,66054,34261,31793,1912698.8,7366874.5369,972389.6,3736281.0355,940309.2,3630593.5014
2024-06-18,3.733,3.744,3.167,3.52,3.731,3.744,3.167,3.52,44411,21788,22623,1160652.4,3975263.2957,578524.0,1980600.3099,582128.4,1994662.9858
2024-06-19,3.52,3.675,3.47,3.604,3.521,3.675,3.47,3.604,16350,7052,9298,385773.1,1382110.5107,188259.4,674489.2814,197513.7,707621.2293
2024-06-20,3.604,3.871,3.584,3.655,3.603,3.871,3.584,3.655,20308,10548,9760,514243.2,1921946.3091,257605.3,963439.4897,256637.9,958506.8194
2024-06-21,3.655,4.267,3.605,3.83,3.656,4.267,3.605,3.83,122095,61948,60147,3582915.3,14172871.6614,1836334.0,7263551.8329,1746581.3,6909319.8285
2024-06-22,3.83,3.879,3.617,3.644,3.829,3.879,3.617,3.644,37924,18274,19650,952575.1,3554106.604,461518.9,1721749.5727,491056.2,1832357.0313
2024-06-23,3.644,3.689,3.531,3.568,3.644,3.689,3.531,3.568,16949,7424,9525,396643.2,1440004.4832,179653.4,652165.858,216989.8,787838.6252
2024-06-24,3.568,3.64,3.33,3.565,3.57,3.64,3.33,3.565,29572,14501,15071,671481.4,2353647.4624,329573.0,1155849.4142,341908.4,1197798.0482
2024-06-25,3.565,3.674,3.542,3.636,3.565,3.674,3.542,3.636,14673,6448,8225,284355.9,1026934.8121,138631.9,500770.7288,145724.0,526164.0833
2024-06-26,3.636,3.697,3.564,3.643,3.635,3.697,3.564,3.643,16457,7928,8529,290098.2,1057853.5601,130161.0,475236.1341,159937.2,582617.426
2024-06-27,3.643,3.727,3.554,3.691,3.644,3.727,3.554,3.691,12108,5957,6151,232317.3,846290.7557,113948.4,414731.4291,118368.9,431559.3266
2024-06-28,3.691,4.136,3.66,3.73,3.692,4.136,3.66,3.73,102161,53928,48233,2866500.8,11214546.7988,1427729.9,5588303.4043,1438770.9,5626243.3945
2024-06-29,3.73,3.999,3.67,3.673,3.73,3.999,3.67,3.673,40708,22599,18109,1119835.1,4276500.8923,566926.4,2165073.82,552908.7,2111427.0723
2024-06-30,3.673,3.761,3.551,3.757,3.672,3.761,3.551,3.757,19941,7677,12264,557046.7,2040002.3509,231551.3,846548.4888,325495.4,1193453.8621
2024-07-01,3.757,3.788,3.652,3.674,3.757,3.788,3.652,3.674,11265,4517,6748,303877.3,1131305.9062,137277.7,511478.0979,166599.6,619827.8083
2024-07-02,3.674,3.741,3.621,3.684,3.677,3.741,3.621,3.684,9769,4633,5136,209722.2,773289.1741,94038.9,347064.0022,115683.3,426225.1719
2024-07-03,3.684,3.698,3.469,3.512,3.685,3.698,3.469,3.512,10580,5143,5437,263601.2,939018.5919,127891.3,455791.0942,135709.9,483227.4977
2024-07-04,3.512,3.54,3.148,3.169,3.514,3.54,3.148,3.169,16706,8575,8131,516265.3,1722222.8157,248532.3,827673.0908,267733.0,894549.7249
2024-07-05,3.169,3.173,2.713,3.045,3.169,3.173,2.713,3.045,42101,21169,20932,1320255.0,3834219.7119,656961.4,1906629.2711,663293.6,1927590.4408
2024-07-06,3.045,3.274,3.021,3.246,3.044,3.274,3.021,3.246,12033,5170,6863,352020.2,1105617.1345,166533.7,522366.1669,185486.5,583250.9676
2024-07-07,3.246,3.295,3.025,3.046,3.248,3.295,3.025,3.046,14849,8037,6812,515645.6,1644667.1364,261568.8,834915.7813,254076.8,809751.3551
2024-07-08,3.046,3.278,2.902,3.154,3.047,3.278,2.902,3.154,18180,8665,9515,618460.7,1928448.8011,296846.4,925488.3038,321614.3,1002960.4973
2024-07-09,3.154,3.282,3.122,3.266,3.153,3.282,3.122,3.266,9257,4146,5111,303161.4,974280.6652,151274.3,486053.0449,151887.1,488227.6203
2024-07-10,3.266,3.342,3.221,3.323,3.27,3.342,3.221,3.323,7852,4714,3138,239255.4,787557.7639,123539.4,406627.4588,115716.0,380930.3051
2024-07-11,3.323,3.412,3.247,3.269,3.32,3.412,3.247,3.269,11204,5074,6130,379297.2,1260649.8518,186488.2,619802.6241,192809.0,640847.2277
2024-07-12,3.269,3.352,3.209,3.341,3.269,3.352,3.209,3.341,8561,5131,3430,267171.7,879744.782,149529.7,492904.2323,117642.0,386840.5497
2024-07-13,3.341,3.53,3.331,3.491,3.34,3.53,3.331,3.491,11691,5850,5841,366478.6,1245579.2899,185196.7,629786.3475,181281.9,615792.9424
2024-07-14,3.491,4.008,3.452,3.786,3.491,4.008,3.452,3.786,104581,54100,50481,4450503.8,16657255.4553,2258430.0,8452880.9532,2192073.8,8204374.5021
2024-07-15,3.786,3.909,3.741,3.892,3.784,3.909,3.741,3.892,29513,14264,15249,1146604.9,4398269.6698,571723.5,2193361.6856,574881.4,2204907.9842
2024-07-16,3.892,3.904,3.664,3.827,3.887,3.904,3.664,3.827,21025,8089,12936,647753.3,2454199.4811,281872.9,1068005.3204,365880.4,1386194.1607
2024-07-17,3.827,3.915,3.743,3.799,3.825,3.915,3.743,3.799,17967,8511,9456,545351.4,2102042.7782,241364.3,930587.466,303987.1,1171455.3122
2024-07-18,3.799,3.918,3.677,3.829,3.799,3.918,3.677,3.829,16636,8197,8439,563625.7,2150818.6719,267339.4,1019289.1378,296286.3,1131529.5341
2024-07-19,3.829,3.94,3.736,3.932,3.834,3.94,3.736,3.932,13138,6998,6140,340749.0,1311126.4255,167176.9,644249.7004,173572.1,666876.7251
2024-07-20,3.932,3.936,3.856,3.919,3.93,3.936,3.856,3.919,7389,3636,3753,186324.0,727456.3224,87436.9,341544.6936,98887.1,385911.6288
