TIMESTAMP,BWT35816_OPEN_PRICE_USD,BWT35816_HIGH_PRICE_USD,BWT35816_LOW_PRICE_USD,BWT35816_CLOSE_PRICE_USD,BWT35816_VOLUME_USD,BWT35816_DIVIDENDS_USD,BWT35816_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.0013330000219866633,0.0013330000219866633,0.0013330000219866633,0.0013330000219866633,4109,0.0,0.0
2025-04-02 00:00:00+00:00,0.0013330000219866633,0.0013330000219866633,0.0004349999944679439,0.0007769999792799354,1530653,0.0,0.0
2025-04-03 00:00:00+00:00,0.0007769999792799354,0.0007890000124461949,0.00011500000255182385,0.00015700000221841037,661550,0.0,0.0
2025-04-04 00:00:00+00:00,0.00015700000221841037,0.00023499999952036887,0.00014899999951012433,0.0001829999964684248,2194181,0.0,0.0
2025-04-05 00:00:00+00:00,0.0001829999964684248,0.00019099999917671084,0.00011600000289035961,0.0001230000052601099,1064867,0.0,0.0
2025-04-06 00:00:00+00:00,0.0001230000052601099,0.00015799999528098851,0.0001049999991664663,0.00014099999680183828,2114062,0.0,0.0
2025-04-07 00:00:00+00:00,0.00014099999680183828,0.00017800000205170363,0.00013600000238511711,0.00013899999612476677,4404463,0.0,0.0
2025-04-08 00:00:00+00:00,0.00013899999612476677,0.00014099999680183828,6.900000153109431e-05,7.200000254670158e-05,1902171,0.0,0.0
2025-04-09 00:00:00+00:00,7.200000254670158e-05,0.00011100000119768083,3.7000001611886546e-05,4.600000102072954e-05,2631778,0.0,0.0
2025-04-10 00:00:00+00:00,4.600000102072954e-05,0.00014699999883305281,4.600000102072954e-05,0.0001230000052601099,1349111,0.0,0.0
2025-04-11 00:00:00+00:00,0.0001230000052601099,0.0001230000052601099,6.0999998822808266e-05,6.199999916134402e-05,1090204,0.0,0.0
2025-04-12 00:00:00+00:00,6.199999916134402e-05,6.199999916134402e-05,1.8000000636675395e-05,2.2000000171829015e-05,1756610,0.0,0.0
2025-04-13 00:00:00+00:00,2.2000000171829015e-05,2.8000000384054147e-05,1.4999999621068127e-05,1.8000000636675395e-05,1502700,0.0,0.0
2025-04-14 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.4000000192027073e-05,1.5999999959603883e-05,1483670,0.0,0.0
2025-04-15 00:00:00+00:00,1.5999999959603883e-05,2.300000051036477e-05,7.999999979801942e-06,9.000000318337698e-06,1907737,0.0,0.0
2025-04-16 00:00:00+00:00,9.000000318337698e-06,1.4999999621068127e-05,9.000000318337698e-06,9.999999747378752e-06,1458251,0.0,0.0
2025-04-17 00:00:00+00:00,9.999999747378752e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,842924,0.0,0.0
2025-04-18 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,955792,0.0,0.0
2025-04-19 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,1002773,0.0,0.0
2025-04-20 00:00:00+00:00,3.000000106112566e-06,9.000000318337698e-06,1.9999999949504854e-06,1.9999999949504854e-06,1267648,0.0,0.0
2025-04-21 00:00:00+00:00,1.9999999949504854e-06,4.999999873689376e-06,9.999999974752427e-07,9.999999974752427e-07,1483752,0.0,0.0
2025-04-22 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,2022066,0.0,0.0
2025-04-23 00:00:00+00:00,9.999999974752427e-07,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,2784925,0.0,0.0
2025-04-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,2483775,0.0,0.0
2025-04-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2733391,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,2289490,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,1501333,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,2822435,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,1753670,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,1655605,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,1476367,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,2212013,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,906018,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,1210198,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,1561277,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,1399567,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,1328277,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,5177992,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,6073613,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,4584347,0.0,0.0
2025-05-11 00:00:00+00:00,,,,0.0,3882586,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,6379222,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,4027068,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,2791380,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,2833654,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,1495305,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,1501460,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,2352873,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,1769859,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,1689469,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,2493989,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,3017546,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,3504011,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,1177924,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,1642418,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,1431888,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,1664039,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,1397356,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,9289589,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,2916250,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,1651418,0.0,0.0
2025-06-01 00:00:00+00:00,7.66801986490373e-13,8.75109013032116e-13,2.8540800907535246e-13,2.989568499440348e-13,796225,0.0,0.0
