TIMESTAMP,KIMIAI_OPEN_PRICE_USD,KIMIAI_HIGH_PRICE_USD,KIMIAI_LOW_PRICE_USD,KIMIAI_CLOSE_PRICE_USD,KIMIAI_VOLUME_USD,KIMIAI_DIVIDENDS_USD,KIMIAI_STOCK_SPLITS_USD
2025-04-15 00:00:00+00:00,,,,0.0,23,0.0,0.0
