TIMESTAMP,KINE_OPEN_PRICE_USD,KINE_HIGH_PRICE_USD,KINE_LOW_PRICE_USD,KINE_CLOSE_PRICE_USD,KINE_VOLUME_USD,KINE_DIVIDENDS_USD,KINE_STOCK_SPLITS_USD
2021-03-12 00:00:00+00:00,4.041932106018066,4.1962971687316895,3.2501649856567383,3.4925589561462402,39103985,0.0,0.0
2021-03-13 00:00:00+00:00,3.492558002471924,4.115748882293701,3.492558002471924,3.9041879177093506,5431629,0.0,0.0
2021-03-14 00:00:00+00:00,3.904184103012085,6.719951152801514,3.8914759159088135,6.628087043762207,1182413,0.0,0.0
2021-03-15 00:00:00+00:00,6.62802791595459,7.3319091796875,4.325456142425537,4.59309196472168,23439266,0.0,0.0
2021-03-16 00:00:00+00:00,4.5950188636779785,4.763093948364258,4.054872989654541,4.1206560134887695,18633900,0.0,0.0
2021-03-17 00:00:00+00:00,4.119772911071777,4.203763008117676,3.877305030822754,3.9124679565429688,12662151,0.0,0.0
2021-03-18 00:00:00+00:00,3.914273977279663,4.589932918548584,3.914273977279663,4.496726989746094,13525816,0.0,0.0
2021-03-19 00:00:00+00:00,4.476659774780273,5.300283908843994,4.25017786026001,4.802478790283203,23498413,0.0,0.0
2021-03-20 00:00:00+00:00,4.8037519454956055,5.984312057495117,4.722133159637451,5.336194038391113,24178693,0.0,0.0
2021-03-21 00:00:00+00:00,5.296751022338867,5.698723793029785,4.751983165740967,4.969480037689209,18102611,0.0,0.0
2021-03-22 00:00:00+00:00,4.977948188781738,5.635067939758301,4.755839824676514,4.891354084014893,18388500,0.0,0.0
2021-03-23 00:00:00+00:00,4.891743183135986,5.22360897064209,4.524927139282227,4.9538068771362305,18428015,0.0,0.0
2021-03-24 00:00:00+00:00,4.951900959014893,5.436985015869141,4.811153888702393,4.813868999481201,12917836,0.0,0.0
2021-03-25 00:00:00+00:00,4.814948081970215,4.814948081970215,4.262762069702148,4.332452774047852,25916492,0.0,0.0
2021-03-26 00:00:00+00:00,4.321479797363281,4.6548051834106445,4.309675216674805,4.492927074432373,21954053,0.0,0.0
2021-03-27 00:00:00+00:00,4.508213043212891,5.105279922485352,4.38566780090332,4.639081001281738,39514860,0.0,0.0
2021-03-28 00:00:00+00:00,4.632274150848389,4.982347011566162,4.492919921875,4.604312896728516,30201781,0.0,0.0
2021-03-29 00:00:00+00:00,4.604011058807373,4.962061882019043,4.60382080078125,4.733158111572266,25909001,0.0,0.0
2021-03-30 00:00:00+00:00,4.729043006896973,4.872848987579346,4.614126205444336,4.65661096572876,24433932,0.0,0.0
2021-03-31 00:00:00+00:00,4.6560587882995605,4.69964599609375,4.321751117706299,4.423157215118408,26531720,0.0,0.0
2021-04-01 00:00:00+00:00,4.420004844665527,4.875265121459961,4.418811798095703,4.539440155029297,25105204,0.0,0.0
