TIMESTAMP,ALA12649_OPEN_PRICE_USD,ALA12649_HIGH_PRICE_USD,ALA12649_LOW_PRICE_USD,ALA12649_CLOSE_PRICE_USD,ALA12649_VOLUME_USD,ALA12649_DIVIDENDS_USD,ALA12649_STOCK_SPLITS_USD
2021-10-13 00:00:00+00:00,1.3049750328063965,1.404798984527588,1.2333869934082031,1.2852619886398315,0,0.0,0.0
2021-10-14 00:00:00+00:00,1.2853209972381592,1.3328299522399902,1.2607450485229492,1.30561101436615,0,0.0,0.0
2021-10-15 00:00:00+00:00,1.305264949798584,1.342695951461792,1.2087730169296265,1.2487260103225708,0,0.0,0.0
2021-10-16 00:00:00+00:00,1.2475990056991577,1.2968699932098389,1.2276769876480103,1.2764259576797485,0,0.0,0.0
2021-10-17 00:00:00+00:00,1.2768700122833252,1.2803230285644531,1.1586060523986816,1.197864055633545,0,0.0,0.0
2021-10-18 00:00:00+00:00,1.1974999904632568,1.267408013343811,1.1787910461425781,1.2265410423278809,0,0.0,0.0
2021-10-19 00:00:00+00:00,1.2254010438919067,1.2512379884719849,1.1761540174484253,1.2106720209121704,0,0.0,0.0
2021-10-20 00:00:00+00:00,1.2116780281066895,1.2535419464111328,1.1792370080947876,1.2365200519561768,0,0.0,0.0
2021-10-21 00:00:00+00:00,1.236806035041809,1.2677149772644043,1.1652350425720215,1.1809970140457153,0,0.0,0.0
2021-10-22 00:00:00+00:00,1.1827809810638428,1.4089239835739136,1.1781220436096191,1.3126989603042603,0,0.0,0.0
2021-10-23 00:00:00+00:00,1.311100959777832,1.3862260580062866,1.2648169994354248,1.3361610174179077,0,0.0,0.0
2021-10-24 00:00:00+00:00,1.3369250297546387,1.374953031539917,1.2657639980316162,1.3002309799194336,0,0.0,0.0
2021-10-25 00:00:00+00:00,1.3010900020599365,1.4210859537124634,1.2706609964370728,1.366237998008728,0,0.0,0.0
2021-10-26 00:00:00+00:00,1.3666659593582153,1.4770959615707397,1.296489953994751,1.356091022491455,0,0.0,0.0
2021-10-27 00:00:00+00:00,1.3550260066986084,1.4326469898223877,1.1016210317611694,1.1964340209960938,0,0.0,0.0
2021-10-28 00:00:00+00:00,1.2014379501342773,1.315127968788147,1.1720709800720215,1.2884689569473267,0,0.0,0.0
2021-10-29 00:00:00+00:00,1.288444995880127,1.4485960006713867,1.277974009513855,1.3861000537872314,0,0.0,0.0
2021-10-30 00:00:00+00:00,1.3882989883422852,2.3919949531555176,1.3171190023422241,1.9709409475326538,0,0.0,0.0
2021-10-31 00:00:00+00:00,1.9207210540771484,2.1692240238189697,1.5144840478897095,1.5704619884490967,0,0.0,0.0
2021-11-01 00:00:00+00:00,1.570801019668579,1.9176779985427856,1.5243580341339111,1.684121012687683,0,0.0,0.0
