TIMESTAMP,EMYC_OPEN_PRICE_USD,EMYC_HIGH_PRICE_USD,EMYC_LOW_PRICE_USD,EMYC_CLOSE_PRICE_USD,EMYC_VOLUME_USD,EMYC_DIVIDENDS_USD,EMYC_STOCK_SPLITS_USD
2025-03-12 00:00:00+00:00,0.046362001448869705,0.046459998935461044,0.040056001394987106,0.043476998805999756,1184781,0.0,0.0
2025-03-13 00:00:00+00:00,0.04348500072956085,0.04401100054383278,0.04032000154256821,0.04123400151729584,1195994,0.0,0.0
2025-03-14 00:00:00+00:00,0.04127199947834015,0.04247500002384186,0.04071500152349472,0.04228900000452995,1197573,0.0,0.0
2025-03-15 00:00:00+00:00,0.04227200150489807,0.042869001626968384,0.04067299887537956,0.04131900146603584,1111870,0.0,0.0
2025-03-16 00:00:00+00:00,0.04124100133776665,0.04161699861288071,0.03948099911212921,0.04006899893283844,1108431,0.0,0.0
2025-03-17 00:00:00+00:00,0.040112998336553574,0.04055500030517578,0.03884999826550484,0.03929999843239784,787133,0.0,0.0
2025-03-18 00:00:00+00:00,0.03929400071501732,0.03953700140118599,0.03745799884200096,0.03776000067591667,522933,0.0,0.0
2025-03-19 00:00:00+00:00,0.03776799887418747,0.0385500006377697,0.03699300065636635,0.03834199905395508,868761,0.0,0.0
2025-03-20 00:00:00+00:00,0.03834199905395508,0.04024900123476982,0.03777400031685829,0.03907499834895134,1380938,0.0,0.0
2025-03-21 00:00:00+00:00,0.039076998829841614,0.039156001061201096,0.036646999418735504,0.037728000432252884,1265415,0.0,0.0
2025-03-22 00:00:00+00:00,0.037728000432252884,0.037735000252723694,0.03389500081539154,0.03527899831533432,1237410,0.0,0.0
2025-03-23 00:00:00+00:00,0.03527899831533432,0.03587400168180466,0.03161799907684326,0.032152000814676285,1198975,0.0,0.0
2025-03-24 00:00:00+00:00,0.03215400129556656,0.032319001853466034,0.030951999127864838,0.031697001308202744,1101832,0.0,0.0
2025-03-25 00:00:00+00:00,0.031697001308202744,0.03217900171875954,0.031390998512506485,0.03178299963474274,1111462,0.0,0.0
2025-03-26 00:00:00+00:00,0.031773000955581665,0.03181999921798706,0.02734999917447567,0.029628999531269073,1074927,0.0,0.0
2025-03-27 00:00:00+00:00,0.029628999531269073,0.030108999460935593,0.02532700076699257,0.02574400044977665,962821,0.0,0.0
2025-03-28 00:00:00+00:00,0.025710999965667725,0.03715100139379501,0.024543000385165215,0.03209700062870979,1352065,0.0,0.0
2025-03-29 00:00:00+00:00,0.03210199996829033,0.038683999329805374,0.032017000019550323,0.032593999058008194,1077174,0.0,0.0
2025-03-30 00:00:00+00:00,0.032600998878479004,0.032937999814748764,0.03195900097489357,0.032017000019550323,1294283,0.0,0.0
2025-03-31 00:00:00+00:00,0.03200399875640869,0.03240400180220604,0.030326999723911285,0.031201999634504318,1073796,0.0,0.0
2025-04-01 00:00:00+00:00,0.03120799921452999,0.03215700015425682,0.03052300028502941,0.03083599917590618,963312,0.0,0.0
2025-04-02 00:00:00+00:00,0.03084399923682213,0.031005999073386192,0.030059000477194786,0.030302999541163445,1067593,0.0,0.0
2025-04-03 00:00:00+00:00,0.03030500002205372,0.03070100024342537,0.02997400052845478,0.03056900016963482,962582,0.0,0.0
2025-04-04 00:00:00+00:00,0.03056200034916401,0.030750000849366188,0.029675999656319618,0.030293000862002373,762679,0.0,0.0
2025-04-05 00:00:00+00:00,0.030293000862002373,0.030378000810742378,0.029387999325990677,0.029673000797629356,852541,0.0,0.0
2025-04-06 00:00:00+00:00,0.029680000618100166,0.029781000688672066,0.02027300000190735,0.022964999079704285,794769,0.0,0.0
2025-04-07 00:00:00+00:00,0.022964999079704285,0.023096000775694847,0.01694599911570549,0.01799199916422367,1216389,0.0,0.0
