,XRP
CSC,1.1542581195101264e-10
BTS,2.80001179804347e-07
DOGE,3.8486132467627905e-07
LTC,4.692971163331483e-05
OPAL,5.9750587940644726e-05
BTC,8.699296881572806e-05
ETH,0.00011807709821853343
NXT,0.00018624964425999134
QTUM,0.0003559970121430568
USDT,0.0005684123462504711
BAT,0.0016641419867638291
EUC,0.001753661597456682
LTCR,0.0023281074476603283
RBT,0.002438311870355264
IMS,0.003199733528659486
SC,0.00324834921118244
JLP,0.004192614542258323
XPY,0.004884908677782374
RRT,0.005625288473612098
DASH,0.005673325625349441
MOTO,0.005883044599410101
XLM,0.005934122863090756
NETKO,0.007195154004256035
GBYTE,0.007198551864126285
QBC,0.007238398858949977
PHR,0.008295693687198548
WGR,0.011519037294387684
CAB,0.013691139845075731
SPR,0.015654771599657634
EDRC,0.016222751713793383
BTB,0.019351362373486735
XEM,0.02180266587463749
WBB,0.021888826407093578
BCDN,0.023324490429426702
DGB,0.0240107297325843
HMQ,0.025506937347190433
SWING,0.02624558041068292
ENT,0.026646799903064886
FRN,0.028572896218748377
DIME,0.02913760142530335
ANT,0.030607943652035913
POST,0.03089061580293169
NAV,0.0319754271673919
EVIL,0.032300978885767134
SIGNA,0.03620967791131654
IBANK,0.04119859651180421
ADZ,0.043313334213725165
XMR,0.051104793928641465
CF,0.052666513374848484
ICOB,0.055434371729095176
PIVX,0.06341248296877551
VEC2,0.06464656702609403
ZCL,0.06490072999783128
TECH,0.06512703297351524
XDN,0.06633752003925963
VIDZ,0.06692106959561929
BLU,0.06763599797663725
ICON,0.06825019641376379
IFC,0.06834074094923206
KOBO,0.07270417679698117
ZET,0.07645857450656475
GNO,0.07766295172177246
NOBL,0.08241032664434635
RLC,0.08353301678023328
CJ,0.08468051713597026
UNIT,0.08697839912555184
XMS,0.08866807406643508
BITS,0.09273658791634279
VLT,0.09344617171880917
PKB,0.09691406830046585
GRS,0.10039425686406254
AMS,0.10827591884010504
TAJ,0.11015094559764142
WAVES,0.11109596768882
CARBON,0.11594884434344806
EQB,0.11652582210817614
SXC,0.12665606234537374
GAS,0.12766847659980426
LSK,0.13609409488763283
ACES,0.14119399472335656
KURT,0.14560148350645377
WDC,0.1477770302707443
RBY,0.1480512900793287
ALIAS,0.1558851295801754
BERN,0.1561475364704936
ARGUS,0.15967639890921326
PXI,0.1661244975490775
PXC,0.16948032664389212
TRST,0.17282549321022833
START,0.17330350531761474
2GIVE,0.18577613256261002
ZUR,0.18626612604847992
DCT,0.18753024783015199
PTOY,0.18776764545371824
C2,0.19474229002831106
DCR,0.20022194046243452
SKR,0.20957832237599597
ZEC,0.21655449442976002
ARK,0.2165555409941597
ZOOM,0.22288197498766174
CREVA,0.23028172184050605
HBD,0.23614721731936011
ZYD,0.2459421187940734
MAY,0.24935346306968892
DEM,0.2506040163355523
XCP,0.25889509894932144
MONA,0.26761101466657156
AV,0.2792676776268322
SANDG,0.2809224712831246
MST,0.28295778991550014
PUT,0.2944498603204304
MAID,0.3024315960561251
KMD,0.3033646173204148
ETC,0.3090550197015297
SWT,0.31146893777599016
VTC,0.31808157083305655
XBC,0.333185980796881
FIRO,0.3645342833879374
EFL,0.3877323683862505
XTO,0.3896664831998612
NEWB,0.3908260145498694
OZO,0.4021697117853761
NXS,0.4055600388610695
PZM,0.410377769115734
ZEN,0.4165610016109625
AMBER,0.42189884372702874
WYZ,0.4227676977230472
LAMB,0.4277294703458729
SKULL,0.4375941218570404
LUNC,0.4408453210169683
SYS,0.4447867955089771
BLK,0.47804601223157833
STEEM,0.4952479657566263
SNRG,0.5146938943428011
CRW,0.5159171796084162
CKC,0.526725902470825
IOTA,0.5349400260531854
LBC,0.5365493435346007
BOLI,0.5493324815205056
LANA,0.5553636194179352
ACOIN,0.5557343506296488
DCY,0.6039994529763161
IRL,0.6097573920436709
MCN,0.6334930610478101
XHI,0.6341489436218587
HVCO,0.6397336997566951
TAB,0.6403242887010634
XQN,0.6435231946869763
AE,0.648373339620241
PLU,0.6667753919668896
COOL,0.6699925101647481
FTC,0.6703272766029447
TES,0.6708383614728758
ZENI,0.6731562562092179
FOREX,0.6825200277113527
BCN,0.6849862211006432
BLAZR,0.6857821113616883
HUSH,0.6920687666034743
BTCS,0.697775425580765
NMC,0.7203649712312091
CYT,0.741352611266677
AXIOM,0.7421817258841054
WINGS,0.7481760318152261
CANN,0.7580543794236163
LDOGE,0.7591438532195148
KIN,0.768757518984015
LMC,0.7697453013902503
SILK,0.7943273446224929
PPC,0.8150335716711883
XPM,0.8194561681227425
FRC,0.8260756846773634
NVC,0.82868561234473
XPTX,0.8394050515088307
CLOAK,0.8397041095647894
XWC,0.8400413805856187
NEVA,0.8474683183908662
WC,0.8501430972831161
QTZ,0.8517581779439938
ADC,0.8587596244742006
VERI,0.8623787762241187
