TIMESTAMP,KILT_OPEN_PRICE_USD,KILT_HIGH_PRICE_USD,KILT_LOW_PRICE_USD,KILT_CLOSE_PRICE_USD,KILT_VOLUME_USD,KILT_DIVIDENDS_USD,KILT_STOCK_SPLITS_USD
2021-11-25 00:00:00+00:00,10.489622116088867,13.488765716552734,9.509870529174805,10.055917739868164,22410969,0.0,0.0
2021-11-26 00:00:00+00:00,12.411896705627441,13.17321491241455,9.611309051513672,11.459779739379883,7967555,0.0,0.0
2021-11-27 00:00:00+00:00,11.45820140838623,11.93381404876709,9.069150924682617,9.309469223022461,3960848,0.0,0.0
2021-11-28 00:00:00+00:00,9.310221672058105,9.440712928771973,7.759306907653809,8.850419044494629,4188481,0.0,0.0
2021-11-29 00:00:00+00:00,8.849109649658203,10.199762344360352,8.60644817352295,9.80268669128418,3805794,0.0,0.0
2021-11-30 00:00:00+00:00,9.800149917602539,10.01106071472168,8.518531799316406,9.305898666381836,5750473,0.0,0.0
2021-12-01 00:00:00+00:00,9.304657936096191,9.500019073486328,8.28219985961914,8.28219985961914,6122075,0.0,0.0
2021-12-02 00:00:00+00:00,8.260371208190918,8.50068187713623,7.625319957733154,8.020915031433105,6336145,0.0,0.0
2021-12-03 00:00:00+00:00,7.995141983032227,8.31814193725586,6.883036136627197,7.365347862243652,5455462,0.0,0.0
2021-12-04 00:00:00+00:00,7.365149021148682,7.553531169891357,6.261270999908447,6.432562828063965,3579203,0.0,0.0
2021-12-05 00:00:00+00:00,6.43843412399292,6.571926116943359,5.569530010223389,5.709231853485107,2236621,0.0,0.0
2021-12-06 00:00:00+00:00,5.709575176239014,5.930078029632568,3.717133045196533,5.141934871673584,4094250,0.0,0.0
2021-12-07 00:00:00+00:00,5.143009185791016,5.605103969573975,4.952923774719238,5.271632194519043,2180984,0.0,0.0
2021-12-08 00:00:00+00:00,5.271498203277588,6.378579139709473,5.043907165527344,6.323413848876953,3507904,0.0,0.0
2021-12-09 00:00:00+00:00,6.3490800857543945,7.285274982452393,5.447700023651123,5.723467826843262,3802887,0.0,0.0
2021-12-10 00:00:00+00:00,5.724308967590332,5.89035701751709,4.742354869842529,5.070846080780029,2605159,0.0,0.0
2021-12-11 00:00:00+00:00,5.070560932159424,5.256136894226074,4.845833778381348,5.134692192077637,1005995,0.0,0.0
2021-12-12 00:00:00+00:00,5.115077018737793,5.267650127410889,4.8602142333984375,5.118476867675781,873421,0.0,0.0
2021-12-13 00:00:00+00:00,5.123448848724365,5.138672828674316,4.384466171264648,4.491228103637695,1330012,0.0,0.0
2021-12-14 00:00:00+00:00,4.513176918029785,4.6668291091918945,4.2175469398498535,4.226847171783447,1441062,0.0,0.0
2021-12-15 00:00:00+00:00,4.226648807525635,4.769357204437256,3.9724369049072266,4.695756912231445,1592791,0.0,0.0
2021-12-16 00:00:00+00:00,4.695662975311279,5.221528053283691,4.3731689453125,4.475124835968018,1287079,0.0,0.0
2021-12-17 00:00:00+00:00,4.4753851890563965,4.493317127227783,3.886626958847046,4.171867847442627,1468787,0.0,0.0
2021-12-18 00:00:00+00:00,4.185060024261475,4.272126197814941,4.034488201141357,4.131810188293457,650908,0.0,0.0
2021-12-19 00:00:00+00:00,4.1315999031066895,4.222074031829834,4.09648323059082,4.132934093475342,611384,0.0,0.0
2021-12-20 00:00:00+00:00,4.132190227508545,4.337981224060059,4.048093795776367,4.223270893096924,1028443,0.0,0.0
2021-12-21 00:00:00+00:00,4.223466873168945,5.616271018981934,4.197347164154053,5.260132789611816,2827805,0.0,0.0
2021-12-22 00:00:00+00:00,5.225934028625488,5.631389141082764,4.9589009284973145,5.099061965942383,1720655,0.0,0.0
2021-12-23 00:00:00+00:00,5.098872184753418,5.254677772521973,4.659521102905273,5.100494861602783,1788551,0.0,0.0
2021-12-24 00:00:00+00:00,5.100772857666016,5.194169998168945,4.876709938049316,4.881989002227783,1168592,0.0,0.0
2021-12-25 00:00:00+00:00,4.882019996643066,4.992189884185791,4.430599212646484,4.879695892333984,1390849,0.0,0.0
2021-12-26 00:00:00+00:00,4.879786014556885,4.9277567863464355,4.542794227600098,4.86723518371582,1418677,0.0,0.0
2021-12-27 00:00:00+00:00,4.8668928146362305,5.057287216186523,4.416018962860107,4.6452178955078125,2879142,0.0,0.0
2021-12-28 00:00:00+00:00,4.645676136016846,4.665349960327148,4.197147846221924,4.255543231964111,2196560,0.0,0.0
2021-12-29 00:00:00+00:00,4.255302906036377,4.378554821014404,4.089700222015381,4.152635097503662,1049319,0.0,0.0
2021-12-30 00:00:00+00:00,4.152845859527588,4.165238857269287,3.900156021118164,3.964755058288574,1034921,0.0,0.0
2021-12-31 00:00:00+00:00,3.9648959636688232,4.419402122497559,3.927992105484009,4.279181003570557,1247772,0.0,0.0
2022-01-01 00:00:00+00:00,4.279325008392334,4.308133125305176,4.090000152587891,4.181351184844971,834944,0.0,0.0
2022-01-02 00:00:00+00:00,4.181333065032959,4.2405548095703125,4.120391845703125,4.208807945251465,688606,0.0,0.0
2022-01-03 00:00:00+00:00,4.208807945251465,4.480249881744385,4.062279224395752,4.210846900939941,2080637,0.0,0.0
2022-01-04 00:00:00+00:00,4.210838794708252,4.288441181182861,4.1465888023376465,4.220891952514648,1255133,0.0,0.0
2022-01-05 00:00:00+00:00,4.220891952514648,4.415369987487793,3.95845890045166,4.031269073486328,1435359,0.0,0.0
2022-01-06 00:00:00+00:00,4.031138896942139,4.057186126708984,3.309999942779541,3.761883020401001,1799848,0.0,0.0
2022-01-07 00:00:00+00:00,3.7620019912719727,3.7782649993896484,3.051882028579712,3.2140989303588867,1538767,0.0,0.0
2022-01-08 00:00:00+00:00,3.1800129413604736,3.424294948577881,2.9889719486236572,3.0473740100860596,1080608,0.0,0.0
2022-01-09 00:00:00+00:00,3.0473740100860596,3.2852489948272705,2.942500114440918,3.1583669185638428,993556,0.0,0.0
2022-01-10 00:00:00+00:00,3.158911943435669,3.2614710330963135,2.725332021713257,2.909856081008911,1366175,0.0,0.0
2022-01-11 00:00:00+00:00,2.9097659587860107,3.019404888153076,2.803018093109131,2.9589788913726807,1276049,0.0,0.0
2022-01-12 00:00:00+00:00,2.9588730335235596,3.367141008377075,2.8944320678710938,3.3406050205230713,946794,0.0,0.0
2022-01-13 00:00:00+00:00,3.350649118423462,3.3836989402770996,2.9396090507507324,3.0116469860076904,892392,0.0,0.0
2022-01-14 00:00:00+00:00,3.0065829753875732,3.3035829067230225,2.9221808910369873,3.200906991958618,1044212,0.0,0.0
2022-01-15 00:00:00+00:00,3.200777053833008,3.5979719161987305,3.148961067199707,3.4209249019622803,912255,0.0,0.0
2022-01-16 00:00:00+00:00,3.421082019805908,3.5055789947509766,3.1302640438079834,3.1998419761657715,882514,0.0,0.0
