TIMESTAMP,CHIDO_OPEN_PRICE_USD,CHIDO_HIGH_PRICE_USD,CHIDO_LOW_PRICE_USD,CHIDO_CLOSE_PRICE_USD,CHIDO_VOLUME_USD,CHIDO_DIVIDENDS_USD,CHIDO_STOCK_SPLITS_USD
2024-06-24 00:00:00+00:00,0.00022400000307243317,0.0002849999873433262,0.00015500000154133886,0.0001740000006975606,53556,0.0,0.0
2024-06-25 00:00:00+00:00,0.0001740000006975606,0.0001880000054370612,0.0001320000010309741,0.00015199999324977398,18138,0.0,0.0
2024-06-26 00:00:00+00:00,0.00015199999324977398,0.00018400000408291817,0.00013699999544769526,0.00013699999544769526,18282,0.0,0.0
2024-06-27 00:00:00+00:00,0.00013699999544769526,0.00016900000628083944,0.00011200000153621659,0.00016500000492669642,15384,0.0,0.0
2024-06-28 00:00:00+00:00,0.00016500000492669642,0.00016500000492669642,0.00011700000322889537,0.00011700000322889537,11104,0.0,0.0
2024-06-29 00:00:00+00:00,0.00011700000322889537,0.00016900000628083944,0.00011200000153621659,0.0001320000010309741,12527,0.0,0.0
2024-06-30 00:00:00+00:00,0.0001320000010309741,0.00013299999409355223,9.899999713525176e-05,0.00011300000187475234,7522,0.0,0.0
2024-07-01 00:00:00+00:00,0.00011300000187475234,0.00023799999326001853,0.00010199999815085903,0.0001900000061141327,57268,0.0,0.0
2024-07-02 00:00:00+00:00,0.0001900000061141327,0.00020300000323913991,0.0001320000010309741,0.00014000000373926014,17100,0.0,0.0
2024-07-03 00:00:00+00:00,0.00014000000373926014,0.00015100000018719584,0.00011999999696854502,0.00012599999899975955,9114,0.0,0.0
2024-07-04 00:00:00+00:00,0.00012599999899975955,0.00013899999612476677,0.0001049999991664663,0.00011000000085914508,9562,0.0,0.0
2024-07-05 00:00:00+00:00,0.00011000000085914508,0.0001140000022132881,9.600000339560211e-05,0.00010800000018207356,6409,0.0,0.0
2024-07-06 00:00:00+00:00,0.00010800000018207356,0.0001740000006975606,0.00010599999950500205,0.00013099999341648072,21555,0.0,0.0
2024-07-07 00:00:00+00:00,0.00013099999341648072,0.00043200000072829425,0.00013099999341648072,0.00031900001340545714,103365,0.0,0.0
2024-07-08 00:00:00+00:00,0.00031900001340545714,0.0004199999966658652,0.0002460000105202198,0.000311999989207834,95894,0.0,0.0
2024-07-09 00:00:00+00:00,0.000311999989207834,0.000311999989207834,0.00017699999443721026,0.00020300000323913991,50603,0.0,0.0
2024-07-10 00:00:00+00:00,0.0001990000018849969,0.0001990000018849969,0.00014400000509340316,0.00015700000221841037,22513,0.0,0.0
2024-07-11 00:00:00+00:00,0.00015700000221841037,0.0001630000042496249,0.00012799999967683107,0.00013600000238511711,11757,0.0,0.0
2024-07-12 00:00:00+00:00,0.00013600000238511711,0.00014200000441633165,0.00011500000255182385,0.00011999999696854502,9744,0.0,0.0
2024-07-13 00:00:00+00:00,0.00011999999696854502,0.0001500000071246177,9.999999747378752e-05,0.00011899999663000926,14883,0.0,0.0
2024-07-14 00:00:00+00:00,0.00011899999663000926,0.00013699999544769526,0.00011500000255182385,0.00011600000289035961,6463,0.0,0.0
2024-07-15 00:00:00+00:00,0.00011600000289035961,0.0001250000059371814,0.00011000000085914508,0.00011800000356743112,6012,0.0,0.0
2024-07-16 00:00:00+00:00,0.00011800000356743112,0.0001539999939268455,9.999999747378752e-05,0.00011000000085914508,21847,0.0,0.0
2024-07-17 00:00:00+00:00,0.00011000000085914508,0.00011700000322889537,8.800000068731606e-05,9.699999645818025e-05,7468,0.0,0.0
2024-07-18 00:00:00+00:00,9.699999645818025e-05,0.00010299999848939478,9.40000027185306e-05,9.500000305706635e-05,3907,0.0,0.0
2024-07-19 00:00:00+00:00,9.500000305706635e-05,0.00011899999663000926,8.600000001024455e-05,9.7999996796716e-05,13622,0.0,0.0
2024-07-20 00:00:00+00:00,9.7999996796716e-05,0.00013499999477062374,8.900000102585182e-05,9.699999645818025e-05,9229,0.0,0.0
2024-07-21 00:00:00+00:00,9.699999645818025e-05,0.00010699999984353781,8.900000102585182e-05,9.200000204145908e-05,9381,0.0,0.0
2024-07-22 00:00:00+00:00,9.7999996796716e-05,0.0001140000022132881,8.499999967170879e-05,9.100000170292333e-05,10573,0.0,0.0
