TIMESTAMP,WASSIE_OPEN_PRICE_USD,WASSIE_HIGH_PRICE_USD,WASSIE_LOW_PRICE_USD,WASSIE_CLOSE_PRICE_USD,WASSIE_VOLUME_USD,WASSIE_DIVIDENDS_USD,WASSIE_STOCK_SPLITS_USD
2023-06-14 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,199630,0.0,0.0
2023-06-15 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,53006,0.0,0.0
2023-06-16 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,123030,0.0,0.0
2023-06-17 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,769429,0.0,0.0
2023-06-18 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,9.999999974752427e-07,684196,0.0,0.0
2023-06-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,52476,0.0,0.0
2023-06-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,53579,0.0,0.0
2023-06-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,52935,0.0,0.0
2023-06-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,88995,0.0,0.0
2023-06-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,19270,0.0,0.0
2023-06-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9979,0.0,0.0
2023-06-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9606,0.0,0.0
2023-06-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,43749,0.0,0.0
2023-06-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8534,0.0,0.0
2023-06-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,22286,0.0,0.0
2023-06-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10589,0.0,0.0
2023-06-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6976,0.0,0.0
2023-07-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9328,0.0,0.0
2023-07-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,17741,0.0,0.0
2023-07-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7421,0.0,0.0
2023-07-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,9154,0.0,0.0
2023-07-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21270,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,13512,0.0,0.0
2023-07-07 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,25311,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,16793,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,8119,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,2918,0.0,0.0
2023-07-11 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,51301,0.0,0.0
2023-07-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,26575,0.0,0.0
2023-07-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,12119,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,3061,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,6170,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,4040,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,1663,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,7006,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,6327,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,9304,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,1148,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,66,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,520,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,2254,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,7812,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,390,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,18576,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,5902,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,7350,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,2165,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,4791,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,10052,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,7047,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,779,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,988,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,3013,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,500,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,16516,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,2204,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,868,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,462,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,8640,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,6766,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,4301,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,4990,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,4304,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,448,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,3632,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,379,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,2352,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,263,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,9505,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,201,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,15939,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,2789,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,9789,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,978,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,88,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,39,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,1861,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,743,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,959,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,692,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,1411,0.0,0.0
2023-09-04 00:00:00+00:00,,,,0.0,1545,0.0,0.0
2023-09-05 00:00:00+00:00,,,,0.0,1936,0.0,0.0
2023-09-06 00:00:00+00:00,,,,0.0,1274,0.0,0.0
2023-09-08 00:00:00+00:00,,,,0.0,751,0.0,0.0
2023-09-09 00:00:00+00:00,,,,0.0,43,0.0,0.0
2023-09-10 00:00:00+00:00,,,,0.0,7064,0.0,0.0
2023-09-11 00:00:00+00:00,,,,0.0,1085,0.0,0.0
2023-09-12 00:00:00+00:00,,,,0.0,1871,0.0,0.0
2023-09-13 00:00:00+00:00,,,,0.0,68,0.0,0.0
2023-09-14 00:00:00+00:00,,,,0.0,3852,0.0,0.0
2023-09-15 00:00:00+00:00,,,,0.0,1260,0.0,0.0
2023-09-16 00:00:00+00:00,,,,0.0,4947,0.0,0.0
2023-09-17 00:00:00+00:00,,,,0.0,3517,0.0,0.0
2023-09-18 00:00:00+00:00,,,,0.0,2763,0.0,0.0
2023-09-19 00:00:00+00:00,,,,0.0,1597,0.0,0.0
2023-09-20 00:00:00+00:00,,,,0.0,3718,0.0,0.0
2023-09-21 00:00:00+00:00,,,,0.0,418,0.0,0.0
2023-09-22 00:00:00+00:00,,,,0.0,890,0.0,0.0
2023-09-23 00:00:00+00:00,,,,0.0,1235,0.0,0.0
2023-09-24 00:00:00+00:00,,,,0.0,1598,0.0,0.0
2023-09-25 00:00:00+00:00,,,,0.0,316,0.0,0.0
2023-09-26 00:00:00+00:00,,,,0.0,3295,0.0,0.0
2023-09-27 00:00:00+00:00,,,,0.0,1085,0.0,0.0
2023-09-28 00:00:00+00:00,,,,0.0,121,0.0,0.0
2023-09-29 00:00:00+00:00,,,,0.0,124,0.0,0.0
2023-09-30 00:00:00+00:00,,,,0.0,5362,0.0,0.0
2023-10-01 00:00:00+00:00,,,,0.0,4727,0.0,0.0
2023-10-02 00:00:00+00:00,,,,0.0,465,0.0,0.0
2023-10-03 00:00:00+00:00,,,,0.0,766,0.0,0.0
2023-10-04 00:00:00+00:00,,,,0.0,2227,0.0,0.0
2023-10-05 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,31547,0.0,0.0
2023-10-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,39838,0.0,0.0
2023-10-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7585,0.0,0.0
2023-10-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,997,0.0,0.0
2023-10-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3102,0.0,0.0
2023-10-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1500,0.0,0.0
2023-10-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8179,0.0,0.0
2023-10-12 00:00:00+00:00,,,,0.0,1082,0.0,0.0
2023-10-14 00:00:00+00:00,,,,0.0,4894,0.0,0.0
2023-10-15 00:00:00+00:00,,,,0.0,1259,0.0,0.0
2023-10-16 00:00:00+00:00,,,,0.0,2775,0.0,0.0
2023-10-17 00:00:00+00:00,,,,0.0,4032,0.0,0.0
2023-10-18 00:00:00+00:00,,,,0.0,1543,0.0,0.0
2023-10-19 00:00:00+00:00,,,,0.0,3069,0.0,0.0
2023-10-20 00:00:00+00:00,,,,0.0,151,0.0,0.0
2023-10-21 00:00:00+00:00,,,,0.0,4598,0.0,0.0
2023-10-22 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,12160,0.0,0.0
2023-10-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4374,0.0,0.0
2023-10-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1056,0.0,0.0
2023-10-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,28719,0.0,0.0
2023-10-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,38197,0.0,0.0
2023-10-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,15999,0.0,0.0
2023-10-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3741,0.0,0.0
2023-10-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4801,0.0,0.0
2023-10-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8253,0.0,0.0
2023-10-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4775,0.0,0.0
2023-11-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4532,0.0,0.0
2023-11-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3256,0.0,0.0
2023-11-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1738,0.0,0.0
2023-11-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10032,0.0,0.0
2023-11-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,375,0.0,0.0
2023-11-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2105,0.0,0.0
2023-11-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8786,0.0,0.0
2023-11-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1627,0.0,0.0
2023-11-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1111,0.0,0.0
2023-11-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21116,0.0,0.0
2023-11-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4965,0.0,0.0
2023-11-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3548,0.0,0.0
2023-11-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3143,0.0,0.0
2023-11-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,21222,0.0,0.0
2023-11-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,13409,0.0,0.0
2023-11-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1798,0.0,0.0
2023-11-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5263,0.0,0.0
2023-11-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2594,0.0,0.0
2023-11-19 00:00:00+00:00,,,,0.0,7302,0.0,0.0
2023-11-20 00:00:00+00:00,,,,0.0,4226,0.0,0.0
2023-11-21 00:00:00+00:00,,,,0.0,1525,0.0,0.0
2023-11-22 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,857,0.0,0.0
2023-11-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,0.0,9.999999974752427e-07,20527,0.0,0.0
2023-11-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4646,0.0,0.0
2023-11-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5072,0.0,0.0
2023-11-26 00:00:00+00:00,,,,0.0,1748,0.0,0.0
2023-11-27 00:00:00+00:00,,,,0.0,4384,0.0,0.0
2023-11-28 00:00:00+00:00,,,,0.0,212,0.0,0.0
2023-11-29 00:00:00+00:00,,,,0.0,619,0.0,0.0
2023-11-30 00:00:00+00:00,,,,0.0,3261,0.0,0.0
2023-12-01 00:00:00+00:00,,,,0.0,7029,0.0,0.0
2023-12-02 00:00:00+00:00,0.0,9.999999974752427e-07,0.0,9.999999974752427e-07,1012,0.0,0.0
2023-12-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7089,0.0,0.0
2023-12-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,40029,0.0,0.0
2023-12-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,79368,0.0,0.0
2023-12-06 00:00:00+00:00,9.999999974752427e-07,3.000000106112566e-06,9.999999974752427e-07,1.9999999949504854e-06,137966,0.0,0.0
2023-12-07 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,9.999999974752427e-07,1.9999999949504854e-06,24131,0.0,0.0
2023-12-08 00:00:00+00:00,1.9999999949504854e-06,6.000000212225132e-06,1.9999999949504854e-06,4.999999873689376e-06,513760,0.0,0.0
2023-12-09 00:00:00+00:00,4.999999873689376e-06,7.000000096013537e-06,3.999999989900971e-06,4.999999873689376e-06,358654,0.0,0.0
2023-12-10 00:00:00+00:00,4.999999873689376e-06,4.999999873689376e-06,3.000000106112566e-06,3.000000106112566e-06,102954,0.0,0.0
2023-12-11 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,133046,0.0,0.0
2023-12-12 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,8413,0.0,0.0
2023-12-13 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,7462,0.0,0.0
2023-12-14 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,28976,0.0,0.0
2023-12-15 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,1.9999999949504854e-06,3.999999989900971e-06,81948,0.0,0.0
2023-12-16 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,3.000000106112566e-06,3.999999989900971e-06,149146,0.0,0.0
2023-12-17 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,3.999999989900971e-06,37357,0.0,0.0
2023-12-18 00:00:00+00:00,3.999999989900971e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,28054,0.0,0.0
2023-12-19 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,7833,0.0,0.0
2023-12-20 00:00:00+00:00,3.000000106112566e-06,3.999999989900971e-06,3.000000106112566e-06,3.000000106112566e-06,45398,0.0,0.0
2023-12-21 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,58026,0.0,0.0
2023-12-22 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,32640,0.0,0.0
2023-12-23 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,24709,0.0,0.0
2023-12-24 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,3.000000106112566e-06,15754,0.0,0.0
2023-12-25 00:00:00+00:00,3.000000106112566e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,44701,0.0,0.0
2023-12-26 00:00:00+00:00,1.9999999949504854e-06,3.000000106112566e-06,1.9999999949504854e-06,1.9999999949504854e-06,62886,0.0,0.0
2023-12-27 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,2964,0.0,0.0
2023-12-28 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1525,0.0,0.0
2023-12-29 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,13164,0.0,0.0
2023-12-30 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,14293,0.0,0.0
2023-12-31 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,4612,0.0,0.0
2024-01-01 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1059,0.0,0.0
2024-01-02 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,28392,0.0,0.0
2024-01-03 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1730,0.0,0.0
2024-01-04 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,3056,0.0,0.0
2024-01-05 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,5159,0.0,0.0
2024-01-06 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,12195,0.0,0.0
2024-01-07 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,4359,0.0,0.0
2024-01-08 00:00:00+00:00,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,1.9999999949504854e-06,7392,0.0,0.0
