,MSE,RMSE,MAE,MAPE,R2
0,450.430500907612,21.223348013629046,17.230994,0.12268064849471122,-0.3254017367250681
1,152.33579402053522,12.342438738779919,10.439018161290322,0.08053277077127133,-0.6992441250880721
2,184.637132887429,13.588124700908105,10.679289999999998,0.06267231306230275,0.15002013889517785
3,695.1565113752034,26.36582089325503,20.043094333333336,0.11200056989754442,-0.36954796691050884
4,194.5355119219226,13.947598786956936,10.972247741935487,0.060903413810545676,-0.8987922288294292
5,1082.5095224994432,32.901512465226325,26.209867666666675,0.1132820887343841,-0.7868250542076756
6,401.838558067116,20.045911255593147,14.903898709677419,0.0943257836380889,-0.7610291490502963
7,307.11020570878503,17.524560071761716,13.384595612903226,0.10895813344824025,-0.2168894647682884
8,194.81816047916624,13.957727625912687,11.622529964285714,0.09704305826367264,-0.6321415438568339
9,62.782500444110056,7.923540903163816,6.766786967741934,0.05961665085312672,0.3724452163387941
10,80.87111267631829,8.992836742447752,7.508558500000003,0.06925547809145031,-0.2131263355229378
11,161.50721907154548,12.708549054535906,8.549601129032256,0.1200160775476714,0.12893019401713546
Mean,330.7110608382655,16.793497437680866,13.192540232238862,0.09177391555108415,-0.3543001713090003
