,MSE,RMSE,MAE,MAPE,R2
0,13443025.188890034,3666.473126710468,2931.0521199999994,0.08374035885779846,-1.294871130463704
1,12249247.122175163,3499.8924443724213,2553.010838709679,0.07027953970536566,-0.28046928324854736
2,7928225.515570324,2815.7104814895874,2182.6789677419356,0.04773528383961958,0.22935950889501477
3,12927875.820746602,3595.5355401868305,3063.523666666667,0.06760198688546075,-0.3558447362883457
4,27782928.31424848,5270.951367091949,4382.6163548387085,0.07823578794401881,-0.12396575705287072
5,12606020.772070335,3550.495848761175,2938.9630666666676,0.04884112390190578,0.02320692750517228
6,14420620.4392749,3797.4492016714194,3080.377483870967,0.0625662980462504,-1.0294284033381516
7,12044844.368413487,3470.5683062595795,2852.386838709678,0.071967367085337,-0.032852868582695205
8,12106627.883326564,3479.4579870040916,2693.622928571428,0.06596221990479298,-0.9391741533585487
9,10837143.262068454,3291.9816618669756,2639.7676129032257,0.062229334487168816,-0.2947685754501306
10,5038615.192841833,2244.685989808337,1783.9582333333335,0.04317003628243544,0.1942039372916774
11,10814395.11410361,3288.524762580268,2317.4386451612895,0.07479956686046678,0.0485208979492765
Mean,12683297.416144148,3497.643893150258,2784.9497297644652,0.06476074198338504,-0.32134030301182104
