TIMESTAMP,DEEPSEARCH_OPEN_PRICE_USD,DEEPSEARCH_HIGH_PRICE_USD,DEEPSEARCH_LOW_PRICE_USD,DEEPSEARCH_CLOSE_PRICE_USD,DEEPSEARCH_VOLUME_USD,DEEPSEARCH_DIVIDENDS_USD,DEEPSEARCH_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,,,,0.0,69,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,62,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,6331,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,13039,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,117,0.0,0.0
2025-06-01 00:00:00+00:00,1.1410000006449594e-13,1.1646300514690094e-13,1.1234099723611904e-13,1.1646266633372204e-13,54,0.0,0.0
