TIMESTAMP,STB22621_OPEN_PRICE_USD,STB22621_HIGH_PRICE_USD,STB22621_LOW_PRICE_USD,STB22621_CLOSE_PRICE_USD,STB22621_VOLUME_USD,STB22621_DIVIDENDS_USD,STB22621_STOCK_SPLITS_USD
2025-05-22 00:00:00+00:00,0.04126700013875961,0.0447239987552166,0.039347998797893524,0.03937099874019623,307037,0.0,0.0
2025-05-23 00:00:00+00:00,0.03937099874019623,0.039726998656988144,0.03465300053358078,0.0374549999833107,3699199,0.0,0.0
2025-05-24 00:00:00+00:00,0.03745099902153015,0.037689998745918274,0.036288999021053314,0.03673800081014633,2440891,0.0,0.0
2025-05-25 00:00:00+00:00,0.03673800081014633,0.03687199950218201,0.03555700182914734,0.035725999623537064,2274541,0.0,0.0
2025-05-26 00:00:00+00:00,0.03568200021982193,0.03891700133681297,0.03482300043106079,0.03739200159907341,2461748,0.0,0.0
2025-05-27 00:00:00+00:00,0.03739200159907341,0.03748900070786476,0.03568299859762192,0.03622100129723549,1993745,0.0,0.0
2025-05-28 00:00:00+00:00,0.03622100129723549,0.03625199943780899,0.03461800143122673,0.034839000552892685,1902095,0.0,0.0
2025-05-29 00:00:00+00:00,0.03482399880886078,0.03498300164937973,0.03321700170636177,0.03322700038552284,3615864,0.0,0.0
2025-05-30 00:00:00+00:00,0.033225998282432556,0.0332689993083477,0.032210998237133026,0.03224100172519684,522524,0.0,0.0
2025-05-31 00:00:00+00:00,0.03224100172519684,0.03229700028896332,0.03167999908328056,0.03184499964118004,499568,0.0,0.0
2025-06-01 00:00:00+00:00,0.03184087201952934,0.0322478823363781,0.03142059966921806,0.0316399522125721,508443,0.0,0.0
