TIMESTAMP,OSAK_OPEN_PRICE_USD,OSAK_HIGH_PRICE_USD,OSAK_LOW_PRICE_USD,OSAK_CLOSE_PRICE_USD,OSAK_VOLUME_USD,OSAK_DIVIDENDS_USD,OSAK_STOCK_SPLITS_USD
2023-07-12 00:00:00+00:00,,,,0.0,251877,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,152653,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,270235,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,110036,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,62726,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,39235,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,60354,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,30448,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,26659,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,24475,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,39181,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,22490,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,10402,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,76446,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,22330,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,57039,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,44541,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,17694,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,22723,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,40188,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,20207,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,3892,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,46400,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,56499,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,106915,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,24012,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,31824,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,97519,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,41993,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,174503,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,324155,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,213670,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,369834,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,437586,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,690754,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,671350,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,427056,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,190921,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,137400,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,55752,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,76832,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,31960,0.0,0.0
2023-08-23 00:00:00+00:00,,,,0.0,252426,0.0,0.0
2023-08-24 00:00:00+00:00,,,,0.0,185471,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,147677,0.0,0.0
2023-08-26 00:00:00+00:00,,,,0.0,226329,0.0,0.0
2023-08-27 00:00:00+00:00,,,,0.0,64847,0.0,0.0
2023-08-28 00:00:00+00:00,,,,0.0,286384,0.0,0.0
2023-08-29 00:00:00+00:00,,,,0.0,191953,0.0,0.0
2023-08-30 00:00:00+00:00,,,,0.0,40511,0.0,0.0
2023-08-31 00:00:00+00:00,,,,0.0,164197,0.0,0.0
2023-09-01 00:00:00+00:00,,,,0.0,53751,0.0,0.0
2023-09-02 00:00:00+00:00,,,,0.0,13624,0.0,0.0
2023-09-03 00:00:00+00:00,,,,0.0,15164,0.0,0.0
