TIMESTAMP,WLFI33052_OPEN_PRICE_USD,WLFI33052_HIGH_PRICE_USD,WLFI33052_LOW_PRICE_USD,WLFI33052_CLOSE_PRICE_USD,WLFI33052_VOLUME_USD,WLFI33052_DIVIDENDS_USD,WLFI33052_STOCK_SPLITS_USD
2024-09-17 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.2000000424450263e-05,1.2999999853491317e-05,776840,0.0,0.0
2024-09-18 00:00:00+00:00,1.2999999853491317e-05,1.9999999494757503e-05,7.999999979801942e-06,1.8999999156221747e-05,89652,0.0,0.0
2024-09-19 00:00:00+00:00,1.8999999156221747e-05,2.9000000722589903e-05,1.4000000192027073e-05,2.2000000171829015e-05,175810,0.0,0.0
2024-09-20 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,1.4000000192027073e-05,1.5999999959603883e-05,84646,0.0,0.0
2024-09-21 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.2999999853491317e-05,1.2999999853491317e-05,31439,0.0,0.0
2024-09-22 00:00:00+00:00,1.2999999853491317e-05,1.700000029813964e-05,1.2999999853491317e-05,1.2999999853491317e-05,21323,0.0,0.0
2024-09-23 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.4000000192027073e-05,9307,0.0,0.0
2024-09-24 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.4000000192027073e-05,1.4000000192027073e-05,10610,0.0,0.0
2024-09-25 00:00:00+00:00,1.4000000192027073e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,6397,0.0,0.0
2024-09-26 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,5148,0.0,0.0
2024-09-27 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,10538,0.0,0.0
2024-09-28 00:00:00+00:00,1.2999999853491317e-05,1.4999999621068127e-05,1.2999999853491317e-05,1.2999999853491317e-05,12267,0.0,0.0
2024-09-29 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,5011,0.0,0.0
2024-09-30 00:00:00+00:00,1.4000000192027073e-05,2.099999983329326e-05,1.4000000192027073e-05,1.8000000636675395e-05,71630,0.0,0.0
2024-10-01 00:00:00+00:00,1.8000000636675395e-05,1.9999999494757503e-05,1.2000000424450263e-05,1.2999999853491317e-05,22240,0.0,0.0
2024-10-02 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.1000000085914508e-05,4391,0.0,0.0
2024-10-03 00:00:00+00:00,1.1000000085914508e-05,1.2999999853491317e-05,1.1000000085914508e-05,1.2999999853491317e-05,6508,0.0,0.0
2024-10-04 00:00:00+00:00,1.2999999853491317e-05,1.2999999853491317e-05,9.999999747378752e-06,9.999999747378752e-06,7462,0.0,0.0
2024-10-05 00:00:00+00:00,9.999999747378752e-06,1.1000000085914508e-05,9.000000318337698e-06,9.000000318337698e-06,5403,0.0,0.0
2024-10-06 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,1232,0.0,0.0
2024-10-07 00:00:00+00:00,9.000000318337698e-06,9.000000318337698e-06,7.999999979801942e-06,9.000000318337698e-06,8117,0.0,0.0
2024-10-08 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,11200,0.0,0.0
2024-10-09 00:00:00+00:00,9.999999747378752e-06,1.4000000192027073e-05,9.999999747378752e-06,1.4000000192027073e-05,9841,0.0,0.0
2024-10-10 00:00:00+00:00,1.4000000192027073e-05,1.5999999959603883e-05,1.2999999853491317e-05,1.5999999959603883e-05,14106,0.0,0.0
2024-10-11 00:00:00+00:00,1.5999999959603883e-05,1.9999999494757503e-05,1.4999999621068127e-05,1.5999999959603883e-05,15263,0.0,0.0
2024-10-12 00:00:00+00:00,1.5999999959603883e-05,2.2000000171829015e-05,1.4999999621068127e-05,2.2000000171829015e-05,34916,0.0,0.0
2024-10-13 00:00:00+00:00,2.2000000171829015e-05,5.900000178371556e-05,2.2000000171829015e-05,4.400000034365803e-05,185850,0.0,0.0
2024-10-14 00:00:00+00:00,4.400000034365803e-05,4.400000034365803e-05,1.9999999494757503e-05,2.300000051036477e-05,77625,0.0,0.0
2024-10-15 00:00:00+00:00,2.300000051036477e-05,3.199999991920777e-05,1.4000000192027073e-05,2.8000000384054147e-05,101181,0.0,0.0
2024-10-16 00:00:00+00:00,2.8000000384054147e-05,4.8000001697801054e-05,2.2000000171829015e-05,2.300000051036477e-05,242741,0.0,0.0
2024-10-17 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,40629,0.0,0.0
2024-10-18 00:00:00+00:00,1.9999999494757503e-05,2.9999999242136255e-05,1.9999999494757503e-05,2.8000000384054147e-05,36795,0.0,0.0
2024-10-19 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,2.5999999706982635e-05,2.700000004551839e-05,25039,0.0,0.0
2024-10-20 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.499999936844688e-05,2.499999936844688e-05,8942,0.0,0.0
2024-10-21 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.4000000848900527e-05,4879,0.0,0.0
2024-10-22 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,1550,0.0,0.0
2024-10-23 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.8999999156221747e-05,10789,0.0,0.0
2024-10-24 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,5083,0.0,0.0
2024-10-25 00:00:00+00:00,1.8999999156221747e-05,1.9999999494757503e-05,1.8999999156221747e-05,1.8999999156221747e-05,2681,0.0,0.0
2024-10-26 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.8999999156221747e-05,2.2000000171829015e-05,3407,0.0,0.0
2024-10-27 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.099999983329326e-05,3852,0.0,0.0
2024-10-28 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,5305,0.0,0.0
2024-10-29 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.9999999494757503e-05,2.300000051036477e-05,8226,0.0,0.0
2024-10-30 00:00:00+00:00,2.300000051036477e-05,2.499999936844688e-05,2.099999983329326e-05,2.099999983329326e-05,10895,0.0,0.0
2024-10-31 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,6218,0.0,0.0
2024-11-01 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,1.9999999494757503e-05,2348,0.0,0.0
2024-11-02 00:00:00+00:00,1.9999999494757503e-05,2.300000051036477e-05,1.9999999494757503e-05,2.300000051036477e-05,10511,0.0,0.0
2024-11-03 00:00:00+00:00,2.300000051036477e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,4288,0.0,0.0
2024-11-04 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.8999999156221747e-05,1.9999999494757503e-05,6281,0.0,0.0
2024-11-05 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,3020,0.0,0.0
2024-11-06 00:00:00+00:00,2.099999983329326e-05,3.9999998989515007e-05,2.099999983329326e-05,3.400000059627928e-05,48526,0.0,0.0
2024-11-07 00:00:00+00:00,3.400000059627928e-05,3.400000059627928e-05,2.5999999706982635e-05,2.8000000384054147e-05,20100,0.0,0.0
2024-11-08 00:00:00+00:00,2.8000000384054147e-05,2.8000000384054147e-05,2.700000004551839e-05,2.700000004551839e-05,2309,0.0,0.0
2024-11-09 00:00:00+00:00,2.700000004551839e-05,2.9000000722589903e-05,2.700000004551839e-05,2.9000000722589903e-05,4352,0.0,0.0
2024-11-10 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9000000722589903e-05,5639,0.0,0.0
2024-11-11 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.700000004551839e-05,6106,0.0,0.0
2024-11-12 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,1063,0.0,0.0
2024-11-13 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,6205,0.0,0.0
2024-11-14 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.499999936844688e-05,2.499999936844688e-05,3943,0.0,0.0
2024-11-15 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,2.2000000171829015e-05,2.2000000171829015e-05,15845,0.0,0.0
2024-11-16 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,2597,0.0,0.0
2024-11-17 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,2.2000000171829015e-05,1498,0.0,0.0
2024-11-18 00:00:00+00:00,2.2000000171829015e-05,2.4000000848900527e-05,2.2000000171829015e-05,2.4000000848900527e-05,4325,0.0,0.0
2024-11-19 00:00:00+00:00,2.4000000848900527e-05,2.4000000848900527e-05,2.300000051036477e-05,2.300000051036477e-05,8637,0.0,0.0
2024-11-20 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,4370,0.0,0.0
2024-11-21 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.9999999494757503e-05,2.300000051036477e-05,4318,0.0,0.0
2024-11-22 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.2000000171829015e-05,2.2000000171829015e-05,2703,0.0,0.0
2024-11-23 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,1.9999999494757503e-05,2.099999983329326e-05,4573,0.0,0.0
2024-11-24 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,720,0.0,0.0
