TIMESTAMP,ROXY_OPEN_PRICE_USD,ROXY_HIGH_PRICE_USD,ROXY_LOW_PRICE_USD,ROXY_CLOSE_PRICE_USD,ROXY_VOLUME_USD,ROXY_DIVIDENDS_USD,ROXY_STOCK_SPLITS_USD
2024-05-10 00:00:00+00:00,7.000000096013537e-06,1.4999999621068127e-05,1.9999999949504854e-06,1.9999999949504854e-06,29605,0.0,0.0
2024-05-11 00:00:00+00:00,3.999999989900971e-06,1.9999999494757503e-05,3.000000106112566e-06,1.5999999959603883e-05,104045,0.0,0.0
2024-05-12 00:00:00+00:00,1.5999999959603883e-05,1.8999999156221747e-05,7.999999979801942e-06,1.2999999853491317e-05,71556,0.0,0.0
2024-05-13 00:00:00+00:00,1.2000000424450263e-05,2.099999983329326e-05,1.1000000085914508e-05,1.8000000636675395e-05,33997,0.0,0.0
2024-05-14 00:00:00+00:00,1.8999999156221747e-05,7.999999797903001e-05,1.8999999156221747e-05,7.79999973019585e-05,92942,0.0,0.0
2024-05-15 00:00:00+00:00,7.79999973019585e-05,0.000155999994603917,1.4999999621068127e-05,2.9000000722589903e-05,232191,0.0,0.0
2024-05-16 00:00:00+00:00,4.999999873689376e-05,4.999999873689376e-05,2.8000000384054147e-05,4.600000102072954e-05,52443,0.0,0.0
2024-05-17 00:00:00+00:00,4.8000001697801054e-05,6.600000051548705e-05,3.7000001611886546e-05,4.999999873689376e-05,76160,0.0,0.0
2024-05-18 00:00:00+00:00,4.8000001697801054e-05,5.900000178371556e-05,2.9000000722589903e-05,3.7999998312443495e-05,71029,0.0,0.0
2024-05-19 00:00:00+00:00,4.099999932805076e-05,4.8000001697801054e-05,3.5000000934815034e-05,3.7000001611886546e-05,44098,0.0,0.0
2024-05-20 00:00:00+00:00,3.600000127335079e-05,3.899999865097925e-05,2.9999999242136255e-05,3.400000059627928e-05,33635,0.0,0.0
2024-05-21 00:00:00+00:00,3.400000059627928e-05,4.199999966658652e-05,2.8000000384054147e-05,4.099999932805076e-05,44077,0.0,0.0
2024-05-22 00:00:00+00:00,4.099999932805076e-05,4.5000000682193786e-05,3.600000127335079e-05,3.7999998312443495e-05,41674,0.0,0.0
2024-05-23 00:00:00+00:00,3.7999998312443495e-05,3.9999998989515007e-05,2.9999999242136255e-05,3.099999958067201e-05,53763,0.0,0.0
2024-05-24 00:00:00+00:00,1.8000000636675395e-05,3.9999998989515007e-05,1.8000000636675395e-05,2.499999936844688e-05,25333,0.0,0.0
2024-05-25 00:00:00+00:00,2.499999936844688e-05,2.9000000722589903e-05,1.9999999494757503e-05,2.300000051036477e-05,35136,0.0,0.0
2024-05-26 00:00:00+00:00,2.300000051036477e-05,2.5999999706982635e-05,1.2999999853491317e-05,2.499999936844688e-05,79161,0.0,0.0
2024-05-27 00:00:00+00:00,2.5999999706982635e-05,4.5000000682193786e-05,2.5999999706982635e-05,3.7999998312443495e-05,161173,0.0,0.0
2024-05-28 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,1.8999999156221747e-05,2.300000051036477e-05,51556,0.0,0.0
2024-05-29 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,1.4000000192027073e-05,1.4999999621068127e-05,22756,0.0,0.0
2024-05-30 00:00:00+00:00,1.5999999959603883e-05,1.8000000636675395e-05,1.4999999621068127e-05,1.4999999621068127e-05,8691,0.0,0.0
2024-05-31 00:00:00+00:00,1.4999999621068127e-05,1.4999999621068127e-05,1.4000000192027073e-05,1.4999999621068127e-05,6063,0.0,0.0
