TIMESTAMP,BTCPX_OPEN_PRICE_USD,BTCPX_HIGH_PRICE_USD,BTCPX_LOW_PRICE_USD,BTCPX_CLOSE_PRICE_USD,BTCPX_VOLUME_USD,BTCPX_DIVIDENDS_USD,BTCPX_STOCK_SPLITS_USD
2022-01-15 00:00:00+00:00,42995.5390625,43454.44921875,42050.55859375,43102.0,0,0.0,0.0
2022-01-16 00:00:00+00:00,43100.09375,43122.32421875,42490.48046875,42711.72265625,0,0.0,0.0
2022-01-17 00:00:00+00:00,42712.84765625,42895.921875,41121.48828125,41266.36328125,0,0.0,0.0
2022-01-18 00:00:00+00:00,41266.05859375,41547.46484375,40268.76953125,41489.03125,0,0.0,0.0
2022-01-19 00:00:00+00:00,41488.75390625,41514.81640625,40419.4453125,40960.2109375,0,0.0,0.0
2022-01-20 00:00:00+00:00,40966.5234375,42047.19921875,40171.90625,40186.015625,0,0.0,0.0
2022-01-21 00:00:00+00:00,40095.43359375,40116.1796875,36721.0546875,36978.0078125,0,0.0,0.0
2022-01-22 00:00:00+00:00,36978.94921875,37813.45703125,34075.37890625,35209.87890625,0,0.0,0.0
2022-01-23 00:00:00+00:00,35213.17578125,35582.203125,34044.0078125,35477.90625,0,0.0,0.0
2022-01-24 00:00:00+00:00,35477.6015625,36156.58984375,32317.671875,35739.0546875,0,0.0,0.0
2022-01-25 00:00:00+00:00,35739.234375,36935.62109375,34897.6015625,36923.51171875,0,0.0,0.0
2022-01-26 00:00:00+00:00,36922.8671875,37949.9921875,36593.1640625,36609.3125,0,0.0,0.0
2022-01-27 00:00:00+00:00,36603.2734375,36728.33203125,34424.32421875,35856.390625,0,0.0,0.0
2022-01-28 00:00:00+00:00,35853.66015625,36805.27734375,35047.36328125,36596.39453125,0,0.0,0.0
2022-01-29 00:00:00+00:00,36593.70703125,37411.18359375,34827.96875,36904.15625,0,0.0,0.0
2022-01-30 00:00:00+00:00,36881.8203125,37053.44140625,26732.919921875,26995.748046875,0,0.0,0.0
2022-01-31 00:00:00+00:00,26996.0625,40314.2890625,25864.806640625,28063.21875,0,0.0,0.0
2022-02-01 00:00:00+00:00,28065.181640625,40584.14453125,26970.765625,33601.7578125,0,0.0,0.0
2022-02-02 00:00:00+00:00,33601.7578125,37279.796875,32357.41796875,36026.36328125,0,0.0,0.0
2022-02-03 00:00:00+00:00,36026.859375,36455.98828125,35475.71484375,36455.98828125,0,0.0,0.0
2022-02-04 00:00:00+00:00,36458.2265625,40090.71875,35993.70703125,40085.22265625,0,0.0,0.0
2022-02-05 00:00:00+00:00,40128.43359375,40403.375,40068.5703125,40151.609375,0,0.0,0.0
2022-02-06 00:00:00+00:00,40151.609375,40151.609375,40151.609375,40151.609375,0,0.0,0.0
2022-02-07 00:00:00+00:00,40151.609375,40151.609375,40151.609375,40151.609375,0,0.0,0.0
2022-02-08 00:00:00+00:00,40151.609375,45548.6171875,40151.609375,43775.08984375,0,0.0,0.0
2022-02-09 00:00:00+00:00,43770.5,46523.52734375,43064.765625,46173.515625,0,0.0,0.0
2022-02-10 00:00:00+00:00,46174.6875,46174.6875,43937.40234375,44689.47265625,0,0.0,0.0
2022-02-11 00:00:00+00:00,44691.54296875,44933.546875,43433.875,43740.25,0,0.0,0.0
2022-02-12 00:00:00+00:00,43740.25,44102.09375,41271.30078125,41598.875,0,0.0,0.0
2022-02-13 00:00:00+00:00,41647.44921875,42086.57421875,41373.10546875,41653.4921875,0,0.0,0.0
2022-02-14 00:00:00+00:00,41653.4921875,41659.9140625,35429.39453125,41582.453125,0,0.0,0.0
2022-02-15 00:00:00+00:00,41580.6796875,44972.73828125,38257.17578125,44920.6796875,0,0.0,0.0
2022-02-16 00:00:00+00:00,44928.1015625,46112.4921875,43489.7890625,45788.22265625,0,0.0,0.0
2022-02-17 00:00:00+00:00,45772.6875,45948.40625,45310.6328125,45613.94140625,0,0.0,0.0
2022-02-18 00:00:00+00:00,45613.94140625,45613.94140625,40738.0390625,41061.42578125,0,0.0,0.0
2022-02-19 00:00:00+00:00,41059.66015625,41254.19921875,41020.5703125,41204.96484375,0,0.0,0.0
2022-02-20 00:00:00+00:00,41204.96484375,41204.96484375,41204.96484375,41204.96484375,0,0.0,0.0
2022-02-21 00:00:00+00:00,41204.96484375,41204.96484375,41204.96484375,41204.96484375,0,0.0,0.0
2022-02-22 00:00:00+00:00,41204.96484375,41204.96484375,41204.96484375,41204.96484375,0,0.0,0.0
2022-02-23 00:00:00+00:00,41204.96484375,41204.96484375,41204.96484375,41204.96484375,0,0.0,0.0
2022-02-24 00:00:00+00:00,41204.96484375,41204.96484375,41204.96484375,41204.96484375,0,0.0,0.0
2022-02-25 00:00:00+00:00,41204.96484375,41204.96484375,41204.96484375,41204.96484375,0,0.0,0.0
2022-04-26 00:00:00+00:00,41204.96484375,41204.96484375,38244.44921875,38638.08203125,8575,0.0,0.0
2022-04-27 00:00:00+00:00,38641.76171875,39776.73046875,38443.140625,39717.0703125,20790,0.0,0.0
2022-04-28 00:00:00+00:00,39477.515625,41591.35546875,39392.75,40102.11328125,29358,0.0,0.0
2022-04-29 00:00:00+00:00,40100.68359375,40455.01171875,38249.8671875,39165.9609375,35063,0.0,0.0
