,MSE,RMSE,MAE,MAPE,R2
0,0.013632731726117333,0.11675928967802662,0.09802857920000001,0.1395276634173227,-0.032072498031740615
1,0.00404059383407255,0.06356566552843249,0.052802077096774175,0.08131194252457519,-0.37233944898737126
2,0.02914611270875387,0.17072232633359313,0.12052175741935484,0.11193341644516289,0.2645579010972552
3,0.016521695758673533,0.1285367486700731,0.10580404366666665,0.09844151652063618,0.045915359245325416
4,0.004544939314871436,0.06741616508576734,0.05082191870967741,0.047017349853480134,-2.401063171362161
5,0.007776729884307787,0.08818576917115248,0.076317468,0.06902102158247599,0.08799362067773286
6,0.008582242252482646,0.09264039212180962,0.07594740677419354,0.08757922228537936,-1.324519895344658
7,0.004832473088181523,0.06951599160036144,0.05335045161290323,0.07768871379291543,0.3055438647517861
8,0.010660157933750478,0.1032480408228189,0.07351996785714285,0.09381597153286085,-0.7912480560628372
9,0.0018563944490466778,0.043085896173187324,0.03675815483870967,0.04674314470676895,0.07460116806308159
10,0.0027341725088181335,0.05228931543650322,0.04665974933333334,0.06547298154982321,0.3399114402089719
11,0.004965577744758227,0.07046685564688002,0.046805448387096764,0.105649444763287,0.3117084673383307
Mean,0.00910781843365285,0.08886937135571714,0.06977808524132105,0.08535019908122399,-0.2909176040338571
