TIMESTAMP,ZIK31884_OPEN_PRICE_USD,ZIK31884_HIGH_PRICE_USD,ZIK31884_LOW_PRICE_USD,ZIK31884_CLOSE_PRICE_USD,ZIK31884_VOLUME_USD,ZIK31884_DIVIDENDS_USD,ZIK31884_STOCK_SPLITS_USD
2024-06-19 00:00:00+00:00,9.000000136438757e-05,9.100000170292333e-05,8.800000068731606e-05,8.900000102585182e-05,182551,0.0,0.0
2024-06-20 00:00:00+00:00,8.900000102585182e-05,9.100000170292333e-05,8.800000068731606e-05,8.800000068731606e-05,166513,0.0,0.0
2024-06-21 00:00:00+00:00,8.800000068731606e-05,8.900000102585182e-05,7.500000356230885e-05,7.79999973019585e-05,134818,0.0,0.0
2024-06-22 00:00:00+00:00,7.79999973019585e-05,7.899999764049426e-05,7.699999696342275e-05,7.79999973019585e-05,94581,0.0,0.0
2024-06-23 00:00:00+00:00,7.79999973019585e-05,7.899999764049426e-05,7.79999973019585e-05,7.899999764049426e-05,154179,0.0,0.0
2024-06-24 00:00:00+00:00,7.899999764049426e-05,7.899999764049426e-05,7.500000356230885e-05,7.599999662488699e-05,102791,0.0,0.0
2024-06-25 00:00:00+00:00,7.599999662488699e-05,8.099999831756577e-05,7.599999662488699e-05,7.899999764049426e-05,115151,0.0,0.0
2024-06-26 00:00:00+00:00,7.899999764049426e-05,8.299999899463728e-05,7.899999764049426e-05,8.199999865610152e-05,179537,0.0,0.0
2024-06-27 00:00:00+00:00,8.199999865610152e-05,8.399999933317304e-05,7.999999797903001e-05,8.299999899463728e-05,205406,0.0,0.0
2024-06-28 00:00:00+00:00,8.299999899463728e-05,8.399999933317304e-05,8.099999831756577e-05,8.099999831756577e-05,201189,0.0,0.0
2024-06-29 00:00:00+00:00,8.099999831756577e-05,8.399999933317304e-05,8.099999831756577e-05,8.299999899463728e-05,192892,0.0,0.0
2024-06-30 00:00:00+00:00,8.299999899463728e-05,8.600000001024455e-05,8.299999899463728e-05,8.600000001024455e-05,193252,0.0,0.0
2024-07-01 00:00:00+00:00,8.600000001024455e-05,8.800000068731606e-05,8.499999967170879e-05,8.499999967170879e-05,244928,0.0,0.0
2024-07-02 00:00:00+00:00,8.499999967170879e-05,8.70000003487803e-05,8.499999967170879e-05,8.499999967170879e-05,140992,0.0,0.0
2024-07-03 00:00:00+00:00,8.499999967170879e-05,8.600000001024455e-05,8.099999831756577e-05,8.199999865610152e-05,218640,0.0,0.0
2024-07-04 00:00:00+00:00,8.199999865610152e-05,8.299999899463728e-05,7.599999662488699e-05,7.79999973019585e-05,174660,0.0,0.0
2024-07-05 00:00:00+00:00,7.79999973019585e-05,7.79999973019585e-05,7.100000220816582e-05,7.79999973019585e-05,201228,0.0,0.0
2024-07-06 00:00:00+00:00,7.79999973019585e-05,8.299999899463728e-05,7.79999973019585e-05,8.299999899463728e-05,211099,0.0,0.0
2024-07-07 00:00:00+00:00,8.299999899463728e-05,8.299999899463728e-05,7.999999797903001e-05,7.999999797903001e-05,184857,0.0,0.0
2024-07-08 00:00:00+00:00,7.999999797903001e-05,8.499999967170879e-05,7.999999797903001e-05,8.299999899463728e-05,153891,0.0,0.0
2024-07-09 00:00:00+00:00,8.299999899463728e-05,8.499999967170879e-05,8.299999899463728e-05,8.399999933317304e-05,188072,0.0,0.0
2024-07-10 00:00:00+00:00,8.399999933317304e-05,8.600000001024455e-05,8.399999933317304e-05,8.499999967170879e-05,112809,0.0,0.0
2024-07-11 00:00:00+00:00,8.499999967170879e-05,8.800000068731606e-05,8.499999967170879e-05,8.499999967170879e-05,208745,0.0,0.0
2024-07-12 00:00:00+00:00,8.499999967170879e-05,8.70000003487803e-05,8.399999933317304e-05,8.600000001024455e-05,223814,0.0,0.0
2024-07-13 00:00:00+00:00,8.600000001024455e-05,8.900000102585182e-05,8.600000001024455e-05,8.800000068731606e-05,188923,0.0,0.0
2024-07-14 00:00:00+00:00,8.800000068731606e-05,9.000000136438757e-05,8.800000068731606e-05,9.000000136438757e-05,165469,0.0,0.0
2024-07-15 00:00:00+00:00,9.000000136438757e-05,9.500000305706635e-05,9.000000136438757e-05,9.500000305706635e-05,203881,0.0,0.0
2024-07-16 00:00:00+00:00,9.500000305706635e-05,9.699999645818025e-05,9.300000237999484e-05,9.600000339560211e-05,153809,0.0,0.0
2024-07-17 00:00:00+00:00,9.600000339560211e-05,9.699999645818025e-05,9.40000027185306e-05,9.500000305706635e-05,201178,0.0,0.0
2024-07-18 00:00:00+00:00,9.500000305706635e-05,9.7999996796716e-05,9.300000237999484e-05,9.500000305706635e-05,137151,0.0,0.0
2024-07-19 00:00:00+00:00,9.500000305706635e-05,9.899999713525176e-05,9.40000027185306e-05,9.699999645818025e-05,188338,0.0,0.0
2024-07-20 00:00:00+00:00,9.699999645818025e-05,9.7999996796716e-05,9.699999645818025e-05,9.7999996796716e-05,199724,0.0,0.0
2024-07-21 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.699999645818025e-05,9.7999996796716e-05,202979,0.0,0.0
2024-07-22 00:00:00+00:00,9.7999996796716e-05,9.899999713525176e-05,9.600000339560211e-05,9.699999645818025e-05,186130,0.0,0.0
2024-07-23 00:00:00+00:00,9.699999645818025e-05,9.899999713525176e-05,9.500000305706635e-05,9.7999996796716e-05,205083,0.0,0.0
2024-07-24 00:00:00+00:00,9.7999996796716e-05,9.7999996796716e-05,9.500000305706635e-05,9.500000305706635e-05,197792,0.0,0.0
2024-07-25 00:00:00+00:00,9.500000305706635e-05,9.500000305706635e-05,9.000000136438757e-05,9.000000136438757e-05,107244,0.0,0.0
2024-07-26 00:00:00+00:00,9.000000136438757e-05,9.899999713525176e-05,9.000000136438757e-05,9.7999996796716e-05,166453,0.0,0.0
2024-07-27 00:00:00+00:00,9.7999996796716e-05,9.899999713525176e-05,9.600000339560211e-05,9.7999996796716e-05,198409,0.0,0.0
2024-07-28 00:00:00+00:00,9.7999996796716e-05,0.00010099999781232327,9.600000339560211e-05,0.00010099999781232327,202983,0.0,0.0
2024-07-29 00:00:00+00:00,0.00010099999781232327,0.00010599999950500205,0.00010099999781232327,0.00010399999882793054,186468,0.0,0.0
2024-07-30 00:00:00+00:00,0.00010399999882793054,0.00010599999950500205,0.00010199999815085903,0.00010399999882793054,174150,0.0,0.0
2024-07-31 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,9.999999747378752e-05,0.00010099999781232327,201852,0.0,0.0
2024-08-01 00:00:00+00:00,0.00010099999781232327,0.00010099999781232327,9.7999996796716e-05,9.999999747378752e-05,177974,0.0,0.0
2024-08-02 00:00:00+00:00,9.999999747378752e-05,0.00010099999781232327,9.40000027185306e-05,9.699999645818025e-05,205518,0.0,0.0
2024-08-03 00:00:00+00:00,9.699999645818025e-05,9.7999996796716e-05,9.40000027185306e-05,9.600000339560211e-05,182811,0.0,0.0
2024-08-04 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,9.200000204145908e-05,9.300000237999484e-05,171041,0.0,0.0
2024-08-05 00:00:00+00:00,9.200000204145908e-05,9.300000237999484e-05,7.79999973019585e-05,8.499999967170879e-05,252238,0.0,0.0
2024-08-06 00:00:00+00:00,8.499999967170879e-05,9.300000237999484e-05,8.499999967170879e-05,9.000000136438757e-05,186199,0.0,0.0
