TIMESTAMP,PKF_OPEN_PRICE_USD,PKF_HIGH_PRICE_USD,PKF_LOW_PRICE_USD,PKF_CLOSE_PRICE_USD,PKF_VOLUME_USD,PKF_DIVIDENDS_USD,PKF_STOCK_SPLITS_USD
2021-03-16 00:00:00+00:00,1.022454023361206,1.3381969928741455,0.8989650011062622,1.1174099445343018,16817764,0.0,0.0
2021-03-17 00:00:00+00:00,1.1174180507659912,2.1283490657806396,1.047888994216919,1.8175209760665894,19500739,0.0,0.0
2021-03-18 00:00:00+00:00,1.8178800344467163,2.918278932571411,1.654458999633789,2.1898930072784424,12230369,0.0,0.0
2021-03-19 00:00:00+00:00,2.190190076828003,2.190190076828003,1.61844003200531,2.0772719383239746,5236678,0.0,0.0
2021-03-20 00:00:00+00:00,2.0786828994750977,2.0881030559539795,1.7438499927520752,1.8956849575042725,2662102,0.0,0.0
2021-03-21 00:00:00+00:00,1.8925820589065552,2.02280592918396,1.6095900535583496,1.848242998123169,2689135,0.0,0.0
2021-03-22 00:00:00+00:00,1.8540209531784058,1.9040440320968628,1.5350899696350098,1.55388605594635,2022116,0.0,0.0
2021-03-23 00:00:00+00:00,1.5534499883651733,1.860579013824463,1.4670319557189941,1.708778977394104,2397189,0.0,0.0
2021-03-24 00:00:00+00:00,1.7077640295028687,2.4238100051879883,1.654979944229126,1.7451529502868652,3240366,0.0,0.0
2021-03-25 00:00:00+00:00,1.7424060106277466,2.1231069564819336,1.670164942741394,1.748391032218933,1848646,0.0,0.0
2021-03-26 00:00:00+00:00,1.747715950012207,1.819978952407837,1.5096349716186523,1.6327940225601196,1647929,0.0,0.0
2021-03-27 00:00:00+00:00,1.631126046180725,2.012295961380005,1.5892360210418701,1.8489660024642944,1004963,0.0,0.0
2021-03-28 00:00:00+00:00,1.848992943763733,1.9529030323028564,1.648332953453064,1.7995179891586304,1155404,0.0,0.0
2021-03-29 00:00:00+00:00,1.7997989654541016,1.9133490324020386,1.5745309591293335,1.6945409774780273,1323121,0.0,0.0
2021-03-30 00:00:00+00:00,1.6946649551391602,1.8219619989395142,1.287011981010437,1.4500349760055542,2223514,0.0,0.0
2021-03-31 00:00:00+00:00,1.4493030309677124,1.5911580324172974,1.1711970567703247,1.2270879745483398,1551643,0.0,0.0
2021-04-01 00:00:00+00:00,1.2231149673461914,2.367377996444702,1.2175639867782593,1.9490710496902466,7547499,0.0,0.0
2021-04-02 00:00:00+00:00,1.9585989713668823,2.141490936279297,1.6744099855422974,1.9028379917144775,2794356,0.0,0.0
2021-04-03 00:00:00+00:00,1.9072790145874023,2.120461940765381,1.834488034248352,1.8391679525375366,1440215,0.0,0.0
2021-04-04 00:00:00+00:00,1.8334170579910278,2.0678699016571045,1.7024459838867188,1.9541579484939575,1714376,0.0,0.0
2021-04-05 00:00:00+00:00,1.9518970251083374,2.007262945175171,1.8053280115127563,1.871405005455017,1798852,0.0,0.0
2021-04-06 00:00:00+00:00,1.8727079629898071,2.0549991130828857,1.6588449478149414,1.6867749691009521,1897619,0.0,0.0
2021-04-07 00:00:00+00:00,1.686290979385376,1.959671974182129,1.6645020246505737,1.926745057106018,1435781,0.0,0.0
2021-04-08 00:00:00+00:00,1.9203490018844604,2.0286920070648193,1.8056119680404663,1.8878740072250366,860685,0.0,0.0
2021-04-09 00:00:00+00:00,1.8875819444656372,2.0285160541534424,1.7500170469284058,1.9104650020599365,1823576,0.0,0.0
2021-04-10 00:00:00+00:00,1.9107680320739746,1.9916900396347046,1.8577280044555664,1.8991730213165283,868197,0.0,0.0
2021-04-11 00:00:00+00:00,1.899454951286316,2.157409906387329,1.7829220294952393,2.017474889755249,1627356,0.0,0.0
2021-04-12 00:00:00+00:00,2.017606019973755,2.192594051361084,1.8377089500427246,1.9549150466918945,1750164,0.0,0.0
2021-04-13 00:00:00+00:00,1.9554070234298706,2.064690113067627,1.7839210033416748,1.8067289590835571,1129016,0.0,0.0
