TIMESTAMP,CRE28276_OPEN_PRICE_USD,CRE28276_HIGH_PRICE_USD,CRE28276_LOW_PRICE_USD,CRE28276_CLOSE_PRICE_USD,CRE28276_VOLUME_USD,CRE28276_DIVIDENDS_USD,CRE28276_STOCK_SPLITS_USD
2023-10-25 00:00:00+00:00,2.499999936844688e-05,2.5999999706982635e-05,1.8000000636675395e-05,1.8999999156221747e-05,107345,0.0,0.0
2023-10-26 00:00:00+00:00,1.8999999156221747e-05,3.300000025774352e-05,1.5999999959603883e-05,2.300000051036477e-05,145679,0.0,0.0
2023-10-27 00:00:00+00:00,2.300000051036477e-05,3.300000025774352e-05,2.2000000171829015e-05,2.5999999706982635e-05,136348,0.0,0.0
2023-10-28 00:00:00+00:00,2.5999999706982635e-05,5.500000042957254e-05,1.8999999156221747e-05,4.5000000682193786e-05,522206,0.0,0.0
2023-10-29 00:00:00+00:00,4.5000000682193786e-05,7.500000356230885e-05,4.400000034365803e-05,5.6000000768108293e-05,473759,0.0,0.0
2023-10-30 00:00:00+00:00,5.6000000768108293e-05,6.399999983841553e-05,4.600000102072954e-05,5.999999848427251e-05,183725,0.0,0.0
2023-10-31 00:00:00+00:00,5.999999848427251e-05,7.500000356230885e-05,4.70000013592653e-05,5.500000042957254e-05,199047,0.0,0.0
2023-11-01 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,4.5000000682193786e-05,4.8999998398358e-05,275032,0.0,0.0
2023-11-02 00:00:00+00:00,4.8999998398358e-05,6.199999916134402e-05,4.400000034365803e-05,5.999999848427251e-05,881759,0.0,0.0
2023-11-03 00:00:00+00:00,5.999999848427251e-05,7.000000186963007e-05,4.8000001697801054e-05,5.0999999075429514e-05,1124764,0.0,0.0
2023-11-04 00:00:00+00:00,5.0999999075429514e-05,5.8000001445179805e-05,4.600000102072954e-05,4.8999998398358e-05,749194,0.0,0.0
2023-11-05 00:00:00+00:00,4.8999998398358e-05,4.999999873689376e-05,4.099999932805076e-05,4.3000000005122274e-05,442609,0.0,0.0
