TIMESTAMP,BABYKEKIUS35134_OPEN_PRICE_USD,BABYKEKIUS35134_HIGH_PRICE_USD,BABYKEKIUS35134_LOW_PRICE_USD,BABYKEKIUS35134_CLOSE_PRICE_USD,BABYKEKIUS35134_VOLUME_USD,BABYKEKIUS35134_DIVIDENDS_USD,BABYKEKIUS35134_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,,,,0.0,16,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,195,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,12,0.0,0.0
2025-06-01 00:00:00+00:00,5.711417103149152e-11,7.022640802212265e-11,5.6714896667919845e-11,5.6714896667919845e-11,5,0.0,0.0
