TIMESTAMP,TIG34102_OPEN_PRICE_USD,TIG34102_HIGH_PRICE_USD,TIG34102_LOW_PRICE_USD,TIG34102_CLOSE_PRICE_USD,TIG34102_VOLUME_USD,TIG34102_DIVIDENDS_USD,TIG34102_STOCK_SPLITS_USD
2024-11-30 00:00:00+00:00,2.7981700897216797,3.3408639430999756,2.6312220096588135,3.0684590339660645,461723,0.0,0.0
2024-12-01 00:00:00+00:00,3.0684590339660645,3.8094849586486816,3.0458879470825195,3.577723979949951,678627,0.0,0.0
2024-12-02 00:00:00+00:00,3.577723979949951,4.355926990509033,3.146752119064331,3.348910093307495,976797,0.0,0.0
2024-12-03 00:00:00+00:00,3.348910093307495,3.8431060314178467,3.348910093307495,3.4105629920959473,287952,0.0,0.0
2024-12-04 00:00:00+00:00,3.4105629920959473,3.4196219444274902,2.695815086364746,2.8244779109954834,529800,0.0,0.0
2024-12-05 00:00:00+00:00,2.8244779109954834,2.8445990085601807,2.3319740295410156,2.5696330070495605,363631,0.0,0.0
2024-12-06 00:00:00+00:00,2.5971460342407227,3.158946990966797,2.5577590465545654,3.146122932434082,342929,0.0,0.0
2024-12-07 00:00:00+00:00,3.146122932434082,3.169981002807617,3.1131350994110107,3.1697731018066406,100892,0.0,0.0
2024-12-08 00:00:00+00:00,3.1643660068511963,3.1715950965881348,3.075282096862793,3.100498914718628,147157,0.0,0.0
2024-12-09 00:00:00+00:00,3.099808931350708,3.120421886444092,2.9097490310668945,2.953507900238037,195513,0.0,0.0
2024-12-10 00:00:00+00:00,2.953507900238037,2.9997029304504395,2.571687936782837,2.9576380252838135,352974,0.0,0.0
2024-12-11 00:00:00+00:00,2.9576380252838135,3.3408870697021484,2.881577968597412,3.1890718936920166,286681,0.0,0.0
2024-12-12 00:00:00+00:00,3.1890718936920166,3.199086904525757,2.767930030822754,2.87294602394104,346285,0.0,0.0
2024-12-13 00:00:00+00:00,2.87294602394104,2.940152883529663,2.5598909854888916,2.824639081954956,217046,0.0,0.0
2024-12-14 00:00:00+00:00,2.824639081954956,2.9793999195098877,2.7079288959503174,2.9793999195098877,221917,0.0,0.0
2024-12-15 00:00:00+00:00,2.9793999195098877,3.3472540378570557,2.9626410007476807,3.3461039066314697,222322,0.0,0.0
2024-12-16 00:00:00+00:00,3.3461039066314697,3.532160997390747,3.2607710361480713,3.260776996612549,779035,0.0,0.0
2024-12-17 00:00:00+00:00,3.260776996612549,3.7938380241394043,3.0231568813323975,3.79105806350708,507970,0.0,0.0
