TIMESTAMP,NRN_OPEN_PRICE_USD,NRN_HIGH_PRICE_USD,NRN_LOW_PRICE_USD,NRN_CLOSE_PRICE_USD,NRN_VOLUME_USD,NRN_DIVIDENDS_USD,NRN_STOCK_SPLITS_USD
2024-08-01 00:00:00+00:00,0.03822999820113182,0.03885800018906593,0.03822999820113182,0.038575999438762665,140496,0.0,0.0
2024-08-02 00:00:00+00:00,0.03855299949645996,0.03886599838733673,0.036531001329422,0.036531999707221985,82901,0.0,0.0
2024-08-03 00:00:00+00:00,0.03659199923276901,0.03712499886751175,0.03577899932861328,0.03689299896359444,93603,0.0,0.0
2024-08-04 00:00:00+00:00,0.03689400106668472,0.03711999952793121,0.033479999750852585,0.034487999975681305,178312,0.0,0.0
2024-08-05 00:00:00+00:00,0.03422600030899048,0.034247998148202896,0.027463000267744064,0.030209999531507492,413889,0.0,0.0
2024-08-06 00:00:00+00:00,0.030209999531507492,0.03175999969244003,0.030069999396800995,0.031679000705480576,229047,0.0,0.0
2024-08-07 00:00:00+00:00,0.03168400004506111,0.03245899826288223,0.030696000903844833,0.030818000435829163,119484,0.0,0.0
2024-08-08 00:00:00+00:00,0.030818000435829163,0.03341900184750557,0.030734999105334282,0.03341900184750557,131411,0.0,0.0
2024-08-09 00:00:00+00:00,0.033250000327825546,0.03378399834036827,0.03313000127673149,0.03326300159096718,61692,0.0,0.0
2024-08-10 00:00:00+00:00,0.03326300159096718,0.033309999853372574,0.03285599872469902,0.03292600065469742,42336,0.0,0.0
2024-08-11 00:00:00+00:00,0.03292600065469742,0.03397500142455101,0.0323529988527298,0.03236899897456169,87543,0.0,0.0
2024-08-12 00:00:00+00:00,0.03236899897456169,0.03479300066828728,0.03213699907064438,0.034703999757766724,130678,0.0,0.0
2024-08-13 00:00:00+00:00,0.034703999757766724,0.03491400182247162,0.033844999969005585,0.0343950018286705,109072,0.0,0.0
2024-08-14 00:00:00+00:00,0.034393999725580215,0.03572100028395653,0.033900998532772064,0.03391699865460396,112960,0.0,0.0
2024-08-15 00:00:00+00:00,0.03387799859046936,0.03392200171947479,0.03261600062251091,0.032676998525857925,52884,0.0,0.0
2024-08-16 00:00:00+00:00,0.03273100033402443,0.033284999430179596,0.03254900127649307,0.03325200080871582,62487,0.0,0.0
2024-08-17 00:00:00+00:00,0.033250998705625534,0.03415599837899208,0.033006999641656876,0.033121999353170395,79526,0.0,0.0
2024-08-18 00:00:00+00:00,0.0330980010330677,0.03348499909043312,0.03309300169348717,0.03339099884033203,44549,0.0,0.0
2024-08-19 00:00:00+00:00,0.03339099884033203,0.03352300077676773,0.03263299912214279,0.03270300105214119,49613,0.0,0.0
2024-08-20 00:00:00+00:00,0.032749999314546585,0.032749999314546585,0.03146500140428543,0.031665999442338943,103252,0.0,0.0
2024-08-21 00:00:00+00:00,0.03164200112223625,0.03243599832057953,0.031289998441934586,0.031867001205682755,113532,0.0,0.0
2024-08-22 00:00:00+00:00,0.03186099976301193,0.03193800151348114,0.03096799924969673,0.031094999983906746,96972,0.0,0.0
2024-08-23 00:00:00+00:00,0.03103400021791458,0.03324199840426445,0.03101300075650215,0.03321300074458122,111667,0.0,0.0
2024-08-24 00:00:00+00:00,0.033188000321388245,0.03323100134730339,0.032554998993873596,0.03272699937224388,69492,0.0,0.0
