TIMESTAMP,WYS34954_OPEN_PRICE_USD,WYS34954_HIGH_PRICE_USD,WYS34954_LOW_PRICE_USD,WYS34954_CLOSE_PRICE_USD,WYS34954_VOLUME_USD,WYS34954_DIVIDENDS_USD,WYS34954_STOCK_SPLITS_USD
2025-02-24 00:00:00+00:00,6.00438117980957,6.043799877166748,4.9361162185668945,4.947515964508057,203466,0.0,0.0
2025-02-25 00:00:00+00:00,4.947515964508057,5.469130992889404,4.859331130981445,4.962831020355225,161398,0.0,0.0
2025-02-26 00:00:00+00:00,4.9266462326049805,5.2997050285339355,4.705230236053467,5.299276828765869,218070,0.0,0.0
2025-02-27 00:00:00+00:00,5.298675060272217,5.806184768676758,4.67631721496582,4.727427959442139,287393,0.0,0.0
2025-02-28 00:00:00+00:00,4.727427959442139,4.793674945831299,4.5314178466796875,4.532108783721924,310957,0.0,0.0
2025-03-01 00:00:00+00:00,4.532108783721924,4.988893032073975,4.0761518478393555,4.376945972442627,238160,0.0,0.0
2025-03-02 00:00:00+00:00,4.376945972442627,4.817407131195068,4.321144104003906,4.456338882446289,306652,0.0,0.0
2025-03-03 00:00:00+00:00,4.456338882446289,5.1358418464660645,4.267764091491699,4.6298041343688965,294981,0.0,0.0
2025-03-04 00:00:00+00:00,4.6298041343688965,4.872045040130615,4.024357795715332,4.26596212387085,215012,0.0,0.0
2025-03-05 00:00:00+00:00,4.26596212387085,4.964875221252441,4.25492000579834,4.766043186187744,235453,0.0,0.0
2025-03-06 00:00:00+00:00,4.766043186187744,4.77072811126709,4.566072940826416,4.6147050857543945,254282,0.0,0.0
2025-03-07 00:00:00+00:00,4.6147050857543945,4.623158931732178,4.327029228210449,4.40565299987793,228537,0.0,0.0
2025-03-08 00:00:00+00:00,4.40565299987793,4.659163951873779,4.197700023651123,4.197700023651123,229115,0.0,0.0
2025-03-09 00:00:00+00:00,4.197700023651123,4.531752109527588,4.149569034576416,4.175695896148682,156641,0.0,0.0
2025-03-10 00:00:00+00:00,4.175695896148682,4.432375907897949,4.01046085357666,4.1366047859191895,226564,0.0,0.0
2025-03-11 00:00:00+00:00,4.1366047859191895,4.160200119018555,3.9691829681396484,4.127355098724365,194374,0.0,0.0
2025-03-12 00:00:00+00:00,4.127355098724365,4.134585857391357,3.9353830814361572,4.102193832397461,111227,0.0,0.0
2025-03-13 00:00:00+00:00,4.102193832397461,4.10373592376709,3.783508062362671,4.027753829956055,114699,0.0,0.0
2025-03-14 00:00:00+00:00,4.027753829956055,4.028406143188477,3.7589900493621826,3.8105580806732178,89092,0.0,0.0
2025-03-15 00:00:00+00:00,3.8105580806732178,3.8105580806732178,3.5496718883514404,3.554168939590454,112803,0.0,0.0
2025-03-16 00:00:00+00:00,3.554168939590454,4.329525947570801,3.527038097381592,3.6688480377197266,139914,0.0,0.0
2025-03-17 00:00:00+00:00,3.6688480377197266,3.6706340312957764,3.1475870609283447,3.2311110496520996,105429,0.0,0.0
2025-03-18 00:00:00+00:00,3.2311110496520996,4.178264141082764,1.7275420427322388,3.2875030040740967,69870,0.0,0.0
2025-03-19 00:00:00+00:00,3.2875030040740967,8.033016204833984,2.4745140075683594,4.284828186035156,72395,0.0,0.0
2025-03-20 00:00:00+00:00,4.284828186035156,7.609965801239014,3.7636818885803223,4.246072769165039,100352,0.0,0.0
2025-03-21 00:00:00+00:00,4.246072769165039,4.293379783630371,4.121613025665283,4.257287979125977,148296,0.0,0.0
