TIMESTAMP,MYSTERY_OPEN_PRICE_USD,MYSTERY_HIGH_PRICE_USD,MYSTERY_LOW_PRICE_USD,MYSTERY_CLOSE_PRICE_USD,MYSTERY_VOLUME_USD,MYSTERY_DIVIDENDS_USD,MYSTERY_STOCK_SPLITS_USD
2025-01-21 00:00:00+00:00,,,,0.0,549847,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,656223,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,572792,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,530076,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,557516,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,450672,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,543316,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,552276,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,905012,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,518095,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,369603,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,377228,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,512145,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,685730,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,384798,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,346892,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,1532517,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,2487688,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,2089994,0.0,0.0
2025-02-09 00:00:00+00:00,,,,0.0,2356365,0.0,0.0
2025-02-10 00:00:00+00:00,,,,0.0,2258445,0.0,0.0
2025-02-11 00:00:00+00:00,,,,0.0,2514673,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,1947587,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,2128111,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,1820924,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,1860196,0.0,0.0
2025-02-16 00:00:00+00:00,,,,0.0,1914590,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,2200477,0.0,0.0
2025-02-18 00:00:00+00:00,,,,0.0,1948918,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,5494596,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,6454224,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,6504177,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,8479365,0.0,0.0
2025-02-23 00:00:00+00:00,,,,0.0,6821528,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,5695661,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,5642298,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,6116665,0.0,0.0
2025-02-27 00:00:00+00:00,,,,0.0,6457559,0.0,0.0
2025-02-28 00:00:00+00:00,,,,0.0,6158100,0.0,0.0
2025-03-01 00:00:00+00:00,,,,0.0,5091718,0.0,0.0
2025-03-02 00:00:00+00:00,,,,0.0,5344149,0.0,0.0
2025-03-03 00:00:00+00:00,,,,0.0,5427643,0.0,0.0
2025-03-04 00:00:00+00:00,,,,0.0,5082355,0.0,0.0
2025-03-05 00:00:00+00:00,,,,0.0,4478361,0.0,0.0
2025-03-06 00:00:00+00:00,,,,0.0,4203381,0.0,0.0
2025-03-07 00:00:00+00:00,,,,0.0,4424217,0.0,0.0
2025-03-08 00:00:00+00:00,,,,0.0,4866040,0.0,0.0
2025-03-09 00:00:00+00:00,,,,0.0,4066537,0.0,0.0
2025-03-10 00:00:00+00:00,,,,0.0,3937131,0.0,0.0
2025-03-11 00:00:00+00:00,,,,0.0,4434822,0.0,0.0
2025-03-12 00:00:00+00:00,,,,0.0,4535137,0.0,0.0
2025-03-13 00:00:00+00:00,,,,0.0,4454635,0.0,0.0
2025-03-14 00:00:00+00:00,,,,0.0,5308015,0.0,0.0
2025-03-15 00:00:00+00:00,,,,0.0,3231998,0.0,0.0
2025-03-16 00:00:00+00:00,,,,0.0,1946230,0.0,0.0
2025-03-17 00:00:00+00:00,,,,0.0,1895291,0.0,0.0
2025-03-18 00:00:00+00:00,,,,0.0,1799688,0.0,0.0
2025-03-19 00:00:00+00:00,,,,0.0,1934005,0.0,0.0
2025-03-20 00:00:00+00:00,,,,0.0,1934331,0.0,0.0
2025-03-21 00:00:00+00:00,,,,0.0,1251281,0.0,0.0
2025-03-22 00:00:00+00:00,,,,0.0,1132786,0.0,0.0
2025-03-23 00:00:00+00:00,,,,0.0,380899,0.0,0.0
2025-03-24 00:00:00+00:00,,,,0.0,1832060,0.0,0.0
2025-03-25 00:00:00+00:00,,,,0.0,1946665,0.0,0.0
2025-03-26 00:00:00+00:00,,,,0.0,1509559,0.0,0.0
2025-03-27 00:00:00+00:00,,,,0.0,1710761,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,975782,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,1562415,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,1498746,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,1442135,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,885799,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,546663,0.0,0.0
2025-04-03 00:00:00+00:00,,,,0.0,322639,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,315008,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,283591,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,1075923,0.0,0.0
2025-04-07 00:00:00+00:00,,,,0.0,1169198,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,1215122,0.0,0.0
2025-04-09 00:00:00+00:00,,,,0.0,1292118,0.0,0.0
2025-04-10 00:00:00+00:00,,,,0.0,1205045,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,1240104,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,1243112,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,1231226,0.0,0.0
2025-04-14 00:00:00+00:00,,,,0.0,1192109,0.0,0.0
2025-04-15 00:00:00+00:00,,,,0.0,1187791,0.0,0.0
2025-04-16 00:00:00+00:00,,,,0.0,1213241,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,1197750,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,1138569,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,1157748,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,1160201,0.0,0.0
2025-04-21 00:00:00+00:00,,,,0.0,1146984,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,1200833,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,1321537,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,1221565,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,1334487,0.0,0.0
2025-04-26 00:00:00+00:00,,,,0.0,1304156,0.0,0.0
2025-04-27 00:00:00+00:00,,,,0.0,1240934,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,1281122,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,1303379,0.0,0.0
2025-04-30 00:00:00+00:00,,,,0.0,1361243,0.0,0.0
2025-05-01 00:00:00+00:00,,,,0.0,1475967,0.0,0.0
2025-05-02 00:00:00+00:00,,,,0.0,1395677,0.0,0.0
2025-05-03 00:00:00+00:00,,,,0.0,1370167,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,1276606,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,1223532,0.0,0.0
2025-05-06 00:00:00+00:00,,,,0.0,1228191,0.0,0.0
2025-05-07 00:00:00+00:00,,,,0.0,1255658,0.0,0.0
2025-05-08 00:00:00+00:00,,,,0.0,1389119,0.0,0.0
2025-05-09 00:00:00+00:00,,,,0.0,1458850,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,1860251,0.0,0.0
