TIMESTAMP,PROPC_OPEN_PRICE_USD,PROPC_HIGH_PRICE_USD,PROPC_LOW_PRICE_USD,PROPC_CLOSE_PRICE_USD,PROPC_VOLUME_USD,PROPC_DIVIDENDS_USD,PROPC_STOCK_SPLITS_USD
2023-05-19 00:00:00+00:00,1.4881269931793213,1.910925030708313,1.460204005241394,1.6399680376052856,251035,0.0,0.0
2023-05-20 00:00:00+00:00,1.6399840116500854,1.6705479621887207,1.430238962173462,1.4448959827423096,232740,0.0,0.0
2023-05-21 00:00:00+00:00,1.4448659420013428,1.5799119472503662,1.200363039970398,1.200363039970398,309970,0.0,0.0
2023-05-22 00:00:00+00:00,1.2003190517425537,1.2403680086135864,1.050097942352295,1.2216370105743408,279709,0.0,0.0
2023-05-23 00:00:00+00:00,1.2216850519180298,1.310479998588562,1.1761120557785034,1.299307942390442,185012,0.0,0.0
2023-05-24 00:00:00+00:00,1.2987140417099,1.329704999923706,1.187237024307251,1.2132229804992676,151620,0.0,0.0
2023-05-25 00:00:00+00:00,1.213521957397461,1.223613977432251,1.1638970375061035,1.1918649673461914,185191,0.0,0.0
2023-05-26 00:00:00+00:00,1.19173002243042,1.1940579414367676,1.112028956413269,1.1144880056381226,119581,0.0,0.0
2023-05-27 00:00:00+00:00,1.114503026008606,1.1209609508514404,1.0857959985733032,1.0879069566726685,91186,0.0,0.0
2023-05-28 00:00:00+00:00,1.0879850387573242,1.1599290370941162,1.0692460536956787,1.1500409841537476,115987,0.0,0.0
2023-05-29 00:00:00+00:00,1.1499940156936646,1.1830869913101196,1.1496909856796265,1.1737380027770996,97901,0.0,0.0
2023-05-30 00:00:00+00:00,1.1735650300979614,1.1805020570755005,1.1153090000152588,1.1166340112686157,108426,0.0,0.0
2023-05-31 00:00:00+00:00,1.116745948791504,1.1174240112304688,1.0698909759521484,1.0802019834518433,108984,0.0,0.0
2023-06-01 00:00:00+00:00,1.0802479982376099,1.0828880071640015,1.064154028892517,1.0824170112609863,106003,0.0,0.0
2023-06-02 00:00:00+00:00,1.0821579694747925,1.1008150577545166,1.0693600177764893,1.097769021987915,212337,0.0,0.0
2023-06-03 00:00:00+00:00,1.0978039503097534,1.1018099784851074,1.0880659818649292,1.090664029121399,152714,0.0,0.0
2023-06-04 00:00:00+00:00,1.0903689861297607,1.092244029045105,1.0625009536743164,1.0859520435333252,195028,0.0,0.0
2023-06-05 00:00:00+00:00,1.0860270261764526,1.0947599411010742,1.0803029537200928,1.094694972038269,79930,0.0,0.0
2023-06-06 00:00:00+00:00,1.094688057899475,1.1075739860534668,1.0923500061035156,1.1056100130081177,103750,0.0,0.0
2023-06-07 00:00:00+00:00,1.1057169437408447,1.300794005393982,1.1037139892578125,1.159628987312317,179394,0.0,0.0
2023-06-08 00:00:00+00:00,1.1596180200576782,1.1864880323410034,1.1456589698791504,1.1849490404129028,116127,0.0,0.0
2023-06-09 00:00:00+00:00,1.184980034828186,1.189972996711731,1.159432053565979,1.1629159450531006,110633,0.0,0.0
2023-06-10 00:00:00+00:00,1.162950038909912,1.1719290018081665,1.1513630151748657,1.1556440591812134,106417,0.0,0.0
2023-06-11 00:00:00+00:00,1.155663013458252,1.1770249605178833,1.1514389514923096,1.1765270233154297,113227,0.0,0.0
2023-06-12 00:00:00+00:00,1.176455020904541,1.21077299118042,1.176023006439209,1.2064900398254395,114638,0.0,0.0
2023-06-13 00:00:00+00:00,1.2064900398254395,1.212962031364441,1.1965199708938599,1.2049059867858887,100804,0.0,0.0
2023-06-14 00:00:00+00:00,1.2048979997634888,1.2614250183105469,1.1802860498428345,1.185979962348938,123915,0.0,0.0
2023-06-15 00:00:00+00:00,1.1861200332641602,1.1935930252075195,1.1747239828109741,1.1929199695587158,98967,0.0,0.0
2023-06-16 00:00:00+00:00,1.1929889917373657,1.202875018119812,1.1862239837646484,1.2026649713516235,106116,0.0,0.0
2023-06-17 00:00:00+00:00,1.2026309967041016,1.20278000831604,1.1649459600448608,1.1677680015563965,109273,0.0,0.0
2023-06-18 00:00:00+00:00,1.1675920486450195,1.499619960784912,1.1648859977722168,1.4181050062179565,218880,0.0,0.0
2023-06-19 00:00:00+00:00,1.4181050062179565,1.4950660467147827,1.2006789445877075,1.2887639999389648,222735,0.0,0.0
2023-06-20 00:00:00+00:00,1.2887909412384033,1.3715410232543945,1.2505600452423096,1.3662199974060059,137030,0.0,0.0
2023-06-21 00:00:00+00:00,1.366176962852478,1.3833500146865845,1.3094780445098877,1.3121390342712402,132867,0.0,0.0
2023-06-22 00:00:00+00:00,1.3119759559631348,1.3341259956359863,1.2732559442520142,1.2980819940567017,175543,0.0,0.0
2023-06-23 00:00:00+00:00,1.2982770204544067,1.3133699893951416,1.286270022392273,1.3126640319824219,157165,0.0,0.0
2023-06-24 00:00:00+00:00,1.312917947769165,1.3394800424575806,1.2939790487289429,1.3058760166168213,167881,0.0,0.0
2023-06-25 00:00:00+00:00,1.3057160377502441,1.309878945350647,1.2815749645233154,1.2982490062713623,170358,0.0,0.0
2023-06-26 00:00:00+00:00,1.298205018043518,1.3002849817276,1.1996389627456665,1.2335970401763916,192851,0.0,0.0
2023-06-27 00:00:00+00:00,1.233773946762085,1.2355680465698242,1.2156540155410767,1.2158490419387817,165376,0.0,0.0
2023-06-28 00:00:00+00:00,1.2159490585327148,1.3161259889602661,1.2054959535598755,1.3109409809112549,185011,0.0,0.0
2023-06-29 00:00:00+00:00,1.3109409809112549,1.321679949760437,1.2890620231628418,1.2987209558486938,205023,0.0,0.0
2023-06-30 00:00:00+00:00,1.2984570264816284,1.2999709844589233,1.278702974319458,1.2852330207824707,159789,0.0,0.0
2023-07-01 00:00:00+00:00,1.2850069999694824,1.3084319829940796,1.2525149583816528,1.3045799732208252,183748,0.0,0.0
2023-07-02 00:00:00+00:00,1.304602026939392,1.3804930448532104,1.3002129793167114,1.3657950162887573,177966,0.0,0.0
2023-07-03 00:00:00+00:00,1.3658980131149292,1.467054009437561,1.2904670238494873,1.3234590291976929,243446,0.0,0.0
2023-07-04 00:00:00+00:00,1.3231990337371826,1.422482967376709,1.2850550413131714,1.3546370267868042,228277,0.0,0.0
2023-07-05 00:00:00+00:00,1.3546370267868042,1.3547580242156982,1.2441860437393188,1.2666699886322021,164163,0.0,0.0
2023-07-06 00:00:00+00:00,1.266664981842041,1.3548719882965088,1.261059045791626,1.344190001487732,176678,0.0,0.0
2023-07-07 00:00:00+00:00,1.3444520235061646,1.3455389738082886,1.22262704372406,1.2280199527740479,160595,0.0,0.0
2023-07-08 00:00:00+00:00,1.228255033493042,1.2389949560165405,1.207360029220581,1.2364109754562378,164271,0.0,0.0
2023-07-09 00:00:00+00:00,1.2364109754562378,1.2624980211257935,1.2349539995193481,1.2390300035476685,157326,0.0,0.0
2023-07-10 00:00:00+00:00,1.2390509843826294,1.2586079835891724,1.2254849672317505,1.2373089790344238,147946,0.0,0.0
2023-07-11 00:00:00+00:00,1.2373089790344238,1.244771957397461,1.2156000137329102,1.243904948234558,179080,0.0,0.0
2023-07-12 00:00:00+00:00,1.2438280582427979,1.3955210447311401,1.2334200143814087,1.3002630472183228,236447,0.0,0.0
2023-07-13 00:00:00+00:00,1.3002209663391113,1.3241649866104126,1.2012059688568115,1.2754030227661133,189857,0.0,0.0
2023-07-14 00:00:00+00:00,1.2756290435791016,1.4795600175857544,1.2715500593185425,1.4540079832077026,290260,0.0,0.0
2023-07-15 00:00:00+00:00,1.4547070264816284,1.494150996208191,1.4101359844207764,1.4939889907836914,200123,0.0,0.0
2023-07-16 00:00:00+00:00,1.4940619468688965,1.7742910385131836,1.4939290285110474,1.6634390354156494,325642,0.0,0.0
2023-07-17 00:00:00+00:00,1.6627689599990845,1.7108210325241089,1.560439944267273,1.5605679750442505,211776,0.0,0.0
2023-07-18 00:00:00+00:00,1.560472011566162,1.5962250232696533,1.5074739456176758,1.5079610347747803,179398,0.0,0.0
2023-07-19 00:00:00+00:00,1.5079460144042969,1.6985069513320923,1.486395001411438,1.697998046875,200855,0.0,0.0
2023-07-20 00:00:00+00:00,1.6982020139694214,1.8039840459823608,1.6453640460968018,1.7777680158615112,243591,0.0,0.0
2023-07-21 00:00:00+00:00,1.7776819467544556,2.143815040588379,1.7290029525756836,2.143815040588379,550830,0.0,0.0
2023-07-22 00:00:00+00:00,2.1498448848724365,2.2373299598693848,2.0243420600891113,2.052406072616577,331871,0.0,0.0
2023-07-23 00:00:00+00:00,2.0525429248809814,2.556196928024292,1.9345940351486206,2.4006810188293457,390157,0.0,0.0
2023-07-24 00:00:00+00:00,2.3997039794921875,2.5406129360198975,2.254844903945923,2.3861539363861084,282844,0.0,0.0
2023-07-25 00:00:00+00:00,2.3864219188690186,2.467850923538208,2.178208112716675,2.2422149181365967,273461,0.0,0.0
2023-07-26 00:00:00+00:00,2.2431750297546387,2.2847299575805664,1.9358530044555664,2.2614169120788574,320726,0.0,0.0
2023-07-27 00:00:00+00:00,2.261284112930298,2.32167911529541,2.0348639488220215,2.0564489364624023,257688,0.0,0.0
2023-07-28 00:00:00+00:00,2.055975914001465,2.0573809146881104,1.8876359462738037,1.9126240015029907,402798,0.0,0.0
2023-07-29 00:00:00+00:00,1.912642002105713,2.8034520149230957,1.911126971244812,2.201035976409912,672840,0.0,0.0
2023-07-30 00:00:00+00:00,2.201409101486206,2.369584083557129,2.1957199573516846,2.217405080795288,381332,0.0,0.0
2023-07-31 00:00:00+00:00,2.2169671058654785,2.21807599067688,1.9692649841308594,2.0446770191192627,521278,0.0,0.0
2023-08-01 00:00:00+00:00,2.044606924057007,2.0812089443206787,1.7547650337219238,1.813889980316162,557883,0.0,0.0
2023-08-02 00:00:00+00:00,1.8138329982757568,1.845963954925537,1.754446029663086,1.8134729862213135,379187,0.0,0.0
2023-08-03 00:00:00+00:00,1.8134729862213135,1.8201359510421753,1.6468909978866577,1.7133899927139282,285906,0.0,0.0
2023-08-04 00:00:00+00:00,1.7133899927139282,1.738584041595459,1.6697759628295898,1.7134209871292114,330155,0.0,0.0
2023-08-05 00:00:00+00:00,1.713212013244629,1.73102605342865,1.6864269971847534,1.7003259658813477,291116,0.0,0.0
2023-08-06 00:00:00+00:00,1.7007869482040405,1.742738962173462,1.5946929454803467,1.7390819787979126,311656,0.0,0.0
2023-08-07 00:00:00+00:00,1.7399879693984985,1.7562400102615356,1.7100549936294556,1.7515569925308228,299744,0.0,0.0
2023-08-08 00:00:00+00:00,1.7514619827270508,1.7794849872589111,1.6993869543075562,1.7646260261535645,316567,0.0,0.0
