TIMESTAMP,KEKE_OPEN_PRICE_USD,KEKE_HIGH_PRICE_USD,KEKE_LOW_PRICE_USD,KEKE_CLOSE_PRICE_USD,KEKE_VOLUME_USD,KEKE_DIVIDENDS_USD,KEKE_STOCK_SPLITS_USD
2023-05-06 00:00:00+00:00,,,,0.0,665846,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,5520707,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,8215801,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,1620211,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,1488053,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,1006086,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,1264936,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,2054931,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,520339,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,695711,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,951145,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,2754437,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,5149175,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,738498,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,630962,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,778278,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,826530,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,482139,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,448069,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,386767,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,386921,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,512320,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,492740,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,6490528,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,5202916,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,1782272,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1117955,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,353141,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,371821,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,329327,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,294087,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,367165,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,360732,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,350348,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,358284,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,337166,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,296361,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,257900,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,333642,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,240884,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,218580,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,311342,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,307078,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,202294,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,81752,0.0,0.0
