TIMESTAMP,OSMI_OPEN_PRICE_USD,OSMI_HIGH_PRICE_USD,OSMI_LOW_PRICE_USD,OSMI_CLOSE_PRICE_USD,OSMI_VOLUME_USD,OSMI_DIVIDENDS_USD,OSMI_STOCK_SPLITS_USD
2025-03-03 00:00:00+00:00,0.15750999748706818,0.1577340066432953,0.12431199848651886,0.12567199766635895,383082,0.0,0.0
2025-03-04 00:00:00+00:00,0.12567199766635895,0.12568399310112,0.10640999674797058,0.11102800071239471,373634,0.0,0.0
2025-03-05 00:00:00+00:00,0.11102800071239471,0.11103300005197525,0.10350900143384933,0.10540500283241272,164018,0.0,0.0
2025-03-06 00:00:00+00:00,0.10540500283241272,0.1054069995880127,0.09611500054597855,0.0973770022392273,75339,0.0,0.0
2025-03-07 00:00:00+00:00,0.0973770022392273,0.0973770022392273,0.08772200345993042,0.08772200345993042,119873,0.0,0.0
2025-03-08 00:00:00+00:00,0.08772200345993042,0.08842100203037262,0.08212299644947052,0.0869700014591217,115838,0.0,0.0
2025-03-09 00:00:00+00:00,0.0869700014591217,0.08697199821472168,0.07296299934387207,0.07297399640083313,108469,0.0,0.0
2025-03-10 00:00:00+00:00,0.07297399640083313,0.07659599930047989,0.0649069994688034,0.0649069994688034,170285,0.0,0.0
2025-03-11 00:00:00+00:00,0.0649069994688034,0.06496500223875046,0.05790099874138832,0.058125998824834824,262053,0.0,0.0
2025-03-12 00:00:00+00:00,0.058125998824834824,0.05820799991488457,0.05451099947094917,0.05640999972820282,355582,0.0,0.0
2025-03-13 00:00:00+00:00,0.05640999972820282,0.05687500163912773,0.05188300088047981,0.05192900076508522,263780,0.0,0.0
2025-03-14 00:00:00+00:00,0.05192900076508522,0.05197099968791008,0.04978799819946289,0.05005500093102455,280098,0.0,0.0
2025-03-15 00:00:00+00:00,0.05005500093102455,0.05025700107216835,0.04733100160956383,0.04735599830746651,308304,0.0,0.0
2025-03-16 00:00:00+00:00,0.04735599830746651,0.04735599830746651,0.0426970012485981,0.04320000112056732,287277,0.0,0.0
2025-03-17 00:00:00+00:00,0.04320000112056732,0.04320000112056732,0.03958800062537193,0.039608001708984375,289354,0.0,0.0
